Scan Parameters
Scan Type,Standard Scan
ID,0
Stylus,Radius: 12.5 µm
Length,4200.0 um
Duration,140 sec
Resolution,0.100 um/sample
Force,6.00 mg
Measurement Range,524 um
Profile,Hills
Display Range,Auto
R. Cursor,Pos: 0.0 um Width: 0.0 um
M. Cursor,Pos: 400.0 um Width: 0.0 um

Scan Data
Lateral um,Raw Micrometer,
0.0,0.00000,,
0.1,0.00007,,
0.2,-0.00037,,
0.3,-0.00051,,
0.4,0.00007,,
0.5,0.00218,,
0.6,0.00420,,
0.7,0.00854,,
0.8,0.01435,,
0.9,0.02108,,
1.0,0.02903,,
1.1,0.03693,,
1.2,0.04545,,
1.3,0.05490,,
1.4,0.06404,,
1.5,0.07290,,
1.6,0.08087,,
1.7,0.08767,,
1.8,0.09323,,
1.9,0.09696,,
2.0,0.10063,,
2.1,0.10390,,
2.2,0.10462,,
2.3,0.10380,,
2.4,0.10342,,
2.5,0.10186,,
2.6,0.10033,,
2.7,0.09946,,
2.8,0.09889,,
2.9,0.09907,,
3.0,0.10084,,
3.1,0.10255,,
3.2,0.10597,,
3.3,0.11061,,
3.4,0.11677,,
3.5,0.12319,,
3.6,0.12916,,
3.7,0.13634,,
3.8,0.14352,,
3.9,0.15008,,
4.0,0.15637,,
4.1,0.16129,,
4.2,0.16567,,
4.3,0.16998,,
4.4,0.17383,,
4.5,0.17771,,
4.6,0.18053,,
4.7,0.18248,,
4.8,0.18304,,
4.9,0.18335,,
5.0,0.18340,,
5.1,0.18450,,
5.2,0.18662,,
5.3,0.18969,,
5.4,0.19359,,
5.5,0.19753,,
5.6,0.20176,,
5.7,0.20638,,
5.8,0.21142,,
5.9,0.21752,,
6.0,0.22365,,
6.1,0.22922,,
6.2,0.23531,,
6.3,0.24111,,
6.4,0.24557,,
6.5,0.25085,,
6.6,0.25410,,
6.7,0.25590,,
6.8,0.25735,,
6.9,0.25772,,
7.0,0.25671,,
7.1,0.25557,,
7.2,0.25302,,
7.3,0.24976,,
7.4,0.24493,,
7.5,0.23882,,
7.6,0.23235,,
7.7,0.22537,,
7.8,0.21849,,
7.9,0.21140,,
8.0,0.20325,,
8.1,0.19501,,
8.2,0.18784,,
8.3,0.17902,,
8.4,0.17048,,
8.5,0.16192,,
8.6,0.15254,,
8.7,0.14260,,
8.8,0.13164,,
8.9,0.11949,,
9.0,0.10679,,
9.1,0.09392,,
9.2,0.08111,,
9.3,0.06848,,
9.4,0.05541,,
9.5,0.04556,,
9.6,0.03736,,
9.7,0.02987,,
9.8,0.02383,,
9.9,0.01822,,
10.0,0.01314,,
10.1,0.00791,,
10.2,0.00288,,
10.3,-0.00314,,
10.4,-0.01069,,
10.5,-0.01929,,
10.6,-0.02730,,
10.7,-0.03585,,
10.8,-0.04354,,
10.9,-0.04968,,
11.0,-0.05466,,
11.1,-0.06076,,
11.2,-0.06714,,
11.3,-0.07267,,
11.4,-0.07680,,
11.5,-0.08199,,
11.6,-0.08617,,
11.7,-0.08897,,
11.8,-0.08962,,
11.9,-0.08920,,
12.0,-0.08768,,
12.1,-0.08515,,
12.2,-0.08237,,
12.3,-0.07845,,
12.4,-0.07366,,
12.5,-0.06755,,
12.6,-0.05997,,
12.7,-0.05159,,
12.8,-0.04285,,
12.9,-0.03466,,
13.0,-0.02614,,
13.1,-0.01819,,
13.2,-0.00990,,
13.3,-0.00148,,
13.4,0.00694,,
13.5,0.01597,,
13.6,0.02456,,
13.7,0.03349,,
13.8,0.04251,,
13.9,0.05148,,
14.0,0.06032,,
14.1,0.06767,,
14.2,0.07425,,
14.3,0.07982,,
14.4,0.08565,,
14.5,0.09109,,
14.6,0.09712,,
14.7,0.10095,,
14.8,0.10321,,
14.9,0.10500,,
15.0,0.10630,,
15.1,0.10646,,
15.2,0.10654,,
15.3,0.10513,,
15.4,0.10358,,
15.5,0.10193,,
15.6,0.10024,,
15.7,0.09919,,
15.8,0.09909,,
15.9,0.09940,,
16.0,0.10111,,
16.1,0.10333,,
16.2,0.10554,,
16.3,0.10879,,
16.4,0.11159,,
16.5,0.11450,,
16.6,0.11712,,
16.7,0.11996,,
16.8,0.12259,,
16.9,0.12479,,
17.0,0.12584,,
17.1,0.12674,,
17.2,0.12605,,
17.3,0.12312,,
17.4,0.11974,,
17.5,0.11493,,
17.6,0.10826,,
17.7,0.10095,,
17.8,0.09239,,
17.9,0.08299,,
18.0,0.07436,,
18.1,0.06597,,
18.2,0.05755,,
18.3,0.04960,,
18.4,0.04168,,
18.5,0.03424,,
18.6,0.02945,,
18.7,0.02564,,
18.8,0.02317,,
18.9,0.02215,,
19.0,0.02185,,
19.1,0.02449,,
19.2,0.02905,,
19.3,0.03354,,
19.4,0.03888,,
19.5,0.04548,,
19.6,0.05283,,
19.7,0.05995,,
19.8,0.06696,,
19.9,0.07396,,
20.0,0.08166,,
20.1,0.08773,,
20.2,0.09305,,
20.3,0.09812,,
20.4,0.10258,,
20.5,0.10495,,
20.6,0.10658,,
20.7,0.10757,,
20.8,0.10671,,
20.9,0.10481,,
21.0,0.10236,,
21.1,0.09836,,
21.2,0.09304,,
21.3,0.08661,,
21.4,0.07994,,
21.5,0.07217,,
21.6,0.06293,,
21.7,0.05214,,
21.8,0.04050,,
21.9,0.02649,,
22.0,0.01209,,
22.1,-0.00159,,
22.2,-0.01536,,
22.3,-0.02961,,
22.4,-0.04389,,
22.5,-0.05859,,
22.6,-0.07192,,
22.7,-0.08368,,
22.8,-0.09387,,
