Scan Parameters
Scan Type,Standard Scan
ID,0
Stylus,Radius: 12.5 µm
Length,4200.0 um
Duration,140 sec
Resolution,0.100 um/sample
Force,6.00 mg
Measurement Range,524 um
Profile,Hills
Display Range,Auto
R. Cursor,Pos: 0.0 um Width: 0.0 um
M. Cursor,Pos: 400.0 um Width: 0.0 um

Scan Data
Lateral um,Raw Micrometer,
0.0,0.00000,,
0.1,-0.00684,,
0.2,-0.01155,,
0.3,-0.01881,,
0.4,-0.02568,,
0.5,-0.03126,,
0.6,-0.03318,,
0.7,-0.03307,,
0.8,-0.03064,,
0.9,-0.03117,,
1.0,-0.03597,,
1.1,-0.04212,,
1.2,-0.04533,,
1.3,-0.05275,,
1.4,-0.06130,,
1.5,-0.06729,,
1.6,-0.07418,,
1.7,-0.07850,,
1.8,-0.08714,,
1.9,-0.09624,,
2.0,-0.10236,,
2.1,-0.10520,,
2.2,-0.10615,,
2.3,-0.11138,,
2.4,-0.11463,,
2.5,-0.11535,,
2.6,-0.12200,,
2.7,-0.13273,,
2.8,-0.14298,,
2.9,-0.15430,,
3.0,-0.15093,,
3.1,-0.15979,,
3.2,-0.16542,,
3.3,-0.17162,,
3.4,-0.18304,,
3.5,-0.19189,,
3.6,-0.19418,,
3.7,-0.19551,,
3.8,-0.19828,,
3.9,-0.20169,,
4.0,-0.19935,,
4.1,-0.20207,,
4.2,-0.21069,,
4.3,-0.21467,,
4.4,-0.22189,,
4.5,-0.22974,,
4.6,-0.23612,,
4.7,-0.23804,,
4.8,-0.23749,,
4.9,-0.24035,,
5.0,-0.24162,,
5.1,-0.23871,,
5.2,-0.23648,,
5.3,-0.24475,,
5.4,-0.25220,,
5.5,-0.25346,,
5.6,-0.25534,,
5.7,-0.25816,,
5.8,-0.25806,,
5.9,-0.26571,,
6.0,-0.27505,,
6.1,-0.28868,,
6.2,-0.30105,,
6.3,-0.31128,,
6.4,-0.32366,,
6.5,-0.33902,,
6.6,-0.34769,,
6.7,-0.35289,,
6.8,-0.36054,,
6.9,-0.36706,,
7.0,-0.37653,,
7.1,-0.38105,,
7.2,-0.37936,,
7.3,-0.38443,,
7.4,-0.39218,,
7.5,-0.40088,,
7.6,-0.41351,,
7.7,-0.42080,,
7.8,-0.42281,,
7.9,-0.42984,,
8.0,-0.43187,,
8.1,-0.43972,,
8.2,-0.45614,,
8.3,-0.46418,,
8.4,-0.46986,,
8.5,-0.47461,,
8.6,-0.47661,,
8.7,-0.47508,,
8.8,-0.47713,,
8.9,-0.47640,,
9.0,-0.47167,,
9.1,-0.45861,,
9.2,-0.44605,,
9.3,-0.43144,,
9.4,-0.42608,,
9.5,-0.41822,,
9.6,-0.41033,,
9.7,-0.40173,,
9.8,-0.39279,,
9.9,-0.38305,,
10.0,-0.37235,,
10.1,-0.36262,,
10.2,-0.35749,,
10.3,-0.35263,,
10.4,-0.34965,,
10.5,-0.34929,,
10.6,-0.34845,,
10.7,-0.34288,,
10.8,-0.33919,,
10.9,-0.33356,,
11.0,-0.33264,,
11.1,-0.34032,,
11.2,-0.34225,,
11.3,-0.34102,,
11.4,-0.33826,,
11.5,-0.34287,,
11.6,-0.34260,,
