Scan Parameters 
Scan Type,Standard Scan
ID,0
Stylus,Radius: 12.5 µm
Length,4200.0 um
Duration,140 sec
Resolution,0.100 um/sample
Force,6.00 mg
Measurement Range,524 um
Profile,Hills
Display Range,Auto
R. Cursor,Pos: 0.0 um Width: 0.0 um
M. Cursor,Pos: 4200.0 um Width: 0.0 um
Title,Etch process DOE
 
Analytical Results 
Function,R.Cur Pos,R.Cur Width,M.Cur Pos,M.Cur Width,Result
1562.7,10.00620,9.64902,,
1562.8,9.98427,9.62963,,
1562.9,9.96540,9.61293,,
1563.0,9.95214,9.60061,,
1563.1,9.94614,9.59349,,
1563.2,9.94576,9.58993,,
1563.3,9.94774,9.59068,,
1563.4,9.95017,9.59145,,
1563.5,9.94936,9.58829,,
1563.6,9.94355,9.58226,,
1563.7,9.93283,9.57169,,
1563.8,9.91758,9.55700,,
1563.9,9.89769,9.53905,,
1564.0,9.87672,9.51942,,
1564.1,9.85599,9.49928,,
1564.2,9.83621,9.47975,,
1564.3,9.81768,9.46126,,
1564.4,9.80048,9.44376,,
1564.5,9.78454,9.42682,,
1564.6,9.76843,9.41016,,
1564.7,9.75072,9.39396,,
1564.8,9.73408,9.37925,,
1564.9,9.72117,9.36737,,
1565.0,9.71314,9.35959,,
1565.1,9.71027,9.35510,,
1565.2,9.71234,9.35772,,
1565.3,9.71821,9.36303,,
1565.4,9.72700,9.37164,,
1565.5,9.73936,9.38326,,
1565.6,9.75338,9.39707,,
1565.7,9.76992,9.41248,,
1565.8,9.78727,9.42828,,
1565.9,9.80313,9.44358,,
1566.0,9.81704,9.45750,,
1566.1,9.82955,9.46966,,
1566.2,9.83974,9.47977,,
1566.3,9.84795,9.48826,,
1566.4,9.85382,9.49580,,
1566.5,9.85998,9.50382,,
1566.6,9.86915,9.51380,,
1566.7,9.88189,9.52664,,
1566.8,9.89892,9.54260,,
1566.9,9.91833,9.56083,,
1567.0,9.93893,9.57994,,
1567.1,9.95934,9.59814,,
1567.2,9.97619,9.61387,,
1567.3,9.98792,9.62592,,
1567.4,9.99606,9.63412,,
1567.5,9.99969,9.63899,,
1567.6,10.00063,9.64183,,
1567.7,10.00203,9.64444,,
1567.8,10.00421,9.64850,,
1567.9,10.01060,9.65555,,
1568.0,10.02207,9.66588,,
1568.1,10.03675,9.67908,,
1568.2,10.05275,9.69362,,
1568.3,10.06894,9.70783,,
1568.4,10.08209,9.72005,,
1568.5,10.09133,9.72942,,
1568.6,10.09713,9.73571,,
1568.7,10.10000,9.73965,,
1568.8,10.10108,9.74214,,
1568.9,10.10308,9.74443,,
1569.0,10.10542,9.74720,,
1569.1,10.10908,9.75111,,
1569.2,10.11449,9.75599,,
1569.3,10.12109,9.76146,,
1569.4,10.12718,9.76630,,
1569.5,10.13190,9.76955,,
1569.6,10.13221,9.77086,,
1569.7,10.12948,9.76758,,
1569.8,10.12396,9.76237,,
1569.9,10.11536,9.75516,,
1570.0,10.10637,9.74738,,
1570.1,10.09779,9.74050,,
1570.2,10.09202,9.73644,,
1570.3,10.09145,9.73563,,
1570.4,10.09699,9.74186,,
1570.5,10.10869,9.75170,,
1570.6,10.12351,9.76431,,
1570.7,10.13958,9.77760,,
1570.8,10.15251,9.78884,,
1570.9,10.16084,9.79630,,
1571.0,10.16345,9.80067,,
1571.1,10.16015,9.79761,,
1571.2,10.15391,9.79328,,
1571.3,10.14718,9.78793,,
1571.4,10.14131,9.78361,,
1571.5,10.13829,9.78059,,
1571.6,10.14030,9.78387,,
1571.7,10.14683,9.78976,,
1571.8,10.15727,9.79908,,
1571.9,10.17037,9.81053,,
1572.0,10.18395,9.82250,,
1572.1,10.19612,9.83356,,
1572.2,10.20534,9.84232,,
1572.3,10.21164,9.84832,,
1572.4,10.21393,9.85152,,
1572.5,10.21389,9.85296,,
1572.6,10.21324,9.85423,,
1572.7,10.21428,9.85705,,
1572.8,10.22010,9.86290,,
1572.9,10.23002,9.87203,,
1573.0,10.24340,9.88379,,
1573.1,10.25832,9.89653,,
1573.2,10.27166,9.90832,,
1573.3,10.28186,9.91797,,
1573.4,10.28765,9.92499,,
1573.5,10.29131,9.93041,,
1573.6,10.29487,9.93555,,
1573.7,10.30074,9.94236,,
1573.8,10.30939,9.95187,,
1573.9,10.32286,9.96476,,
1574.0,10.33992,9.98040,,
1574.1,10.35897,9.99768,,
1574.2,10.37772,10.01493,,
1574.3,10.39428,10.03079,,
1574.4,10.40781,10.04442,,
1574.5,10.41873,10.05576,,
1574.6,10.42745,10.06503,,
1574.7,10.43502,10.07295,,
1574.8,10.44140,10.07967,,
1574.9,10.44800,10.08580,,
1575.0,10.45290,10.09138,,
1575.1,10.45786,10.09701,,
1575.2,10.46378,10.10279,,
1575.3,10.47045,10.10900,,
1575.4,10.47702,10.11530,,
1575.5,10.48371,10.12152,,
1575.6,10.48932,10.12711,,
1575.7,10.49458,10.13151,,
1575.8,10.49861,10.13446,,
1575.9,10.49838,10.13262,,
1576.0,10.49322,10.12749,,
1576.1,10.48313,10.11812,,
1576.2,10.46914,10.10549,,
1576.3,10.45271,10.09111,,
1576.4,10.43681,10.07693,,
1576.5,10.42362,10.06483,,
1576.6,10.41415,10.05592,,
1576.7,10.40997,10.05043,,
1576.8,10.40891,10.04715,,
1576.9,10.40826,10.04407,,
1577.0,10.40524,10.03909,,
1577.1,10.39651,10.03069,,
1577.2,10.38337,10.01917,,
1577.3,10.36745,10.00579,,
1577.4,10.35251,9.99302,,
1577.5,10.34111,9.98269,,
1577.6,10.33506,9.97603,,
1577.7,10.33295,9.97256,,
1577.8,10.33376,9.97094,,
1577.9,10.33407,9.96897,,
1578.0,10.33079,9.96485,,
1578.1,10.32315,9.95766,,
1578.2,10.31174,9.94755,,
1578.3,10.29844,9.93615,,
1578.4,10.28507,9.92508,,
1578.5,10.27591,9.91616,,
1578.6,10.27030,9.91013,,
1578.7,10.26764,9.90675,,
1578.8,10.26806,9.90754,,
1578.9,10.27141,9.91057,,
1579.0,10.27673,9.91611,,
1579.1,10.28535,9.92412,,
1579.2,10.29577,9.93385,,
1579.3,10.30771,9.94456,,
1579.4,10.31959,9.95511,,
1579.5,10.32926,9.96438,,
1579.6,10.33703,9.97160,,
1579.7,10.34189,9.97676,,
1579.8,10.34351,9.98075,,
1579.9,10.34590,9.98503,,
1580.0,10.35181,9.99099,,
1580.1,10.36050,9.99930,,
1580.2,10.37201,10.00955,,
1580.3,10.38485,10.02055,,
1580.4,10.39616,10.03080,,
1580.5,10.40516,10.03925,,
1580.6,10.41094,10.04544,,
1580.7,10.41390,10.04974,,
1580.8,10.41645,10.05260,,
1580.9,10.41923,10.05434,,
1581.0,10.41995,10.05545,,
1581.1,10.41883,10.05488,,
1581.2,10.41812,10.05409,,
1581.3,10.41634,10.05271,,
1581.4,10.41541,10.05110,,
1581.5,10.41368,10.04880,,
1581.6,10.41030,10.04551,,
1581.7,10.40627,10.04092,,
1581.8,10.40019,10.03473,,
1581.9,10.39210,10.02745,,
1582.0,10.38285,10.01965,,
1582.1,10.37493,10.01244,,
1582.2,10.36895,10.00682,,
1582.3,10.36508,10.00364,,
1582.4,10.36457,10.00258,,
1582.5,10.36788,10.00555,,
1582.6,10.37298,10.00977,,
1582.7,10.37998,10.01510,,
1582.8,10.38550,10.02009,,
1582.9,10.38981,10.02385,,
1583.0,10.39250,10.02624,,
1583.1,10.39146,10.02556,,
1583.2,10.38849,10.02416,,
1583.3,10.38600,10.02237,,
1583.4,10.38459,10.02093,,
1583.5,10.38451,10.01999,,
1583.6,10.38446,10.01880,,
1583.7,10.38311,10.01657,,
1583.8,10.37916,10.01238,,
1583.9,10.37276,10.00598,,
1584.0,10.36352,9.99721,,
1584.1,10.35274,9.98655,,
1584.2,10.33991,9.97409,,
1584.3,10.32622,9.96077,,
1584.4,10.31107,9.94705,,
1584.5,10.29752,9.93408,,
1584.6,10.28578,9.92253,,
1584.7,10.27585,9.91278,,
1584.8,10.26889,9.90522,,
1584.9,10.26270,9.89958,,
1585.0,10.25932,9.89612,,
1585.1,10.25835,9.89410,,
1585.2,10.25871,9.89453,,
1585.3,10.26041,9.89596,,
1585.4,10.26269,9.89835,,
1585.5,10.26642,9.90174,,
1585.6,10.27065,9.90594,,
1585.7,10.27548,9.91103,,
1585.8,10.28160,9.91720,,
1585.9,10.28862,9.92460,,
1586.0,10.29757,9.93342,,
1586.1,10.30823,9.94334,,
1586.2,10.31968,9.95412,,
1586.3,10.33072,9.96490,,
1586.4,10.34206,9.97521,,
1586.5,10.35140,9.98430,,
1586.6,10.35900,9.99174,,
1586.7,10.36509,9.99718,,
1586.8,10.36795,10.00038,,
1586.9,10.36885,10.00215,,
1587.0,10.36797,10.00182,,
1587.1,10.36684,10.00107,,
1587.2,10.36629,10.00026,,
1587.3,10.36477,9.99959,,
1587.4,10.36480,9.99918,,
1587.5,10.36564,9.99910,,
1587.6,10.36552,9.99732,,
1587.7,10.36291,9.99342,,
1587.8,10.35582,9.98598,,
1587.9,10.34419,9.97496,,
1588.0,10.32831,9.96093,,
1588.1,10.31127,9.94561,,
1588.2,10.29481,9.93079,,
1588.3,10.28116,9.91816,,
1588.4,10.27194,9.90869,,
1588.5,10.26641,9.90246,,
1588.6,10.26391,9.89906,,
1588.7,10.26318,9.89739,,
1588.8,10.26345,9.89801,,
1588.9,10.26487,9.89947,,
1589.0,10.26812,9.90187,,
1589.1,10.27144,9.90469,,
1589.2,10.27454,9.90763,,
1589.3,10.27729,9.91041,,
1589.4,10.27964,9.91321,,
1589.5,10.28225,9.91647,,
1589.6,10.28612,9.92048,,
1589.7,10.29169,9.92549,,
1589.8,10.29775,9.93130,,
1589.9,10.30430,9.93777,,
1590.0,10.31127,9.94455,,
1590.1,10.31862,9.95155,,
1590.2,10.32563,9.95836,,
1590.3,10.33260,9.96479,,
1590.4,10.33838,9.97053,,
1590.5,10.34308,9.97558,,
1590.6,10.34752,9.98033,,
1590.7,10.35148,9.98510,,
1590.8,10.35686,9.99052,,
1590.9,10.36327,9.99675,,
1591.0,10.37041,10.00362,,
1591.1,10.37874,10.01043,,
1591.2,10.38578,10.01583,,
1591.3,10.38962,10.01955,,
1591.4,10.38881,10.01761,,
1591.5,10.38358,10.01253,,
1591.6,10.37370,10.00351,,
1591.7,10.36070,9.99170,,
1591.8,10.34562,9.97867,,
1591.9,10.33116,9.96633,,
1592.0,10.32068,9.95667,,
1592.1,10.31440,9.95088,,
1592.2,10.31344,9.94836,,
1592.3,10.31737,9.95127,,
1592.4,10.32362,9.95483,,
1592.5,10.32802,9.95796,,
1592.6,10.32977,9.96009,,
1592.7,10.32798,9.95754,,
1592.8,10.32243,9.95374,,
1592.9,10.31656,9.94917,,
1593.0,10.31093,9.94539,,
1593.1,10.30846,9.94301,,
1593.2,10.31113,9.94697,,
1593.3,10.31901,9.95352,,
1593.4,10.32974,9.96312,,
1593.5,10.34255,9.97431,,
1593.6,10.35554,9.98531,,
1593.7,10.36570,9.99486,,
1593.8,10.37227,10.00238,,
1593.9,10.37710,10.00814,,
1594.0,10.38129,10.01297,,
1594.1,10.38549,10.01770,,
1594.2,10.39069,10.02302,,
1594.3,10.39670,10.02912,,
1594.4,10.40401,10.03619,,
1594.5,10.41215,10.04402,,
1594.6,10.42080,10.05212,,
1594.7,10.42973,10.05965,,
1594.8,10.43685,10.06555,,
1594.9,10.44049,10.06882,,
1595.0,10.44067,10.06970,,
1595.1,10.43698,10.06670,,
1595.2,10.43214,10.06202,,
1595.3,10.42568,10.05562,,
1595.4,10.41749,10.04796,,
1595.5,10.40893,10.03984,,
1595.6,10.39947,10.03203,,
1595.7,10.39216,10.02602,,
1595.8,10.38849,10.02200,,
1595.9,10.38900,10.02236,,
1596.0,10.39236,10.02457,,
1596.1,10.39765,10.02792,,
1596.2,10.40226,10.03064,,
1596.3,10.40353,10.03206,,
1596.4,10.40091,10.02830,,
1596.5,10.39375,10.02216,,
1596.6,10.38399,10.01376,,
1596.7,10.37286,10.00483,,
1596.8,10.36309,9.99757,,
1596.9,10.35871,9.99261,,
1597.0,10.36014,9.99443,,
1597.1,10.36590,9.99915,,
1597.2,10.37553,10.00669,,
1597.3,10.38587,10.01517,,
1597.4,10.39451,10.02289,,
1597.5,10.40095,10.02873,,
1597.6,10.40375,10.03237,,
1597.7,10.40439,10.03444,,
1597.8,10.40512,10.03605,,
1597.9,10.40650,10.03849,,
1598.0,10.41008,10.04250,,
1598.1,10.41723,10.04848,,
1598.2,10.42508,10.05572,,
1598.3,10.43407,10.06355,,
1598.4,10.44234,10.07056,,
1598.5,10.44830,10.07563,,
1598.6,10.45126,10.07887,,
1598.7,10.44974,10.07659,,
1598.8,10.44460,10.07222,,
1598.9,10.43654,10.06528,,
1599.0,10.42749,10.05722,,
1599.1,10.41788,10.04933,,
1599.2,10.41062,10.04351,,
1599.3,10.40710,10.03959,,
1599.4,10.40913,10.04243,,
1599.5,10.41596,10.04768,,
1599.6,10.42484,10.05555,,
1599.7,10.43550,10.06480,,
1599.8,10.44568,10.07389,,
1599.9,10.45419,10.08189,,
1600.0,10.46052,10.08817,,
1600.1,10.46455,10.09272,,
1600.2,10.46705,10.09611,,
1600.3,10.46919,10.09918,,
1600.4,10.47229,10.10293,,
1600.5,10.47699,10.10819,,
1600.6,10.48417,10.11540,,
1600.7,10.49413,10.12478,,
1600.8,10.50551,10.13561,,
1600.9,10.51881,10.14710,,
1601.0,10.53084,10.15754,,
1601.1,10.53999,10.16577,,
1601.2,10.54496,10.17035,,
1601.3,10.54599,10.17185,,
1601.4,10.54151,10.16775,,
1601.5,10.53374,10.16203,,
1601.6,10.52539,10.15537,,
1601.7,10.51865,10.14953,,
1601.8,10.51454,10.14564,,
1601.9,10.51346,10.14339,,
1602.0,10.51471,10.14426,,
1602.1,10.51777,10.14503,,
1602.2,10.51827,10.14290,,
1602.3,10.51339,10.13768,,
1602.4,10.50332,10.12816,,
1602.5,10.48853,10.11468,,
1602.6,10.47093,10.09904,,
1602.7,10.45242,10.08291,,
1602.8,10.43737,10.06842,,
1602.9,10.42524,10.05627,,
1603.0,10.41685,10.04667,,
1603.1,10.41038,10.03855,,
1603.2,10.40343,10.03070,,
1603.3,10.39537,10.02166,,
1603.4,10.38530,10.01032,,
1603.5,10.37091,9.99566,,
1603.6,10.35257,9.97741,,
1603.7,10.33012,9.95533,,
1603.8,10.30442,9.93023,,
1603.9,10.27550,9.90299,,
1604.0,10.24626,9.87500,,
1604.1,10.21826,9.84759,,
1604.2,10.19160,9.82180,,
1604.3,10.16822,9.79814,,
1604.4,10.14760,9.77666,,
1604.5,10.12794,9.75675,,
1604.6,10.11018,9.73768,,
1604.7,10.09207,9.71820,,
1604.8,10.07176,9.69736,,
1604.9,10.04906,9.67429,,
1605.0,10.02340,9.64869,,
1605.1,9.99467,9.62058,,
1605.2,9.96437,9.59060,,
1605.3,9.93207,9.55955,,
1605.4,9.89970,9.52836,,
1605.5,9.86958,9.49790,,
1605.6,9.84018,9.46845,,
1605.7,9.81193,9.44021,,
1605.8,9.78500,9.41253,,
1605.9,9.75870,9.38470,,
1606.0,9.73066,9.35558,,
1606.1,9.69972,9.32388,,
1606.2,9.66547,9.28898,,
1606.3,9.62594,9.25067,,
1606.4,9.58377,9.20996,,
1606.5,9.54054,9.16822,,
1606.6,9.49786,9.12726,,
1606.7,9.45851,9.08832,,
1606.8,9.42309,9.05169,,
1606.9,9.38967,9.01660,,
1607.0,9.35640,8.98164,,
1607.1,9.32096,8.94540,,
1607.2,9.28226,8.90730,,
1607.3,9.24128,8.86774,,
1607.4,9.20002,8.82812,,
1607.5,9.16023,8.79019,,
1607.6,9.12472,8.75576,,
1607.7,9.09470,8.72621,,
1607.8,9.07042,8.70203,,
1607.9,9.05293,8.68300,,
1608.0,9.03965,8.66807,,
1608.1,9.02824,8.65574,,
1608.2,9.01865,8.64446,,
1608.3,9.00806,8.63299,,
1608.4,8.99504,8.62046,,
1608.5,8.98164,8.60638,,
1608.6,8.96633,8.59004,,
1608.7,8.94779,8.57122,,
1608.8,8.92554,8.54955,,
1608.9,8.90088,8.52601,,
1609.0,8.87406,8.50193,,
1609.1,8.84996,8.47981,,
1609.2,8.83035,8.46175,,
1609.3,8.81718,8.44945,,
1609.4,8.81235,8.44222,,
1609.5,8.81364,8.44246,,
1609.6,8.81877,8.44485,,
1609.7,8.82359,8.44817,,
1609.8,8.82657,8.45086,,
1609.9,8.82767,8.45249,,
1610.0,8.82701,8.45228,,
1610.1,8.82544,8.45197,,
1610.2,8.82546,8.45423,,
1610.3,8.82961,8.45895,,
1610.4,8.83830,8.46690,,
1610.5,8.85143,8.47764,,
1610.6,8.86467,8.48920,,
1610.7,8.87699,8.50002,,
1610.8,8.88595,8.50812,,
1610.9,8.89113,8.51294,,
1611.0,8.89126,8.51510,,
1611.1,8.88865,8.51321,,
1611.2,8.88541,8.51069,,
1611.3,8.88205,8.50792,,
1611.4,8.87950,8.50575,,
1611.5,8.87823,8.50436,,
1611.6,8.87836,8.50376,,
1611.7,8.87857,8.50448,,
1611.8,8.88012,8.50553,,
1611.9,8.88224,8.50636,,
1612.0,8.88320,8.50645,,
1612.1,8.88146,8.50252,,
1612.2,8.87444,8.49526,,
1612.3,8.86242,8.48373,,
1612.4,8.84594,8.46819,,
1612.5,8.82624,8.45016,,
1612.6,8.80491,8.43097,,
1612.7,8.78618,8.41241,,
1612.8,8.76887,8.39518,,
1612.9,8.75353,8.37964,,
1613.0,8.74035,8.36491,,
1613.1,8.72726,8.34967,,
1613.2,8.71119,8.33236,,
1613.3,8.69071,8.31188,,
1613.4,8.66600,8.28795,,
1613.5,8.63816,8.26124,,
1613.6,8.60863,8.23273,,
1613.7,8.57897,8.20374,,
1613.8,8.54939,8.17513,,
1613.9,8.52194,8.14743,,
1614.0,8.49628,8.12087,,
1614.1,8.47010,8.09515,,
1614.2,8.44550,8.07007,,
1614.3,8.42151,8.04524,,
1614.4,8.39627,8.02021,,
1614.5,8.37148,7.99476,,
1614.6,8.34540,7.96827,,
1614.7,8.31784,7.94033,,
1614.8,8.28881,7.91021,,
1614.9,8.25644,7.87786,,
1615.0,8.21997,7.84343,,
1615.1,8.18389,7.80780,,
1615.2,8.14796,7.77165,,
1615.3,8.11137,7.73560,,
1615.4,8.07571,7.70007,,
1615.5,8.04045,7.66494,,
1615.6,8.00661,7.62988,,
1615.7,7.97263,7.59361,,
1615.8,7.93506,7.55489,,
1615.9,7.89231,7.51276,,
1616.0,7.84587,7.46730,,
1616.1,7.79681,7.41967,,
1616.2,7.74654,7.37130,,
1616.3,7.69855,7.32323,,
1616.4,7.65258,7.27601,,
1616.5,7.60569,7.22942,,
1616.6,7.55966,7.18340,,
1616.7,7.51410,7.13779,,
1616.8,7.46872,7.09246,,
1616.9,7.42471,7.04678,,
1617.0,7.37930,6.99954,,
1617.1,7.32977,6.94977,,
1617.2,7.27629,6.89704,,
1617.3,7.21990,6.84163,,
1617.4,7.16201,6.78458,,
1617.5,7.10349,6.72641,,
1617.6,7.04552,6.66752,,
1617.7,6.98604,6.60738,,
1617.8,6.92473,6.54548,,
1617.9,6.86087,6.48133,,
1618.0,6.79362,6.41485,,
1618.1,6.72473,6.34581,,
1618.2,6.65460,6.27428,,
1618.3,6.57959,6.19982,,
1618.4,6.50205,6.12218,,
1618.5,6.42209,6.04102,,
1618.6,6.33666,5.95618,,
1618.7,6.24780,5.86839,,
1618.8,6.15620,5.77804,,
1618.9,6.06441,5.68629,,
1619.0,5.97181,5.59309,,
1619.1,5.87816,5.49807,,
1619.2,5.78139,5.39986,,
1619.3,5.67999,5.29750,,
1619.4,5.57213,5.19001,,
1619.5,5.45929,5.07756,,
1619.6,5.34130,4.96005,,
1619.7,5.21975,4.83800,,
1619.8,5.09312,4.71115,,
1619.9,4.96160,4.57924,,
1620.0,4.82501,4.44241,,
1620.1,4.68161,4.30129,,
1620.2,4.53559,4.15753,,
1620.3,4.39004,4.01318,,
1620.4,4.24526,3.86993,,
1620.5,4.10466,3.72840,,
1620.6,3.96713,3.58769,,
1620.7,3.82723,3.44617,,
1620.8,3.68354,3.30213,,
1620.9,3.53623,3.15462,,
1621.0,3.38432,3.00338,,
1621.1,3.22961,2.84854,,
1621.2,3.07193,2.68976,,
1621.3,2.90943,2.52584,,
1621.4,2.74147,2.35427,,
1621.5,2.56347,2.17308,,
1621.6,2.36842,1.98255,,
1621.7,2.16302,1.78657,,
1621.8,1.96149,1.59180,,
1621.9,1.77120,1.40558,,
1622.0,1.59660,1.23342,,
1622.1,1.44160,1.07893,,
1622.2,1.30489,0.94332,,
1622.3,1.18977,0.82742,,
1622.4,1.09445,0.72983,,
1622.5,1.01657,0.64839,,
1622.6,0.95163,0.57921,,
1622.7,0.89430,0.51837,,
1622.8,0.83988,0.46227,,
1622.9,0.78694,0.40887,,
1623.0,0.73462,0.35721,,
1623.1,0.68439,0.30742,,
1623.2,0.63688,0.25965,,
1623.3,0.59158,0.21396,,
1623.4,0.54806,0.16999,,
1623.5,0.50596,0.12679,,
1623.6,0.46433,0.08388,,
1623.7,0.41998,0.04035,,
1623.8,0.37601,-0.00405,,
1623.9,0.33143,-0.04971,,
1624.0,0.28376,-0.09663,,
1624.1,0.23520,-0.14463,,
1624.2,0.18633,-0.19351,,
1624.3,0.13682,-0.24313,,
1624.4,0.08720,-0.29334,,
1624.5,0.03579,-0.34402,,
1624.6,-0.01622,-0.39409,,
1624.7,-0.06614,-0.44180,,
1624.8,-0.11139,-0.48485,,
1624.9,-0.14892,-0.52155,,
1625.0,-0.17701,-0.55103,,
1625.1,-0.19868,-0.57388,,
1625.2,-0.21472,-0.59123,,
1625.3,-0.22661,-0.60495,,
1625.4,-0.23675,-0.61631,,
1625.5,-0.24722,-0.62616,,
1625.6,-0.25648,-0.63473,,
1625.7,-0.26311,-0.64179,,
1625.8,-0.26854,-0.64723,,
1625.9,-0.27229,-0.65121,,
1626.0,-0.27422,-0.65425,,
1626.1,-0.27638,-0.65691,,
1626.2,-0.27918,-0.65996,,
1626.3,-0.28213,-0.66380,,
1626.4,-0.28761,-0.66901,,
1626.5,-0.29407,-0.67548,,
1626.6,-0.30192,-0.68327,,
1626.7,-0.31130,-0.69201,,
1626.8,-0.32083,-0.70163,,
1626.9,-0.33044,-0.71227,,
1627.0,-0.34205,-0.72424,,
1627.1,-0.35591,-0.73774,,
1627.2,-0.37130,-0.75298,,
1627.3,-0.38775,-0.76950,,
1627.4,-0.40625,-0.78709,,
1627.5,-0.42453,-0.80510,,
1627.6,-0.44271,-0.82350,,
1627.7,-0.46088,-0.84234,,
1627.8,-0.47973,-0.86196,,
1627.9,-0.50091,-0.88280,,
1628.0,-0.52316,-0.90470,,
1628.1,-0.54638,-0.92736,,
1628.2,-0.56978,-0.95004,,
1628.3,-0.59229,-0.97255,,
1628.4,-0.61337,-0.99481,,
1628.5,-0.63550,-1.01710,,
1628.6,-0.65859,-1.03982,,
1628.7,-0.68122,-1.06325,,
1628.8,-0.70530,-1.08781,,
1628.9,-0.73107,-1.11387,,
1629.0,-0.75857,-1.14187,,
1629.1,-0.78899,-1.17176,,
1629.2,-0.82145,-1.20297,,
1629.3,-0.85402,-1.23453,,
1629.4,-0.88564,-1.26503,,
1629.5,-0.91516,-1.29367,,
1629.6,-0.94014,-1.32015,,
1629.7,-0.96354,-1.34547,,
1629.8,-0.98774,-1.37090,,
1629.9,-1.01394,-1.39799,,
1630.0,-1.04331,-1.42723,,
1630.1,-1.07625,-1.45896,,
1630.2,-1.10941,-1.49230,,
1630.3,-1.14496,-1.52676,,
1630.4,-1.18056,-1.56125,,
1630.5,-1.21432,-1.59494,,
1630.6,-1.24733,-1.62735,,
1630.7,-1.27758,-1.65830,,
1630.8,-1.30618,-1.68858,,
1630.9,-1.33582,-1.71910,,
1631.0,-1.36720,-1.75077,,
1631.1,-1.40059,-1.78420,,
1631.2,-1.43597,-1.81885,,
1631.3,-1.47319,-1.85377,,
1631.4,-1.50809,-1.88689,,
1631.5,-1.53926,-1.91649,,
1631.6,-1.56423,-1.94065,,
1631.7,-1.58213,-1.95843,,
1631.8,-1.59298,-1.96922,,
1631.9,-1.59665,-1.97526,,
1632.0,-1.59293,-1.97045,,
1632.1,-1.58354,-1.96255,,
1632.2,-1.56982,-1.95111,,
1632.3,-1.55479,-1.93793,,
1632.4,-1.54145,-1.92457,,
1632.5,-1.52868,-1.91153,,
1632.6,-1.51649,-1.89864,,
1632.7,-1.50417,-1.88511,,
1632.8,-1.48938,-1.87025,,
1632.9,-1.47237,-1.85367,,
1633.0,-1.45408,-1.83517,,
1633.1,-1.43379,-1.81512,,
1633.2,-1.41126,-1.79393,,
1633.3,-1.38916,-1.77224,,
1633.4,-1.36756,-1.75065,,
1633.5,-1.34583,-1.72979,,
1633.6,-1.32559,-1.71006,,
1633.7,-1.30762,-1.69172,,
1633.8,-1.29084,-1.67480,,
1633.9,-1.27527,-1.65898,,
1634.0,-1.26082,-1.64370,,
1634.1,-1.24603,-1.62839,,
1634.2,-1.23017,-1.61264,,
1634.3,-1.21355,-1.59626,,
1634.4,-1.19643,-1.57964,,
1634.5,-1.17895,-1.56355,,
1634.6,-1.16321,-1.54913,,
1634.7,-1.15086,-1.53731,,
1634.8,-1.14255,-1.52887,,
1634.9,-1.13769,-1.52394,,
1635.0,-1.13634,-1.52140,,
1635.1,-1.13832,-1.52341,,
1635.2,-1.14262,-1.52622,,
1635.3,-1.14654,-1.52957,,
1635.4,-1.14999,-1.53255,,
1635.5,-1.15231,-1.53492,,
1635.6,-1.15254,-1.53703,,
1635.7,-1.15430,-1.54007,,
1635.8,-1.15873,-1.54518,,
1635.9,-1.16629,-1.55313,,
1636.0,-1.17828,-1.56425,,
1636.1,-1.19248,-1.57795,,
1636.2,-1.20882,-1.59360,,
1636.3,-1.22649,-1.61007,,
1636.4,-1.24361,-1.62648,,
1636.5,-1.25923,-1.64203,,
1636.6,-1.27360,-1.65624,,
1636.7,-1.28628,-1.66906,,
1636.8,-1.29717,-1.68068,,
1636.9,-1.30764,-1.69182,,
1637.0,-1.31782,-1.70292,,
1637.1,-1.32976,-1.71487,,
1637.2,-1.34248,-1.72753,,
1637.3,-1.35668,-1.74100,,
1637.4,-1.37068,-1.75485,,
1637.5,-1.38425,-1.76868,,
1637.6,-1.39860,-1.78253,,
1637.7,-1.41170,-1.79607,,
1637.8,-1.42519,-1.80936,,
1637.9,-1.43859,-1.82171,,
1638.0,-1.45034,-1.83246,,
1638.1,-1.45905,-1.84093,,
1638.2,-1.46422,-1.84695,,
1638.3,-1.46712,-1.85111,,
1638.4,-1.46927,-1.85467,,
1638.5,-1.47221,-1.85886,,
1638.6,-1.47801,-1.86456,,
1638.7,-1.48626,-1.87176,,
1638.8,-1.49525,-1.87971,,
1638.9,-1.50401,-1.88718,,
1639.0,-1.51071,-1.89289,,
1639.1,-1.51386,-1.89656,,
1639.2,-1.51358,-1.89506,,
1639.3,-1.50886,-1.89051,,
1639.4,-1.50012,-1.88257,,
1639.5,-1.48790,-1.87185,,
1639.6,-1.47470,-1.85966,,
1639.7,-1.46128,-1.84692,,
1639.8,-1.44871,-1.83481,,
1639.9,-1.43686,-1.82326,,
1640.0,-1.42758,-1.81231,,
1640.1,-1.41706,-1.80073,,
1640.2,-1.40466,-1.78779,,
1640.3,-1.38952,-1.77275,,
1640.4,-1.37137,-1.75581,,
1640.5,-1.35227,-1.73755,,
1640.6,-1.33337,-1.71881,,
1640.7,-1.31398,-1.70017,,
1640.8,-1.29573,-1.68219,,
1640.9,-1.27875,-1.66541,,
1641.0,-1.26237,-1.65051,,
1641.1,-1.24948,-1.63824,,
1641.2,-1.24071,-1.62862,,
1641.3,-1.23481,-1.62123,,
1641.4,-1.22955,-1.61459,,
1641.5,-1.22372,-1.60721,,
