Scan Parameters 
Scan Type,Standard Scan
ID,0
Stylus,Radius: 12.5 µm
Length,4200.0 um
Duration,140 sec
Resolution,0.100 um/sample
Force,6.00 mg
Measurement Range,524 um
Profile,Hills
Display Range,Auto
R. Cursor,Pos: 0.0 um Width: 0.0 um
M. Cursor,Pos: 4200.0 um Width: 0.0 um
Title,Etch process DOE
 
Analytical Results 
Function,R.Cur Pos,R.Cur Width,M.Cur Pos,M.Cur Width,Result
845.2,-1.06985,-1.16416,,
845.3,-1.05507,-1.14923,,
845.4,-1.04003,-1.13467,,
845.5,-1.02595,-1.12072,,
845.6,-1.01208,-1.10767,,
845.7,-1.00000,-1.09606,,
845.8,-0.99042,-1.08618,,
845.9,-0.98222,-1.07762,,
846.0,-0.97602,-1.06963,,
846.1,-0.96872,-1.06089,,
846.2,-0.95807,-1.05020,,
846.3,-0.94507,-1.03715,,
846.4,-0.92847,-1.02213,,
846.5,-0.91048,-1.00673,,
846.6,-0.89504,-0.99267,,
846.7,-0.88339,-0.98190,,
846.8,-0.87595,-0.97555,,
846.9,-0.87528,-0.97289,,
847.0,-0.87962,-0.97659,,
847.1,-0.88700,-0.98139,,
847.2,-0.89353,-0.98603,,
847.3,-0.89717,-0.98951,,
847.4,-0.89637,-0.98883,,
847.5,-0.89260,-0.98656,,
847.6,-0.88753,-0.98337,,
847.7,-0.88346,-0.98071,,
847.8,-0.88287,-0.98261,,
847.9,-0.88882,-0.98797,,
848.0,-0.89985,-0.99752,,
848.1,-0.91348,-1.01031,,
848.2,-0.92953,-1.02481,,
848.3,-0.94574,-1.03987,,
848.4,-0.95957,-1.05417,,
848.5,-0.97378,-1.06771,,
848.6,-0.98522,-1.08022,,
848.7,-0.99634,-1.09295,,
848.8,-1.00915,-1.10655,,
848.9,-1.02461,-1.12198,,
849.0,-1.04236,-1.13948,,
849.1,-1.06208,-1.15874,,
849.2,-1.08342,-1.17956,,
849.3,-1.10478,-1.20117,,
849.4,-1.12794,-1.22342,,
849.5,-1.15041,-1.24599,,
849.6,-1.17224,-1.26899,,
849.7,-1.19613,-1.29247,,
849.8,-1.22076,-1.31629,,
849.9,-1.24468,-1.33982,,
850.0,-1.26851,-1.36229,,
850.1,-1.28927,-1.38283,,
850.2,-1.30692,-1.40108,,
850.3,-1.32297,-1.41738,,
850.4,-1.33636,-1.43258,,
850.5,-1.35003,-1.44798,,
850.6,-1.36683,-1.46472,,
850.7,-1.38545,-1.48307,,
850.8,-1.40636,-1.50320,,
850.9,-1.42767,-1.52407,,
851.0,-1.44967,-1.54517,,
851.1,-1.47048,-1.56555,,
851.2,-1.48982,-1.58500,,
851.3,-1.50768,-1.60355,,
851.4,-1.52478,-1.62175,,
851.5,-1.54292,-1.64044,,
851.6,-1.56230,-1.66049,,
851.7,-1.58361,-1.68206,,
851.8,-1.60841,-1.70511,,
851.9,-1.63265,-1.72918,,
852.0,-1.65619,-1.75408,,
852.1,-1.68230,-1.77964,,
852.2,-1.70926,-1.80549,,
852.3,-1.73540,-1.83098,,
852.4,-1.76058,-1.85535,,
852.5,-1.78278,-1.87794,,
852.6,-1.80314,-1.89875,,
852.7,-1.82237,-1.91800,,
852.8,-1.83965,-1.93572,,
852.9,-1.85663,-1.95180,,
853.0,-1.87159,-1.96543,,
853.1,-1.88243,-1.97569,,
853.2,-1.88898,-1.98133,,
853.3,-1.89013,-1.98268,,
853.4,-1.88371,-1.97559,,
853.5,-1.87106,-1.96395,,
853.6,-1.85335,-1.94765,,
853.7,-1.83158,-1.92873,,
853.8,-1.80986,-1.90911,,
853.9,-1.79172,-1.89043,,
854.0,-1.77484,-1.87307,,
854.1,-1.75920,-1.85657,,
854.2,-1.74404,-1.83953,,
854.3,-1.72628,-1.82059,,
854.4,-1.70445,-1.79892,,
854.5,-1.67873,-1.77440,,
854.6,-1.65080,-1.74802,,
854.7,-1.62238,-1.72081,,
854.8,-1.59575,-1.69390,,
854.9,-1.56936,-1.66767,,
855.0,-1.54370,-1.64239,,
855.1,-1.51961,-1.61813,,
855.2,-1.49613,-1.59473,,
855.3,-1.47402,-1.57229,,
855.4,-1.45226,-1.55023,,
855.5,-1.43095,-1.52854,,
855.6,-1.40878,-1.50698,,
855.7,-1.38709,-1.48572,,
855.8,-1.36657,-1.46496,,
855.9,-1.34619,-1.44465,,
856.0,-1.32669,-1.42496,,
856.1,-1.30711,-1.40571,,
856.2,-1.28823,-1.38733,,
856.3,-1.27044,-1.37030,,
856.4,-1.25453,-1.35557,,
856.5,-1.24210,-1.34392,,
856.6,-1.23442,-1.33521,,
856.7,-1.23051,-1.32816,,
856.8,-1.22563,-1.32067,,
856.9,-1.21596,-1.31063,,
857.0,-1.20180,-1.29699,,
857.1,-1.18362,-1.27989,,
857.2,-1.16263,-1.26053,,
857.3,-1.14099,-1.24092,,
857.4,-1.12056,-1.22271,,
857.5,-1.10557,-1.20767,,
857.6,-1.09457,-1.19610,,
857.7,-1.08719,-1.18766,,
857.8,-1.08229,-1.18098,,
857.9,-1.07710,-1.17464,,
858.0,-1.07017,-1.16741,,
858.1,-1.06149,-1.15859,,
858.2,-1.05054,-1.14815,,
858.3,-1.03785,-1.13605,,
858.4,-1.02515,-1.12297,,
858.5,-1.01007,-1.10932,,
858.6,-0.99548,-1.09648,,
858.7,-0.98352,-1.08523,,
858.8,-0.97517,-1.07620,,
858.9,-0.96936,-1.06903,,
859.0,-0.96404,-1.06262,,
859.1,-0.95804,-1.05588,,
859.2,-0.95016,-1.04782,,
859.3,-0.94052,-1.03833,,
859.4,-0.92867,-1.02777,,
859.5,-0.91649,-1.01709,,
859.6,-0.90635,-1.00757,,
859.7,-0.89805,-1.00003,,
859.8,-0.89331,-0.99499,,
859.9,-0.89151,-0.99189,,
860.0,-0.89076,-0.99006,,
860.1,-0.88932,-0.98853,,
860.2,-0.88764,-0.98683,,
860.3,-0.88530,-0.98442,,
860.4,-0.88279,-0.98104,,
860.5,-0.87840,-0.97587,,
860.6,-0.87136,-0.96837,,
860.7,-0.86078,-0.95808,,
860.8,-0.84709,-0.94518,,
860.9,-0.83141,-0.93073,,
861.0,-0.81449,-0.91583,,
861.1,-0.80010,-0.90245,,
861.2,-0.78812,-0.89151,,
861.3,-0.78095,-0.88400,,
861.4,-0.77754,-0.87933,,
861.5,-0.77641,-0.87665,,
861.6,-0.77528,-0.87414,,
861.7,-0.77292,-0.87005,,
861.8,-0.76679,-0.86322,,
861.9,-0.75514,-0.85346,,
862.0,-0.74137,-0.84218,,
862.1,-0.72813,-0.83135,,
862.2,-0.71878,-0.82332,,
862.3,-0.71484,-0.81826,,
862.4,-0.71607,-0.81997,,
862.5,-0.72133,-0.82433,,
862.6,-0.73036,-0.83128,,
862.7,-0.73946,-0.83903,,
862.8,-0.74730,-0.84602,,
862.9,-0.75327,-0.85090,,
863.0,-0.75517,-0.85389,,
863.1,-0.75345,-0.85264,,
863.2,-0.75060,-0.85036,,
863.3,-0.74603,-0.84717,,
863.4,-0.74220,-0.84473,,
863.5,-0.74038,-0.84315,,
863.6,-0.74243,-0.84658,,
863.7,-0.74839,-0.85223,,
863.8,-0.75868,-0.86073,,
863.9,-0.76990,-0.87082,,
864.0,-0.78085,-0.88128,,
864.1,-0.79152,-0.89065,,
864.2,-0.79999,-0.89825,,
864.3,-0.80404,-0.90359,,
864.4,-0.80677,-0.90746,,
864.5,-0.80861,-0.91084,,
864.6,-0.81183,-0.91538,,
864.7,-0.81822,-0.92221,,
864.8,-0.82784,-0.93222,,
864.9,-0.84116,-0.94555,,
865.0,-0.85882,-0.96180,,
865.1,-0.87822,-0.97968,,
865.2,-0.89784,-0.99784,,
865.3,-0.91552,-1.01419,,
865.4,-0.93025,-1.02733,,
865.5,-0.93906,-1.03584,,
865.6,-0.94210,-1.04084,,
865.7,-0.93986,-1.03696,,
865.8,-0.93167,-1.03027,,
865.9,-0.91958,-1.02065,,
866.0,-0.90692,-1.01015,,
866.1,-0.89621,-1.00083,,
866.2,-0.88931,-0.99416,,
866.3,-0.88627,-0.99049,,
866.4,-0.88621,-0.98878,,
866.5,-0.88775,-0.98850,,
866.6,-0.88742,-0.98528,,
866.7,-0.88151,-0.97848,,
866.8,-0.86975,-0.96628,,
866.9,-0.85109,-0.94846,,
867.0,-0.82612,-0.92649,,
867.1,-0.79892,-0.90279,,
867.2,-0.77446,-0.88033,,
867.3,-0.75456,-0.86125,,
867.4,-0.74053,-0.84636,,
867.5,-0.73132,-0.83480,,
867.6,-0.72340,-0.82467,,
867.7,-0.71411,-0.81385,,
867.8,-0.70147,-0.80048,,
867.9,-0.68465,-0.78353,,
868.0,-0.66352,-0.76292,,
868.1,-0.63830,-0.73932,,
868.2,-0.61140,-0.71440,,
868.3,-0.58488,-0.68980,,
868.4,-0.56179,-0.66748,,
868.5,-0.54222,-0.64845,,
868.6,-0.52727,-0.63311,,
868.7,-0.51655,-0.62086,,
868.8,-0.50755,-0.61029,,
868.9,-0.49883,-0.59975,,
869.0,-0.48758,-0.58746,,
869.1,-0.47252,-0.57261,,
869.2,-0.45385,-0.55494,,
869.3,-0.43330,-0.53506,,
869.4,-0.41123,-0.51401,,
869.5,-0.38864,-0.49309,,
869.6,-0.36805,-0.47364,,
869.7,-0.35069,-0.45662,,
869.8,-0.33699,-0.44268,,
869.9,-0.32623,-0.43142,,
870.0,-0.31851,-0.42241,,
870.1,-0.31100,-0.41440,,
870.2,-0.30416,-0.40642,,
870.3,-0.29621,-0.39706,,
870.4,-0.28494,-0.38545,,
870.5,-0.27008,-0.37128,,
870.6,-0.25240,-0.35524,,
870.7,-0.23382,-0.33892,,
870.8,-0.21743,-0.32430,,
870.9,-0.20538,-0.31320,,
871.0,-0.19852,-0.30633,,
871.1,-0.19759,-0.30272,,
871.2,-0.19926,-0.30453,,
871.3,-0.20287,-0.30711,,
871.4,-0.20795,-0.30985,,
871.5,-0.21017,-0.31202,,
871.6,-0.20872,-0.30887,,
871.7,-0.20279,-0.30326,,
871.8,-0.19226,-0.29481,,
871.9,-0.18004,-0.28546,,
872.0,-0.16977,-0.27785,,
872.1,-0.16460,-0.27256,,
872.2,-0.16717,-0.27761,,
872.3,-0.17835,-0.28708,,
872.4,-0.19466,-0.30183,,
872.5,-0.21522,-0.32014,,
872.6,-0.23660,-0.33961,,
872.7,-0.25623,-0.35821,,
872.8,-0.27355,-0.37437,,
872.9,-0.28641,-0.38731,,
873.0,-0.29465,-0.39729,,
873.1,-0.30117,-0.40542,,
873.2,-0.30763,-0.41298,,
873.3,-0.31558,-0.42103,,
873.4,-0.32511,-0.42978,,
873.5,-0.33480,-0.43884,,
873.6,-0.34391,-0.44733,,
873.7,-0.35207,-0.45392,,
873.8,-0.35717,-0.45838,,
873.9,-0.35632,-0.45683,,
874.0,-0.35103,-0.45184,,
874.1,-0.34046,-0.44271,,
874.2,-0.32718,-0.43083,,
874.3,-0.31274,-0.41701,,
874.4,-0.29807,-0.40252,,
874.5,-0.28237,-0.38761,,
874.6,-0.26792,-0.37335,,
874.7,-0.25321,-0.35981,,
874.8,-0.24140,-0.34820,,
874.9,-0.23136,-0.33859,,
875.0,-0.22432,-0.33086,,
875.1,-0.22006,-0.32362,,
875.2,-0.21366,-0.31453,,
875.3,-0.20197,-0.30171,,
875.4,-0.18301,-0.28355,,
875.5,-0.15889,-0.26042,,
875.6,-0.12980,-0.23334,,
875.7,-0.09881,-0.20435,,
875.8,-0.06838,-0.17521,,
875.9,-0.03980,-0.14744,,
876.0,-0.01426,-0.12186,,
876.1,0.00846,-0.09843,,
876.2,0.02934,-0.07642,,
876.3,0.04970,-0.05457,,
876.4,0.07161,-0.03141,,
876.5,0.09672,-0.00572,,
876.6,0.12569,0.02288,,
876.7,0.15860,0.05406,,
876.8,0.19256,0.08634,,
876.9,0.22596,0.11809,,
877.0,0.25666,0.14770,,
877.1,0.28302,0.17458,,
877.2,0.30581,0.19870,,
877.3,0.32769,0.22093,,
877.4,0.34814,0.24184,,
877.5,0.36833,0.26262,,
877.6,0.38824,0.28380,,
877.7,0.41052,0.30641,,
877.8,0.43509,0.33057,,
877.9,0.46175,0.35589,,
878.0,0.48893,0.38133,,
878.1,0.51376,0.40565,,
878.2,0.53620,0.42794,,
878.3,0.55639,0.44785,,
878.4,0.57325,0.46504,,
878.5,0.58843,0.48019,,
878.6,0.60028,0.49357,,
878.7,0.61211,0.50668,,
878.8,0.62506,0.52034,,
878.9,0.64030,0.53582,,
879.0,0.65764,0.55325,,
879.1,0.67815,0.57231,,
879.2,0.69953,0.59186,,
879.3,0.71917,0.61059,,
879.4,0.73646,0.62751,,
879.5,0.75056,0.64212,,
879.6,0.76260,0.65476,,
879.7,0.77331,0.66597,,
879.8,0.78319,0.67635,,
879.9,0.79321,0.68653,,
880.0,0.80324,0.69706,,
880.1,0.81386,0.70864,,
880.2,0.82665,0.72183,,
880.3,0.84232,0.73699,,
880.4,0.85972,0.75386,,
880.5,0.87875,0.77186,,
880.6,0.89795,0.78993,,
880.7,0.91584,0.80726,,
880.8,0.93173,0.82306,,
880.9,0.94606,0.83699,,
881.0,0.95785,0.84890,,
881.1,0.96741,0.85952,,
881.2,0.97574,0.86976,,
881.3,0.98610,0.88114,,
881.4,0.99942,0.89450,,
881.5,1.01600,0.91036,,
881.6,1.03445,0.92795,,
881.7,1.05454,0.94618,,
881.8,1.07340,0.96331,,
881.9,1.08890,0.97828,,
882.0,1.10017,0.99056,,
882.1,1.10900,1.00072,,
882.2,1.11719,1.00955,,
882.3,1.12576,1.01778,,
882.4,1.13390,1.02575,,
882.5,1.14121,1.03375,,
882.6,1.14886,1.04228,,
882.7,1.15811,1.05168,,
882.8,1.16951,1.06216,,
882.9,1.18124,1.07313,,
883.0,1.19295,1.08387,,
883.1,1.20313,1.09349,,
883.2,1.21108,1.10158,,
883.3,1.21726,1.10847,,
883.4,1.22203,1.11508,,
883.5,1.22833,1.12326,,
883.6,1.23827,1.13485,,
883.7,1.25406,1.15151,,
883.8,1.27712,1.17406,,
883.9,1.30637,1.20220,,
884.0,1.34078,1.23516,,
884.1,1.37812,1.27129,,
884.2,1.41763,1.30937,,
884.3,1.45679,1.34806,,
884.4,1.49556,1.38671,,
884.5,1.53398,1.42507,,
884.6,1.57142,1.46315,,
884.7,1.60960,1.50141,,
884.8,1.64805,1.54020,,
884.9,1.68718,1.58010,,
885.0,1.72847,1.62244,,
885.1,1.77191,1.66910,,
885.2,1.82260,1.72273,,
885.3,1.88476,1.78558,,
885.4,1.95848,1.85886,,
885.5,2.04366,1.94258,,
885.6,2.13811,2.03556,,
885.7,2.23997,2.13627,,
885.8,2.34839,2.24324,,
885.9,2.46111,2.35512,,
886.0,2.57729,2.47116,,
886.1,2.69687,2.59033,,
886.2,2.82024,2.71197,,
886.3,2.94405,2.83466,,
886.4,3.06778,2.95680,,
886.5,3.18984,3.07647,,
886.6,3.30620,3.19171,,
886.7,3.41642,3.30148,,
886.8,3.51940,3.40537,,
886.9,3.61637,3.50436,,
887.0,3.71042,3.60021,,
887.1,3.80339,3.69452,,
887.2,3.89769,3.78882,,
887.3,3.99252,3.88348,,
887.4,4.08808,3.97846,,
887.5,4.18377,4.07294,,
887.6,4.27793,4.16598,,
887.7,4.36912,4.25694,,
887.8,4.45679,4.34552,,
887.9,4.54287,4.43219,,
888.0,4.62784,4.51753,,
888.1,4.71206,4.60230,,
888.2,4.79642,4.68693,,
888.3,4.88139,4.77178,,
888.4,4.96651,4.85703,,
888.5,5.05221,4.94241,,
888.6,5.13864,5.02766,,
888.7,5.22323,5.11221,,
888.8,5.30667,5.19548,,
888.9,5.38946,5.27712,,
889.0,5.46857,5.35665,,
889.1,5.54597,5.43439,,
889.2,5.62151,5.51030,,
889.3,5.69589,5.58515,,
889.4,5.76959,5.65923,,
889.5,5.84356,5.73274,,
889.6,5.91698,5.80548,,
889.7,5.98878,5.87710,,
889.8,6.05917,5.94758,,
889.9,6.12770,6.01677,,
890.0,6.19625,6.08470,,
890.1,6.26384,6.15102,,
890.2,6.32802,6.21523,,
890.3,6.38973,6.27720,,
890.4,6.44898,6.33692,,
890.5,6.50659,6.39521,,
890.6,6.56314,6.45271,,
890.7,6.62034,6.51026,,
890.8,6.67839,6.56843,,
890.9,6.73733,6.62725,,
891.0,6.79779,6.68615,,
891.1,6.85735,6.74403,,
891.2,6.91347,6.79963,,
891.3,6.96635,6.85230,,
891.4,7.01499,6.90192,,
891.5,7.06117,6.94919,,
891.6,7.10666,6.99487,,
891.7,7.15114,7.03971,,
891.8,7.19517,7.08416,,
891.9,7.23976,7.12883,,
892.0,7.28406,7.17370,,
892.1,7.33031,7.21917,,
892.2,7.37624,7.26478,,
892.3,7.42200,7.31046,,
892.4,7.46767,7.35576,,
892.5,7.51264,7.40000,,
892.6,7.55663,7.44279,,
892.7,7.59694,7.48316,,
892.8,7.63500,7.52107,,
892.9,7.66977,7.55646,,
893.0,7.70225,7.59027,,
893.1,7.73446,7.62342,,
893.2,7.76750,7.65690,,
893.3,7.80190,7.69111,,
893.4,7.83784,7.72643,,
893.5,7.87335,7.76255,,
893.6,7.91067,7.79935,,
893.7,7.94892,7.83572,,
893.8,7.98557,7.87078,,
893.9,8.01805,7.90349,,
894.0,8.04729,7.93345,,
894.1,8.07464,7.96088,,
894.2,8.09968,7.98616,,
894.3,8.12297,8.00991,,
894.4,8.14498,8.03253,,
894.5,8.16667,8.05468,,
894.6,8.18861,8.07694,,
894.7,8.21107,8.09963,,
894.8,8.23482,8.12277,,
894.9,8.25887,8.14580,,
895.0,8.28200,8.16821,,
895.1,8.30297,8.18920,,
895.2,8.32257,8.20868,,
895.3,8.34002,8.22659,,
895.4,8.35638,8.24336,,
895.5,8.37227,8.25939,,
895.6,8.38743,8.27517,,
895.7,8.40307,8.29133,,
895.8,8.41981,8.30794,,
895.9,8.43790,8.32513,,
896.0,8.45541,8.34236,,
896.1,8.47265,8.35924,,
896.2,8.48916,8.37526,,
896.3,8.50408,8.39009,,
896.4,8.51772,8.40364,,
896.5,8.52968,8.41595,,
896.6,8.54053,8.42737,,
896.7,8.55131,8.43834,,
896.8,8.56193,8.44937,,
896.9,8.57300,8.46072,,
897.0,8.58548,8.47263,,
897.1,8.59781,8.48495,,
897.2,8.61048,8.49769,,
897.3,8.62373,8.51049,,
897.4,8.63699,8.52284,,
897.5,8.64928,8.53403,,
897.6,8.65884,8.54346,,
897.7,8.66558,8.55114,,
897.8,8.67096,8.55753,,
897.9,8.67653,8.56385,,
898.0,8.68246,8.57099,,
898.1,8.69143,8.57990,,
898.2,8.70269,8.59054,,
898.3,8.71568,8.60297,,
898.4,8.72932,8.61633,,
898.5,8.74428,8.63011,,
898.6,8.75821,8.64353,,
898.7,8.77057,8.65622,,
898.8,8.78250,8.66837,,
898.9,8.79334,8.68021,,
899.0,8.80544,8.69246,,
899.1,8.81865,8.70512,,
899.2,8.83216,8.71840,,
899.3,8.84550,8.73215,,
899.4,8.85976,8.74635,,
899.5,8.87479,8.76118,,
899.6,8.88981,8.77660,,
899.7,8.90636,8.79263,,
899.8,8.92320,8.80882,,
899.9,8.93962,8.82490,,
900.0,8.95530,8.84042,,
900.1,8.97009,8.85538,,
900.2,8.98399,8.87027,,
900.3,8.99839,8.88569,,
900.4,9.01530,8.90236,,
900.5,9.03365,8.92058,,
900.6,9.05342,8.94028,,
900.7,9.07516,8.96110,,
900.8,9.09704,8.98212,,
900.9,9.11873,9.00271,,
901.0,9.13810,9.02179,,
901.1,9.15547,9.03912,,
901.2,9.17051,9.05458,,
901.3,9.18387,9.06869,,
901.4,9.19668,9.08224,,
901.5,9.20957,9.09605,,
901.6,9.22421,9.11097,,
901.7,9.24070,9.12727,,
901.8,9.25897,9.14465,,
901.9,9.27818,9.16235,,
902.0,9.29585,9.17970,,
902.1,9.31141,9.19637,,
902.2,9.32735,9.21279,,
902.3,9.34365,9.22919,,
902.4,9.36094,9.24571,,
902.5,9.37817,9.26186,,
902.6,9.39346,9.27675,,
902.7,9.40725,9.28998,,
902.8,9.41792,9.30148,,
902.9,9.42679,9.31218,,
903.0,9.43669,9.32333,,
903.1,9.44905,9.33588,,
903.2,9.46447,9.35014,,
903.3,9.48107,9.36492,,
903.4,9.49710,9.37892,,
903.5,9.50902,9.39047,,
903.6,9.51721,9.39911,,
903.7,9.52213,9.40489,,
903.8,9.52493,9.40869,,
903.9,9.52705,9.41148,,
904.0,9.52928,9.41450,,
904.1,9.53207,9.41862,,
904.2,9.53823,9.42444,,
904.3,9.54707,9.43195,,
904.4,9.55603,9.44058,,
904.5,9.56572,9.44973,,
904.6,9.57510,9.45869,,
904.7,9.58361,9.46723,,
904.8,9.59171,9.47502,,
904.9,9.59897,9.48195,,
905.0,9.60460,9.48778,,
905.1,9.60960,9.49282,,
905.2,9.61321,9.49759,,
905.3,9.61714,9.50330,,
905.4,9.62424,9.51128,,
905.5,9.63514,9.52275,,
905.6,9.65060,9.53833,,
905.7,9.67133,9.55761,,
905.8,9.69536,9.57957,,
905.9,9.71943,9.60270,,
906.0,9.74310,9.62576,,
906.1,9.76550,9.64800,,
906.2,9.78626,9.66962,,
906.3,9.80662,9.69120,,
906.4,9.82858,9.71362,,
906.5,9.85246,9.73739,,
906.6,9.87827,9.76236,,
906.7,9.90524,9.78793,,
906.8,9.93087,9.81297,,
906.9,9.95526,9.83677,,
907.0,9.97722,9.85886,,
907.1,9.99695,9.87952,,
907.2,10.01603,9.89936,,
907.3,10.03535,9.91917,,
907.4,10.05539,9.93952,,
907.5,10.07700,9.96055,,
907.6,10.09921,9.98173,,
907.7,10.12079,10.00289,,
907.8,10.14047,10.02383,,
907.9,10.16101,10.04543,,
908.0,10.18316,10.06836,,
908.1,10.20852,10.09319,,
908.2,10.23642,10.11923,,
908.3,10.26432,10.14513,,
908.4,10.28955,10.16875,,
908.5,10.31086,10.18899,,
908.6,10.32523,10.20508,,
908.7,10.33681,10.21810,,
908.8,10.34671,10.22952,,
908.9,10.35631,10.24165,,
909.0,10.36966,10.25592,,
909.1,10.38866,10.27327,,
909.2,10.40932,10.29287,,
909.3,10.43201,10.31369,,
909.4,10.45349,10.33355,,
909.5,10.47211,10.35122,,
909.6,10.48652,10.36567,,
909.7,10.49696,10.37712,,
909.8,10.50452,10.38645,,
909.9,10.51195,10.39505,,
910.0,10.52075,10.40407,,
910.1,10.53095,10.41396,,
910.2,10.54248,10.42469,,
910.3,10.55388,10.43575,,
910.4,10.56503,10.44660,,
910.5,10.57590,10.45645,,
910.6,10.58517,10.46481,,
910.7,10.59091,10.47099,,
910.8,10.59500,10.47487,,
910.9,10.59657,10.47699,,
911.0,10.59535,10.47561,,
911.1,10.59204,10.47347,,
911.2,10.58850,10.47067,,
911.3,10.58573,10.46792,,
911.4,10.58355,10.46559,,
911.5,10.58184,10.46353,,
911.6,10.58048,10.46131,,
911.7,10.57807,10.45792,,
911.8,10.57394,10.45293,,
911.9,10.56587,10.44555,,
912.0,10.55625,10.43597,,
912.1,10.54449,10.42401,,
912.2,10.53043,10.41030,,
912.3,10.51416,10.39506,,
912.4,10.49785,10.37910,,
912.5,10.48135,10.36267,,
912.6,10.46526,10.34637,,
912.7,10.44855,10.33031,,
912.8,10.43269,10.31485,,
912.9,10.41840,10.30013,,
913.0,10.40465,10.28598,,
913.1,10.39150,10.27181,,
913.2,10.37761,10.25632,,
913.3,10.36102,10.23856,,
913.4,10.33953,10.21789,,
913.5,10.31496,10.19458,,
913.6,10.28916,10.16965,,
913.7,10.26256,10.14440,,
913.8,10.23742,10.12022,,
913.9,10.21486,10.09812,,
914.0,10.19527,10.07881,,
914.1,10.17933,10.06202,,
914.2,10.16647,10.04701,,
914.3,10.15288,10.03247,,
914.4,10.13787,10.01723,,
914.5,10.12184,10.00059,,
914.6,10.10310,9.98218,,
914.7,10.08291,9.96248,,
914.8,10.06140,9.94172,,
914.9,10.04006,9.92076,,
915.0,10.01899,9.90041,,
915.1,9.99890,9.88116,,
915.2,9.98209,9.86332,,
915.3,9.96625,9.84607,,
915.4,9.95006,9.82848,,
915.5,9.93154,9.80921,,
915.6,9.90977,9.78775,,
915.7,9.88518,9.76423,,
915.8,9.85950,9.73929,,
915.9,9.83374,9.71371,,
916.0,9.80779,9.68784,,
916.1,9.78226,9.66211,,
916.2,9.75614,9.63653,,
916.3,9.73089,9.61185,,
916.4,9.70659,9.58853,,
916.5,9.68518,9.56748,,
916.6,9.66685,9.54935,,
916.7,9.65146,9.53452,,
916.8,9.64071,9.52305,,
916.9,9.63322,9.51441,,
917.0,9.62732,9.50799,,
917.1,9.62270,9.50321,,
917.2,9.61907,9.49985,,
917.3,9.61688,9.49776,,
917.4,9.61692,9.49829,,
917.5,9.61946,9.50041,,
917.6,9.62380,9.50451,,
917.7,9.62944,9.51024,,
917.8,9.63734,9.51718,,
917.9,9.64587,9.52460,,
918.0,9.65345,9.53182,,
918.1,9.65996,9.53819,,
918.2,9.66542,9.54362,,
918.3,9.66925,9.54836,,
918.4,9.67323,9.55315,,
918.5,9.67831,9.55837,,
918.6,9.68493,9.56453,,
918.7,9.69188,9.57172,,
918.8,9.69981,9.58015,,
918.9,9.70966,9.58960,,
919.0,9.72115,9.59990,,
919.1,9.73201,9.61012,,
919.2,9.74240,9.61943,,
919.3,9.75046,9.62702,,
919.4,9.75536,9.63236,,
919.5,9.75885,9.63575,,
919.6,9.75935,9.63741,,
919.7,9.75952,9.63877,,
919.8,9.76013,9.64073,,
919.9,9.76356,9.64484,,
920.0,9.77023,9.65187,,
920.1,9.78078,9.66193,,
920.2,9.79527,9.67387,,
920.3,9.81016,9.68582,,
920.4,9.82090,9.69582,,
920.5,9.82729,9.70303,,
920.6,9.83022,9.70757,,
920.7,9.83240,9.71076,,
920.8,9.83465,9.71375,,
920.9,9.83809,9.71762,,
921.0,9.84323,9.72254,,
921.1,9.85021,9.72854,,
921.2,9.85700,9.73499,,
921.3,9.86385,9.74164,,
921.4,9.87023,9.74825,,
921.5,9.87654,9.75488,,
921.6,9.88366,9.76158,,
921.7,9.89070,9.76805,,
921.8,9.89717,9.77390,,
921.9,9.90220,9.77866,,
922.0,9.90542,9.78193,,
922.1,9.90742,9.78388,,
922.2,9.90729,9.78359,,
922.3,9.90536,9.78258,,
922.4,9.90258,9.78141,,
922.5,9.90151,9.78062,,
922.6,9.90339,9.78252,,
922.7,9.90738,9.78496,,
922.8,9.91152,9.78716,,
922.9,9.91346,9.78843,,
923.0,9.91077,9.78425,,
923.1,9.90313,9.77729,,
923.2,9.89139,9.76679,,
923.3,9.87762,9.75392,,
923.4,9.86242,9.73957,,
923.5,9.84751,9.72502,,
923.6,9.83251,9.71104,,
923.7,9.81917,9.69836,,
923.8,9.80898,9.68693,,
923.9,9.79988,9.67588,,
924.0,9.78936,9.66382,,
924.1,9.77552,9.64966,,
924.2,9.75758,9.63316,,
924.3,9.73804,9.61481,,
924.4,9.71905,9.59579,,
924.5,9.69904,9.57686,,
924.6,9.68058,9.55878,,
924.7,9.66424,9.54165,,
924.8,9.64823,9.52538,,
924.9,9.63286,9.50960,,
925.0,9.61761,9.49378,,
925.1,9.60151,9.47762,,
925.2,9.58479,9.46121,,
925.3,9.56759,9.44483,,
925.4,9.55135,9.42941,,
925.5,9.53678,9.41559,,
925.6,9.52545,9.40415,,
925.7,9.51665,9.39534,,
925.8,9.51049,9.38888,,
925.9,9.50749,9.38424,,
926.0,9.50440,9.38056,,
926.1,9.50082,9.37720,,
926.2,9.49787,9.37379,,
926.3,9.49413,9.36982,,
926.4,9.49023,9.36503,,
926.5,9.48452,9.35894,,
926.6,9.47626,9.35156,,
926.7,9.46721,9.34325,,
926.8,9.45837,9.33434,,
926.9,9.44960,9.32541,,
927.0,9.44016,9.31654,,
927.1,9.43168,9.30789,,
927.2,9.42365,9.29928,,
