Scan Parameters 
Scan Type,Standard Scan
ID,0
Stylus,Radius: 12.5 µm
Length,4200.0 um
Duration,140 sec
Resolution,0.100 um/sample
Force,6.00 mg
Measurement Range,524 um
Profile,Hills
Display Range,Auto
R. Cursor,Pos: 0.0 um Width: 0.0 um
M. Cursor,Pos: 4200.0 um Width: 0.0 um
Title,Etch process DOE
 
Analytical Results 
Function,R.Cur Pos,R.Cur Width,M.Cur Pos,M.Cur Width,Result
895.5,7.62702,6.28851,,
895.6,7.67821,6.33885,,
895.7,7.73187,6.39224,,
895.8,7.78757,6.44780,,
895.9,7.84627,6.50458,,
896.0,7.90432,6.56075,,
896.1,7.95978,6.61485,,
896.2,8.01050,6.66534,,
896.3,8.05632,6.71234,,
896.4,8.09817,6.75658,,
896.5,8.14012,6.80010,,
896.6,8.18304,6.84458,,
896.7,8.22929,6.89140,,
896.8,8.27991,6.94059,,
896.9,8.33250,6.99113,,
897.0,8.38432,7.04136,,
897.1,8.43328,7.08965,,
897.2,8.47848,7.13517,,
897.3,8.52036,7.17810,,
897.4,8.56005,7.21905,,
897.5,8.59964,7.25905,,
897.6,8.63894,7.29849,,
897.7,8.67852,7.33784,,
897.8,8.71734,7.37737,,
897.9,8.75624,7.41731,,
898.0,8.79763,7.45798,,
898.1,8.83932,7.49905,,
898.2,8.88078,7.54000,,
898.3,8.92174,7.57989,,
898.4,8.96011,7.61774,,
898.5,8.99563,7.65328,,
898.6,9.02768,7.68556,,
898.7,9.05817,7.71483,,
898.8,9.08297,7.74068,,
898.9,9.10486,7.76412,,
899.0,9.12557,7.78621,,
899.1,9.14609,7.80847,,
899.2,9.16963,7.83250,,
899.3,9.19568,7.85879,,
899.4,9.22513,7.88767,,
899.5,9.25689,7.91792,,
899.6,9.28955,7.94812,,
899.7,9.31899,7.97599,,
899.8,9.34389,7.99992,,
899.9,9.36255,8.01920,,
900.0,9.37516,8.03446,,
900.1,9.38623,8.04754,,
900.2,9.39760,8.06034,,
900.3,9.41093,8.07478,,
900.4,9.42760,8.09167,,
900.5,9.44813,8.11148,,
900.6,9.47053,8.13360,,
900.7,9.49558,8.15731,,
900.8,9.52088,8.18113,,
900.9,9.54446,8.20359,,
901.0,9.56538,8.22323,,
901.1,9.58135,8.23904,,
901.2,9.59216,8.25140,,
901.3,9.59939,8.26121,,
901.4,9.60744,8.27044,,
901.5,9.61662,8.28065,,
901.6,9.62835,8.29292,,
901.7,9.64387,8.30769,,
901.8,9.66092,8.32445,,
901.9,9.68016,8.34237,,
902.0,9.69982,8.36003,,
902.1,9.71627,8.37624,,
902.2,9.72978,8.39026,,
902.3,9.74137,8.40161,,
902.4,9.75038,8.41036,,
902.5,9.75601,8.41638,,
902.6,9.75938,8.42026,,
902.7,9.75993,8.42277,,
902.8,9.76088,8.42533,,
902.9,9.76455,8.42901,,
903.0,9.77005,8.43408,,
903.1,9.77741,8.44028,,
903.2,9.78454,8.44637,,
903.3,9.79033,8.45105,,
903.4,9.79362,8.45423,,
903.5,9.79200,8.45100,,
903.6,9.78518,8.44487,,
903.7,9.77403,8.43459,,
903.8,9.76001,8.42137,,
903.9,9.74277,8.40648,,
904.0,9.72631,8.39173,,
904.1,9.71273,8.37862,,
904.2,9.70162,8.36795,,
904.3,9.69458,8.35965,,
904.4,9.68951,8.35263,,
904.5,9.68319,8.34565,,
904.6,9.67528,8.33752,,
904.7,9.66573,8.32743,,
904.8,9.65330,8.31501,,
904.9,9.63820,8.30054,,
905.0,9.62072,8.28487,,
905.1,9.60319,8.26931,,
905.2,9.58881,8.25532,,
905.3,9.57711,8.24392,,
905.4,9.56831,8.23588,,
905.5,9.56363,8.23130,,
905.6,9.56343,8.22913,,
905.7,9.56561,8.23045,,
905.8,9.56820,8.23166,,
905.9,9.56946,8.23274,,
906.0,9.56791,8.23114,,
906.1,9.56490,8.22867,,
906.2,9.56064,8.22522,,
906.3,9.55596,8.22190,,
906.4,9.55268,8.21962,,
906.5,9.55231,8.21854,,
906.6,9.55415,8.22056,,
906.7,9.55766,8.22357,,
906.8,9.56243,8.22738,,
906.9,9.56683,8.23097,,
907.0,9.57002,8.23339,,
907.1,9.57097,8.23457,,
907.2,9.56862,8.23196,,
907.3,9.56463,8.22711,,
907.4,9.55671,8.21919,,
907.5,9.54457,8.20905,,
907.6,9.53099,8.19819,,
907.7,9.51955,8.18900,,
907.8,9.51267,8.18272,,
907.9,9.51265,8.18445,,
908.0,9.52089,8.19068,,
908.1,9.53357,8.20116,,
908.2,9.54835,8.21390,,
908.3,9.56250,8.22678,,
908.4,9.57392,8.23857,,
908.5,9.58369,8.24888,,
908.6,9.59249,8.25795,,
908.7,9.60009,8.26644,,
908.8,9.60778,8.27551,,
908.9,9.61690,8.28618,,
909.0,9.63006,8.29933,,
909.1,9.64704,8.31481,,
909.2,9.66546,8.33181,,
909.3,9.68329,8.34936,,
909.4,9.70014,8.36669,,
909.5,9.71721,8.38327,,
909.6,9.73377,8.39867,,
909.7,9.74752,8.41207,,
909.8,9.75874,8.42350,,
909.9,9.76642,8.43314,,
910.0,9.77426,8.44186,,
910.1,9.78356,8.45030,,
910.2,9.79162,8.45871,,
910.3,9.79970,8.46746,,
910.4,9.80850,8.47661,,
910.5,9.81832,8.48670,,
910.6,9.82928,8.49764,,
910.7,9.84198,8.50920,,
910.8,9.85402,8.52000,,
910.9,9.86479,8.52871,,
911.0,9.87076,8.53377,,
911.1,9.87040,8.53566,,
911.2,9.86597,8.53298,,
911.3,9.86094,8.53037,,
911.4,9.85723,8.52812,,
911.5,9.85974,8.53321,,
911.6,9.86931,8.54188,,
911.7,9.88457,8.55538,,
911.8,9.90308,8.57223,,
911.9,9.92262,8.59115,,
912.0,9.94192,8.61101,,
912.1,9.96297,8.63145,,
912.2,9.98407,8.65169,,
912.3,10.00430,8.67131,,
912.4,10.02257,8.68983,,
912.5,10.03909,8.70792,,
912.6,10.05543,8.72687,,
912.7,10.07574,8.74808,,
912.8,10.10130,8.77245,,
912.9,10.12911,8.79938,,
913.0,10.15940,8.82790,,
913.1,10.18881,8.85619,,
913.2,10.21624,8.88284,,
913.3,10.24127,8.90698,,
913.4,10.26120,8.92824,,
913.5,10.27890,8.94716,,
913.6,10.29607,8.96442,,
913.7,10.31169,8.98094,,
913.8,10.32729,8.99793,,
913.9,10.34435,9.01579,,
914.0,10.36490,9.03489,,
914.1,10.38580,9.05434,,
914.2,10.40535,9.07310,,
914.3,10.42273,9.09032,,
914.4,10.43700,9.10567,,
914.5,10.45051,9.11976,,
914.6,10.46327,9.13311,,
914.7,10.47599,9.14617,,
914.8,10.48970,9.15919,,
914.9,10.50227,9.17200,,
915.0,10.51460,9.18473,,
915.1,10.52720,9.19712,,
915.2,10.53965,9.20950,,
915.3,10.55109,9.22206,,
915.4,10.56376,9.23520,,
915.5,10.57813,9.24921,,
915.6,10.59299,9.26374,,
915.7,10.60898,9.27813,,
915.8,10.62308,9.29084,,
915.9,10.63378,9.30113,,
916.0,10.63988,9.30837,,
916.1,10.64369,9.31363,,
916.2,10.64595,9.31830,,
916.3,10.65048,9.32414,,
916.4,10.65916,9.33214,,
916.5,10.67005,9.34222,,
916.6,10.68264,9.35343,,
916.7,10.69518,9.36462,,
916.8,10.70478,9.37485,,
916.9,10.71339,9.38434,,
917.0,10.72147,9.39338,,
917.1,10.73062,9.40281,,
917.2,10.74097,9.41283,,
917.3,10.75184,9.42330,,
917.4,10.76282,9.43388,,
917.5,10.77304,9.44393,,
917.6,10.78273,9.45361,,
917.7,10.79074,9.46269,,
917.8,10.79987,9.47152,,
917.9,10.80890,9.47999,,
918.0,10.81654,9.48828,,
918.1,10.82415,9.49606,,
918.2,10.83249,9.50287,,
918.3,10.83859,9.50785,,
918.4,10.84103,9.51114,,
918.5,10.83998,9.51083,,
918.6,10.83708,9.50981,,
918.7,10.83534,9.50864,,
918.8,10.83496,9.50942,,
918.9,10.83728,9.51196,,
919.0,10.84281,9.51626,,
919.1,10.84963,9.52161,,
919.2,10.85528,9.52709,,
919.3,10.85987,9.53222,,
919.4,10.86417,9.53675,,
919.5,10.86862,9.54071,,
919.6,10.87214,9.54381,,
919.7,10.87420,9.54588,,
919.8,10.87463,9.54699,,
919.9,10.87411,9.54579,,
920.0,10.87176,9.54378,,
920.1,10.86789,9.54096,,
920.2,10.86410,9.53777,,
920.3,10.86125,9.53457,,
920.4,10.85840,9.53145,,
920.5,10.85505,9.52822,,
920.6,10.85163,9.52458,,
920.7,10.84772,9.52006,,
920.8,10.84246,9.51404,,
920.9,10.83484,9.50584,,
921.0,10.82381,9.49494,,
921.1,10.80972,9.48190,,
921.2,10.79299,9.46774,,
921.3,10.77796,9.45460,,
921.4,10.76622,9.44392,,
921.5,10.75966,9.43692,,
921.6,10.75698,9.43324,,
921.7,10.75718,9.43184,,
921.8,10.75822,9.43279,,
921.9,10.75958,9.43379,,
922.0,10.76164,9.43472,,
922.1,10.76124,9.43249,,
922.2,10.75622,9.42886,,
922.3,10.74902,9.42345,,
922.4,10.74247,9.41755,,
922.5,10.73601,9.41187,,
922.6,10.73202,9.40658,,
922.7,10.72826,9.40029,,
922.8,10.72091,9.39136,,
922.9,10.70814,9.37864,,
923.0,10.68940,9.36190,,
923.1,10.66808,9.34296,,
923.2,10.64622,9.32361,,
923.3,10.62822,9.30616,,
923.4,10.61355,9.29094,,
923.5,10.60232,9.27730,,
923.6,10.59107,9.26359,,
923.7,10.57529,9.24804,,
923.8,10.55685,9.23004,,
923.9,10.53563,9.20956,,
924.0,10.51241,9.18776,,
924.1,10.48908,9.16611,,
924.2,10.46733,9.14638,,
924.3,10.44991,9.13017,,
924.4,10.43867,9.11838,,
924.5,10.43216,9.11099,,
924.6,10.42927,9.10723,,
924.7,10.42915,9.10557,,
924.8,10.42982,9.10630,,
924.9,10.43082,9.10811,,
925.0,10.43320,9.11174,,
925.1,10.43875,9.11759,,
925.2,10.44820,9.12583,,
925.3,10.45902,9.13559,,
925.4,10.47042,9.14610,,
925.5,10.48060,9.15643,,
925.6,10.49003,9.16677,,
925.7,10.49965,9.17754,,
925.8,10.51127,9.18983,,
925.9,10.52508,9.20355,,
926.0,10.54233,9.21833,,
926.1,10.55816,9.23247,,
926.2,10.57073,9.24468,,
926.3,10.57996,9.25426,,
926.4,10.58537,9.26162,,
926.5,10.59027,9.26808,,
926.6,10.59650,9.27500,,
926.7,10.60426,9.28361,,
926.8,10.61489,9.29456,,
926.9,10.62889,9.30792,,
927.0,10.64497,9.32311,,
927.1,10.66229,9.33915,,
927.2,10.67899,9.35479,,
927.3,10.69346,9.36938,,
927.4,10.70565,9.38265,,
927.5,10.71769,9.39490,,
927.6,10.72939,9.40622,,
927.7,10.74004,9.41653,,
927.8,10.74932,9.42573,,
927.9,10.75649,9.43398,,
928.0,10.76329,9.44163,,
928.1,10.77135,9.44948,,
928.2,10.77880,9.45794,,
928.3,10.78799,9.46761,,
928.4,10.79939,9.47830,,
928.5,10.81177,9.48951,,
928.6,10.82375,9.50004,,
928.7,10.83330,9.50864,,
928.8,10.83883,9.51424,,
928.9,10.84111,9.51754,,
929.0,10.83946,9.51690,,
929.1,10.83579,9.51641,,
929.2,10.83586,9.51655,,
929.3,10.83922,9.51972,,
929.4,10.84471,9.52407,,
929.5,10.85157,9.52876,,
929.6,10.85600,9.53205,,
929.7,10.85677,9.53358,,
929.8,10.85418,9.53012,,
929.9,10.84728,9.52470,,
930.0,10.83852,9.51787,,
930.1,10.83002,9.51084,,
930.2,10.82419,9.50528,,
930.3,10.82018,9.50141,,
930.4,10.81936,9.49924,,
930.5,10.81895,9.49787,,
930.6,10.81744,9.49722,,
930.7,10.81605,9.49670,,
930.8,10.81742,9.49793,,
930.9,10.81948,9.49967,,
931.0,10.82237,9.50216,,
931.1,10.82547,9.50473,,
931.2,10.82774,9.50711,,
931.3,10.82937,9.50908,,
931.4,10.83116,9.51087,,
931.5,10.83219,9.51283,,
931.6,10.83404,9.51558,,
931.7,10.83811,9.51996,,
931.8,10.84371,9.52662,,
931.9,10.85298,9.53595,,
932.0,10.86615,9.54767,,
932.1,10.88043,9.56067,,
932.2,10.89489,9.57371,,
932.3,10.90706,9.58548,,
932.4,10.91642,9.59535,,
932.5,10.92422,9.60301,,
932.6,10.92992,9.60869,,
932.7,10.93273,9.61285,,
932.8,10.93506,9.61631,,
932.9,10.93824,9.62032,,
933.0,10.94228,9.62582,,
933.1,10.95039,9.63325,,
933.2,10.96139,9.64179,,
933.3,10.97112,9.64995,,
933.4,10.97812,9.65606,,
933.5,10.98112,9.65989,,
933.6,10.97975,9.65759,,
933.7,10.97411,9.65234,,
933.8,10.96522,9.64369,,
933.9,10.95188,9.63269,,
934.0,10.93774,9.62120,,
934.1,10.92677,9.61142,,
934.2,10.91891,9.60500,,
934.3,10.91719,9.60147,,
934.4,10.92083,9.60417,,
934.5,10.92637,9.60705,,
934.6,10.93052,9.60986,,
934.7,10.93029,9.60796,,
934.8,10.92437,9.60316,,
934.9,10.91448,9.59511,,
935.0,10.90311,9.58530,,
935.1,10.89173,9.57554,,
935.2,10.88244,9.56736,,
935.3,10.87686,9.56144,,
935.4,10.87430,9.55801,,
935.5,10.87284,9.55628,,
935.6,10.87334,9.55667,,
935.7,10.87482,9.55791,,
935.8,10.87668,9.55962,,
935.9,10.87989,9.56132,,
936.0,10.88090,9.56258,,
936.1,10.87996,9.56185,,
936.2,10.87867,9.56020,,
936.3,10.87525,9.55770,,
936.4,10.87089,9.55532,,
936.5,10.86895,9.55346,,
936.6,10.86971,9.55605,,
936.7,10.87446,9.56132,,
936.8,10.88427,9.57028,,
936.9,10.89737,9.58209,,
937.0,10.91257,9.59531,,
937.1,10.92710,9.60797,,
937.2,10.93821,9.61850,,
937.3,10.94533,9.62611,,
937.4,10.94909,9.63069,,
937.5,10.95075,9.63312,,
937.6,10.95045,9.63338,,
937.7,10.94909,9.63321,,
937.8,10.94852,9.63299,,
937.9,10.94905,9.63470,,
938.0,10.95205,9.63770,,
938.1,10.95745,9.64223,,
938.2,10.96371,9.64710,,
938.3,10.96993,9.65112,,
938.4,10.97168,9.65388,,
938.5,10.96956,9.65308,,
938.6,10.96678,9.65232,,
938.7,10.96579,9.65194,,
938.8,10.96776,9.65565,,
938.9,10.97444,9.66231,,
939.0,10.98510,9.67275,,
939.1,10.99973,9.68661,,
939.2,11.01737,9.70316,,
939.3,11.03598,9.72168,,
939.4,11.05572,9.74154,,
939.5,11.07724,9.76198,,
939.6,11.09879,9.78188,,
939.7,11.11811,9.80003,,
939.8,11.13349,9.81535,,
939.9,11.14494,9.82791,,
940.0,11.15344,9.83849,,
940.1,11.16233,9.84854,,
940.2,11.17273,9.85918,,
940.3,11.18448,9.87089,,
940.4,11.19804,9.88371,,
940.5,11.21156,9.89695,,
940.6,11.22537,9.91031,,
940.7,11.23830,9.92328,,
940.8,11.25044,9.93584,,
940.9,11.26258,9.94769,,
941.0,11.27445,9.95849,,
941.1,11.28397,9.96781,,
941.2,11.29085,9.97562,,
941.3,11.29643,9.98257,,
941.4,11.30220,9.98985,,
941.5,11.31025,9.99862,,
941.6,11.32154,10.00916,,
941.7,11.33503,10.02118,,
941.8,11.34804,10.03321,,
941.9,11.36048,10.04412,,
942.0,11.36903,10.05272,,
942.1,11.37419,10.05889,,
942.2,11.37777,10.06284,,
942.3,11.37955,10.06515,,
942.4,11.38019,10.06640,,
942.5,11.38079,10.06704,,
942.6,11.38063,10.06773,,
942.7,11.38069,10.06912,,
942.8,11.38346,10.07184,,
942.9,11.38809,10.07593,,
943.0,11.39402,10.08064,,
943.1,11.40017,10.08432,,
943.2,11.40266,10.08683,,
943.3,11.39900,10.08327,,
943.4,11.39293,10.07758,,
943.5,11.38332,10.06894,,
943.6,11.37180,10.05841,,
943.7,11.36003,10.04670,,
943.8,11.34696,10.03472,,
943.9,11.33408,10.02320,,
944.0,11.32416,10.01271,,
944.1,11.31519,10.00305,,
944.2,11.30665,9.99349,,
944.3,11.29761,9.98278,,
944.4,11.28493,9.97007,,
944.5,11.26854,9.95509,,
944.6,11.25129,9.93838,,
944.7,11.23279,9.92113,,
944.8,11.21425,9.90458,,
944.9,11.19960,9.88999,,
945.0,11.18740,9.87789,,
945.1,11.17800,9.86884,,
945.2,11.17205,9.86280,,
945.3,11.16899,9.85930,,
945.4,11.16899,9.85990,,
945.5,11.17255,9.86255,,
945.6,11.17774,9.86716,,
945.7,11.18403,9.87299,,
945.8,11.19109,9.87925,,
945.9,11.19735,9.88547,,
946.0,11.20269,9.89152,,
946.1,11.20843,9.89743,,
946.2,11.21459,9.90381,,
946.3,11.22049,9.91104,,
946.4,11.22909,9.91960,,
946.5,11.23980,9.92932,,
946.6,11.25082,9.93958,,
946.7,11.26184,9.94926,,
946.8,11.27071,9.95690,,
946.9,11.27577,9.96154,,
947.0,11.27640,9.96354,,
947.1,11.27324,9.96101,,
947.2,11.26759,9.95751,,
947.3,11.26359,9.95389,,
947.4,11.26007,9.95087,,
947.5,11.25833,9.94890,,
947.6,11.25828,9.94748,,
947.7,11.25714,9.94599,,
947.8,11.25477,9.94386,,
947.9,11.25189,9.94041,,
948.0,11.24756,9.93514,,
948.1,11.24010,9.92725,,
948.2,11.22946,9.91629,,
948.3,11.21455,9.90266,,
948.4,11.19638,9.88756,,
948.5,11.18038,9.87293,,
948.6,11.16729,9.86034,,
948.7,11.15733,9.85080,,
948.8,11.15169,9.84431,,
948.9,11.14874,9.84021,,
949.0,11.14673,9.83777,,
949.1,11.14533,9.83613,,
949.2,11.14431,9.83499,,
949.3,11.14287,9.83417,,
949.4,11.14259,9.83370,,
949.5,11.14290,9.83466,,
949.6,11.14412,9.83648,,
949.7,11.14769,9.83930,,
949.8,11.15221,9.84274,,
949.9,11.15556,9.84612,,
950.0,11.15866,9.84930,,
950.1,11.16069,9.85254,,
950.2,11.16329,9.85654,,
950.3,11.16927,9.86171,,
950.4,11.17658,9.86755,,
950.5,11.18338,9.87296,,
950.6,11.18806,9.87639,,
950.7,11.18858,9.87768,,
950.8,11.18482,9.87465,,
950.9,11.17898,9.87064,,
951.0,11.17307,9.86695,,
951.1,11.16948,9.86407,,
951.2,11.17197,9.86828,,
951.3,11.18013,9.87514,,
951.4,11.19203,9.88505,,
951.5,11.20570,9.89562,,
951.6,11.21665,9.90421,,
951.7,11.22137,9.90998,,
951.8,11.22037,9.90802,,
951.9,11.21371,9.90267,,
952.0,11.20246,9.89426,,
952.1,11.19084,9.88477,,
952.2,11.18179,9.87623,,
952.3,11.17472,9.86943,,
952.4,11.17115,9.86456,,
952.5,11.16837,9.86049,,
952.6,11.16483,9.85600,,
952.7,11.15979,9.84981,,
952.8,11.15095,9.84125,,
952.9,11.13870,9.83022,,
953.0,11.12545,9.81699,,
953.1,11.11059,9.80149,,
953.2,11.09325,9.78366,,
953.3,11.07249,9.76340,,
953.4,11.04869,9.74160,,
953.5,11.02428,9.71995,,
953.6,11.00321,9.70055,,
953.7,10.98739,9.68470,,
953.8,10.97680,9.67240,,
953.9,10.96906,9.66219,,
954.0,10.96073,9.65226,,
954.1,10.94934,9.64083,,
954.2,10.93575,9.62708,,
954.3,10.91929,9.61061,,
954.4,10.89978,9.59174,,
954.5,10.87802,9.57091,,
954.6,10.85524,9.54917,,
954.7,10.83219,9.52780,,
954.8,10.81126,9.50791,,
954.9,10.79425,9.49030,,
955.0,10.77920,9.47470,,
955.1,10.76623,9.46071,,
955.2,10.75329,9.44756,,
955.3,10.73993,9.43477,,
955.4,10.72792,9.42218,,
955.5,10.71547,9.40967,,
955.6,10.70232,9.39752,,
955.7,10.69035,9.38607,,
955.8,10.67983,9.37566,,
955.9,10.67080,9.36706,,
956.0,10.66317,9.36101,,
956.1,10.65944,9.35715,,
956.2,10.66132,9.36148,,
956.3,10.67065,9.36830,,
956.4,10.68392,9.37741,,
956.5,10.69436,9.38543,,
956.6,10.70051,9.39128,,
956.7,10.69859,9.38943,,
956.8,10.69112,9.38526,,
956.9,10.68250,9.37972,,
957.0,10.67646,9.37555,,
957.1,10.67551,9.37352,,
957.2,10.67928,9.37713,,
957.3,10.68593,9.38265,,
957.4,10.69361,9.38988,,
957.5,10.70257,9.39726,,
957.6,10.71087,9.40315,,
957.7,10.71421,9.40721,,
957.8,10.71265,9.40579,,
957.9,10.70785,9.40296,,
958.0,10.70163,9.39909,,
958.1,10.69835,9.39588,,
958.2,10.69683,9.39388,,
958.3,10.69632,9.39307,,
958.4,10.69702,9.39440,,
958.5,10.69892,9.39707,,
958.6,10.70327,9.40216,,
958.7,10.71056,9.40980,,
958.8,10.72216,9.42020,,
958.9,10.73520,9.43239,,
959.0,10.74935,9.44540,,
959.1,10.76304,9.45799,,
959.2,10.77413,9.46920,,
959.3,10.78367,9.47893,,
959.4,10.79097,9.48758,,
959.5,10.79784,9.49630,,
959.6,10.80724,9.50605,,
959.7,10.81925,9.51760,,
959.8,10.83242,9.53111,,
959.9,10.84787,9.54643,,
960.0,10.86537,9.56300,,
960.1,10.88333,9.58013,,
960.2,10.90087,9.59651,,
960.3,10.91688,9.61083,,
960.4,10.92824,9.62167,,
960.5,10.93494,9.62850,,
960.6,10.93663,9.63189,,
960.7,10.93481,9.63382,,
960.8,10.93516,9.63708,,
960.9,10.94122,9.64410,,
961.0,10.95383,9.65588,,
961.1,10.97229,9.67154,,
961.2,10.99254,9.68877,,
961.3,11.01026,9.70491,,
961.4,11.02400,9.71763,,
961.5,11.03260,9.72579,,
961.6,11.03449,9.73037,,
961.7,11.03259,9.72967,,
961.8,11.03008,9.72773,,
961.9,11.02672,9.72474,,
962.0,11.02310,9.72159,,
962.1,11.01957,9.71887,,
962.2,11.01694,9.71708,,
962.3,11.01693,9.71604,,
962.4,11.01828,9.71625,,
962.5,11.01824,9.71591,,
962.6,11.01675,9.71508,,
962.7,11.01522,9.71329,,
962.8,11.01306,9.71042,,
962.9,11.00871,9.70614,,
963.0,11.00279,9.70061,,
963.1,10.99509,9.69411,,
963.2,10.98760,9.68828,,
963.3,10.98138,9.68398,,
963.4,10.98087,9.68587,,
963.5,10.98802,9.69225,,
963.6,11.00137,9.70354,,
963.7,11.01837,9.71782,,
963.8,11.03540,9.73242,,
963.9,11.04920,9.74502,,
964.0,11.05826,9.75438,,
964.1,11.06277,9.76042,,
964.2,11.06513,9.76443,,
964.3,11.06679,9.76813,,
964.4,11.07055,9.77333,,
964.5,11.07842,9.78135,,
964.6,11.08987,9.79236,,
964.7,11.10502,9.80623,,
964.8,11.12101,9.82181,,
964.9,11.13826,9.83848,,
965.0,11.15555,9.85493,,
965.1,11.17225,9.87038,,
965.2,11.18608,9.88360,,
965.3,11.19666,9.89387,,
965.4,11.20339,9.90100,,
965.5,11.20621,9.90559,,
965.6,11.20800,9.90887,,
965.7,11.21040,9.91207,,
965.8,11.21422,9.91649,,
965.9,11.21981,9.92242,,
966.0,11.22854,9.93002,,
966.1,11.23763,9.93836,,
966.2,11.24688,9.94648,,
966.3,11.25485,9.95319,,
966.4,11.25888,9.95785,,
966.5,11.26047,9.96072,,
966.6,11.26124,9.96261,,
966.7,11.26215,9.96477,,
966.8,11.26500,9.96811,,
966.9,11.27062,9.97323,,
967.0,11.27729,9.98011,,
967.1,11.28597,9.98849,,
967.2,11.29639,9.99782,,
967.3,11.30629,10.00728,,
967.4,11.31582,10.01631,,
967.5,11.32376,10.02431,,
967.6,11.33025,10.03104,,
967.7,11.33610,10.03657,,
967.8,11.33984,10.04092,,
967.9,11.34278,10.04449,,
968.0,11.34571,10.04714,,
968.1,11.34838,10.04906,,
968.2,11.34870,10.05026,,
968.3,11.34835,10.05061,,
968.4,11.34828,10.05140,,
968.5,11.34899,10.05296,,
968.6,11.35266,10.05544,,
968.7,11.35696,10.05789,,
968.8,11.35925,10.05997,,
968.9,11.35829,10.05707,,
969.0,11.35297,10.05142,,
969.1,11.34170,10.04204,,
969.2,11.32800,10.03043,,
969.3,11.31393,10.01797,,
969.4,11.30195,10.00591,,
969.5,11.29192,9.99434,,
969.6,11.28095,9.98283,,
969.7,11.26826,9.97094,,
969.8,11.25551,9.95856,,
969.9,11.24293,9.94610,,
970.0,11.23000,9.93368,,
970.1,11.21841,9.92126,,
970.2,11.20635,9.90794,,
970.3,11.19222,9.89295,,
970.4,11.17466,9.87536,,
970.5,11.15383,9.85518,,
970.6,11.13007,9.83314,,
970.7,11.10572,9.81111,,
970.8,11.08343,9.79105,,
970.9,11.06644,9.77478,,
971.0,11.05544,9.76276,,
971.1,11.04906,9.75462,,
971.2,11.04426,9.74899,,
971.3,11.04059,9.74475,,
971.4,11.03711,9.74107,,
971.5,11.03326,9.73792,,
971.6,11.03012,9.73546,,
971.7,11.02885,9.73389,,
971.8,11.02864,9.73570,,
971.9,11.03227,9.73958,,
972.0,11.04029,9.74611,,
972.1,11.04939,9.75445,,
972.2,11.05969,9.76344,,
972.3,11.06920,9.77189,,
972.4,11.07557,9.77918,,
972.5,11.08109,9.78540,,
972.6,11.08637,9.79066,,
972.7,11.09111,9.79523,,
972.8,11.09516,9.79883,,
972.9,11.09786,9.80118,,
973.0,11.09828,9.80256,,
973.1,11.09740,9.80204,,
973.2,11.09585,9.80175,,
973.3,11.09533,9.80160,,
973.4,11.09732,9.80233,,
973.5,11.09851,9.80301,,
973.6,11.09848,9.80258,,
973.7,11.09709,9.80088,,
973.8,11.09371,9.79715,,
973.9,11.08814,9.79134,,
974.0,11.07912,9.78360,,
974.1,11.06886,9.77489,,
974.2,11.05927,9.76636,,
974.3,11.05136,9.75883,,
974.4,11.04619,9.75299,,
974.5,11.04149,9.74867,,
974.6,11.03867,9.74575,,
974.7,11.03766,9.74377,,
974.8,11.03635,9.74238,,
974.9,11.03492,9.74094,,
975.0,11.03414,9.73877,,
975.1,11.03110,9.73478,,
975.2,11.02503,9.72852,,
975.3,11.01509,9.71982,,
975.4,11.00309,9.70961,,
975.5,10.99146,9.69929,,
975.6,10.98148,9.69016,,
975.7,10.97438,9.68273,,
975.8,10.96995,9.67626,,
975.9,10.96524,9.66930,,
976.0,10.95673,9.66013,,
976.1,10.94410,9.64785,,
976.2,10.92748,9.63289,,
976.3,10.90857,9.61707,,
976.4,10.89170,9.60267,,
976.5,10.88041,9.59134,,
976.6,10.87418,9.58364,,
976.7,10.87043,9.57883,,
976.8,10.86821,9.57600,,
976.9,10.86629,9.57450,,
977.0,10.86527,9.57396,,
977.1,10.86675,9.57634,,
977.2,10.87074,9.58076,,
977.3,10.87773,9.58782,,
977.4,10.88842,9.59740,,
977.5,10.90029,9.60839,,
977.6,10.91321,9.61996,,
977.7,10.92441,9.63086,,
977.8,10.93385,9.64091,,
977.9,10.94228,9.65009,,
978.0,10.95084,9.65908,,
978.1,10.95947,9.66851,,
978.2,10.96946,9.67877,,
978.3,10.98140,9.68970,,
978.4,10.99349,9.70071,,
978.5,11.00409,9.71072,,
978.6,11.01309,9.71921,,
978.7,11.01856,9.72548,,
978.8,11.02303,9.73029,,
978.9,11.02527,9.73371,,
979.0,11.02810,9.73676,,
979.1,11.03100,9.73914,,
979.2,11.03368,9.74073,,
979.3,11.03404,9.74151,,
979.4,11.03176,9.74054,,
979.5,11.03017,9.73963,,
979.6,11.02901,9.73883,,
979.7,11.02945,9.73843,,
979.8,11.03002,9.73770,,
979.9,11.02858,9.73613,,
980.0,11.02482,9.73343,,
980.1,11.02070,9.73027,,
980.2,11.01663,9.72760,,
980.3,11.01482,9.72575,,
980.4,11.01629,9.72764,,
980.5,11.02004,9.73084,,
980.6,11.02534,9.73535,,
980.7,11.03173,9.74042,,
980.8,11.03621,9.74539,,
980.9,11.03997,9.75024,,
981.0,11.04500,9.75530,,
981.1,11.05032,9.76095,,
981.2,11.05669,9.76747,,
981.3,11.06444,9.77460,,
981.4,11.07233,9.78184,,
