Scan Parameters 
Scan Type,Standard Scan
ID,0
Stylus,Radius: 12.5 µm
Length,4200.0 um
Duration,140 sec
Resolution,0.100 um/sample
Force,6.00 mg
Measurement Range,524 um
Profile,Hills
Display Range,Auto
R. Cursor,Pos: 0.0 um Width: 0.0 um
M. Cursor,Pos: 4200.0 um Width: 0.0 um
Title,Etch process DOE
 
Analytical Results 
Function,R.Cur Pos,R.Cur Width,M.Cur Pos,M.Cur Width,Result
2188.5,10.85887,10.29432,,
2188.6,10.84945,10.28560,,
2188.7,10.83982,10.27703,,
2188.8,10.83073,10.27002,,
2188.9,10.82584,10.26561,,
2189.0,10.82548,10.26336,,
2189.1,10.82754,10.26501,,
2189.2,10.83137,10.26692,,
2189.3,10.83318,10.26857,,
2189.4,10.83309,10.26765,,
2189.5,10.83062,10.26449,,
2189.6,10.82436,10.25865,,
2189.7,10.81451,10.25099,,
2189.8,10.80405,10.24297,,
2189.9,10.79661,10.23617,,
2190.0,10.79260,10.23169,,
2190.1,10.79067,10.22907,,
2190.2,10.79128,10.22759,,
2190.3,10.78986,10.22536,,
2190.4,10.78675,10.22153,,
2190.5,10.78028,10.21510,,
2190.6,10.77045,10.20649,,
2190.7,10.75882,10.19641,,
2190.8,10.74767,10.18612,,
2190.9,10.73755,10.17685,,
2191.0,10.72931,10.16942,,
2191.1,10.72461,10.16489,,
2191.2,10.72210,10.16233,,
2191.3,10.72486,10.16553,,
2191.4,10.73087,10.17046,,
2191.5,10.73881,10.17750,,
2191.6,10.74783,10.18514,,
2191.7,10.75608,10.19207,,
2191.8,10.76130,10.19698,,
2191.9,10.76383,10.20008,,
2192.0,10.76271,10.19822,,
2192.1,10.75768,10.19476,,
2192.2,10.75155,10.18970,,
2192.3,10.74521,10.18376,,
2192.4,10.73918,10.17763,,
2192.5,10.73305,10.17114,,
2192.6,10.72659,10.16401,,
2192.7,10.71840,10.15580,,
2192.8,10.70851,10.14623,,
2192.9,10.69772,10.13560,,
2193.0,10.68519,10.12413,,
2193.1,10.67324,10.11234,,
2193.2,10.66177,10.10030,,
2193.3,10.64934,10.08807,,
2193.4,10.63660,10.07537,,
2193.5,10.62389,10.06219,,
2193.6,10.60944,10.04879,,
2193.7,10.59504,10.03574,,
2193.8,10.58298,10.02411,,
2193.9,10.57234,10.01469,,
2194.0,10.56581,10.00777,,
2194.1,10.56324,10.00241,,
2194.2,10.55963,9.99670,,
2194.3,10.55304,9.98853,,
2194.4,10.54133,9.97630,,
2194.5,10.52305,9.95997,,
2194.6,10.50119,9.94104,,
2194.7,10.47960,9.92226,,
2194.8,10.46098,9.90640,,
2194.9,10.44986,9.89552,,
2195.0,10.44615,9.88921,,
2195.1,10.44665,9.89002,,
2195.2,10.45196,9.89303,,
2195.3,10.45811,9.89725,,
2195.4,10.46224,9.90133,,
2195.5,10.46496,9.90480,,
2195.6,10.46668,9.90808,,
2195.7,10.46968,9.91254,,
2195.8,10.47574,9.91891,,
2195.9,10.48561,9.92769,,
2196.0,10.49678,9.93830,,
2196.1,10.50911,9.95019,,
2196.2,10.52180,9.96242,,
2196.3,10.53439,9.97481,,
2196.4,10.54599,9.98679,,
2196.5,10.55815,9.99843,,
2196.6,10.56905,10.00934,,
2196.7,10.57910,10.01949,,
2196.8,10.58860,10.02889,,
2196.9,10.59641,10.03751,,
2197.0,10.60471,10.04539,,
2197.1,10.61261,10.05227,,
2197.2,10.61773,10.05819,,
2197.3,10.62160,10.06379,,
2197.4,10.62646,10.07000,,
2197.5,10.63410,10.07791,,
2197.6,10.64461,10.08723,,
2197.7,10.65720,10.09671,,
2197.8,10.66665,10.10413,,
2197.9,10.67040,10.10914,,
2198.0,10.66881,10.10753,,
2198.1,10.66310,10.10394,,
2198.2,10.65621,10.09895,,
2198.3,10.65045,10.09430,,
2198.4,10.64700,10.09101,,
2198.5,10.64631,10.08886,,
2198.6,10.64644,10.08679,,
2198.7,10.64366,10.08310,,
2198.8,10.63751,10.07647,,
2198.9,10.62729,10.06605,,
2199.0,10.61230,10.05201,,
2199.1,10.59379,10.03490,,
2199.2,10.57403,10.01579,,
2199.3,10.55299,9.99563,,
2199.4,10.53206,9.97520,,
2199.5,10.51200,9.95507,,
2199.6,10.49181,9.93563,,
2199.7,10.47297,9.91692,,
2199.8,10.45615,9.89902,,
2199.9,10.43828,9.88193,,
2200.0,10.42109,9.86613,,
2200.1,10.40677,9.85211,,
2200.2,10.39498,9.84013,,
2200.3,10.38600,9.82983,,
2200.4,10.37781,9.82026,,
2200.5,10.36795,9.81075,,
2200.6,10.35720,9.80135,,
2200.7,10.34736,9.79287,,
2200.8,10.33999,9.78622,,
2200.9,10.33641,9.78188,,
2201.0,10.33508,9.77915,,
2201.1,10.33434,9.77711,,
2201.2,10.33196,9.77413,,
2201.3,10.32816,9.76938,,
2201.4,10.32053,9.76201,,
2201.5,10.31004,9.75197,,
2201.6,10.29740,9.73952,,
2201.7,10.28183,9.72532,,
2201.8,10.26576,9.71061,,
2201.9,10.25054,9.69675,,
2202.0,10.23748,9.68530,,
2202.1,10.22911,9.67734,,
2202.2,10.22579,9.67289,,
2202.3,10.22604,9.67092,,
2202.4,10.22682,9.67038,,
2202.5,10.22646,9.66726,,
2202.6,10.22087,9.66114,,
2202.7,10.20952,9.65117,,
2202.8,10.19454,9.63806,,
2202.9,10.17798,9.62338,,
2203.0,10.16238,9.60878,,
2203.1,10.14903,9.59556,,
2203.2,10.13714,9.58464,,
2203.3,10.12817,9.57691,,
2203.4,10.12400,9.57210,,
2203.5,10.12463,9.57252,,
2203.6,10.12842,9.57475,,
2203.7,10.13424,9.57749,,
2203.8,10.13740,9.57972,,
2203.9,10.13424,9.57564,,
2204.0,10.12590,9.56932,,
2204.1,10.11533,9.56056,,
2204.2,10.10429,9.55075,,
2204.3,10.09506,9.54160,,
2204.4,10.08610,9.53375,,
2204.5,10.07986,9.52789,,
2204.6,10.07681,9.52381,,
2204.7,10.07499,9.52093,,
2204.8,10.07325,9.51766,,
2204.9,10.07031,9.51218,,
2205.0,10.06163,9.50257,,
2205.1,10.04649,9.48787,,
2205.2,10.02563,9.46828,,
2205.3,9.99985,9.44544,,
2205.4,9.97324,9.42192,,
2205.5,9.95004,9.40066,,
2205.6,9.93159,9.38365,,
2205.7,9.92094,9.37196,,
2205.8,9.91585,9.36492,,
2205.9,9.91340,9.36171,,
2206.0,9.91250,9.36061,,
2206.1,9.91444,9.36239,,
2206.2,9.91771,9.36505,,
2206.3,9.92142,9.36831,,
2206.4,9.92572,9.37108,,
2206.5,9.92801,9.37313,,
2206.6,9.92637,9.37121,,
2206.7,9.92204,9.36817,,
2206.8,9.91653,9.36422,,
2206.9,9.91141,9.36080,,
2207.0,9.90946,9.35843,,
2207.1,9.91062,9.35995,,
2207.2,9.91399,9.36277,,
2207.3,9.91957,9.36667,,
2207.4,9.92458,9.36984,,
2207.5,9.92691,9.37180,,
2207.6,9.92428,9.36706,,
2207.7,9.91519,9.35934,,
2207.8,9.90126,9.34841,,
2207.9,9.88701,9.33662,,
2208.0,9.87489,9.32637,,
2208.1,9.86738,9.31952,,
2208.2,9.86547,9.31557,,
2208.3,9.86732,9.31841,,
2208.4,9.87299,9.32303,,
2208.5,9.88158,9.32919,,
2208.6,9.88910,9.33460,,
2208.7,9.89348,9.33864,,
2208.8,9.89186,9.33509,,
2208.9,9.88381,9.32815,,
2209.0,9.87020,9.31700,,
2209.1,9.85520,9.30358,,
2209.2,9.83982,9.29008,,
2209.3,9.82597,9.27858,,
2209.4,9.81785,9.27047,,
2209.5,9.81465,9.26549,,
2209.6,9.81428,9.26250,,
2209.7,9.81278,9.25912,,
2209.8,9.80809,9.25320,,
2209.9,9.79868,9.24289,,
2210.0,9.78343,9.22763,,
2210.1,9.76147,9.20791,,
2210.2,9.73612,9.18565,,
2210.3,9.71140,9.16324,,
2210.4,9.69005,9.14297,,
2210.5,9.67333,9.12594,,
2210.6,9.66090,9.11183,,
2210.7,9.65030,9.09904,,
2210.8,9.63876,9.08574,,
2210.9,9.62354,9.07024,,
2211.0,9.60476,9.05199,,
2211.1,9.58274,9.03089,,
2211.2,9.55919,9.00732,,
2211.3,9.53383,8.98144,,
2211.4,9.50532,8.95338,,
2211.5,9.47447,8.92416,,
2211.6,9.44257,8.89571,,
2211.7,9.41432,8.87087,,
2211.8,9.39464,8.85215,,
2211.9,9.38421,8.84096,,
2212.0,9.38143,8.83504,,
2212.1,9.38555,8.83588,,
2212.2,9.38907,8.83693,,
2212.3,9.38735,8.83163,,
2212.4,9.37829,8.82131,,
2212.5,9.35931,8.80310,,
2212.6,9.33235,8.77741,,
2212.7,9.29840,8.74555,,
2212.8,9.25979,8.71044,,
2212.9,9.22075,8.67539,,
2213.0,9.18686,8.64352,,
2213.1,9.16078,8.61702,,
2213.2,9.14069,8.59616,,
2213.3,9.12655,8.57976,,
2213.4,9.11524,8.56546,,
2213.5,9.10226,8.55054,,
2213.6,9.08598,8.53312,,
2213.7,9.06376,8.51205,,
2213.8,9.03795,8.48786,,
2213.9,9.01068,8.46138,,
2214.0,8.98257,8.43400,,
2214.1,8.95401,8.40684,,
2214.2,8.92720,8.38095,,
2214.3,8.90322,8.35700,,
2214.4,8.88176,8.33445,,
2214.5,8.86250,8.31181,,
2214.6,8.83982,8.28675,,
2214.7,8.81028,8.25688,,
2214.8,8.77519,8.22080,,
2214.9,8.73167,8.17812,,
2215.0,8.68078,8.12986,,
2215.1,8.62689,8.07775,,
2215.2,8.57127,8.02385,,
2215.3,8.51601,7.97041,,
2215.4,8.46356,7.91913,,
2215.5,8.41500,7.87166,,
2215.6,8.37131,7.82915,,
2215.7,8.33464,7.79232,,
2215.8,8.30432,7.76058,,
2215.9,8.27888,7.73227,,
2216.0,8.25453,7.70450,,
2216.1,8.22654,7.67401,,
2216.2,8.19196,7.63783,,
2216.3,8.14902,7.59369,,
2216.4,8.09606,7.54081,,
2216.5,8.03225,7.47997,,
2216.6,7.96187,7.41356,,
2216.7,7.89033,7.34483,,
2216.8,7.82061,7.27644,,
2216.9,7.75485,7.20969,,
2217.0,7.69126,7.14372,,
2217.1,7.62676,7.07660,,
2217.2,7.55777,7.00627,,
2217.3,7.48204,6.93196,,
2217.4,7.40148,6.85465,,
2217.5,7.32077,6.77639,,
2217.6,7.24308,6.69946,,
2217.7,7.16857,6.62542,,
2217.8,7.09778,6.55522,,
2217.9,7.03137,6.48890,,
2218.0,6.97004,6.42540,,
2218.1,6.91118,6.36244,,
2218.2,6.84858,6.29677,,
2218.3,6.77852,6.22496,,
2218.4,6.69955,6.14386,,
2218.5,6.60888,6.05125,,
2218.6,6.50322,5.94586,,
2218.7,6.38320,5.82784,,
2218.8,6.25150,5.69892,,
2218.9,6.11107,5.56238,,
2219.0,5.96673,5.42247,,
2219.1,5.82401,5.28393,,
2219.2,5.68773,5.15063,,
2219.3,5.56264,5.02537,,
2219.4,5.44720,4.90864,,
2219.5,5.33990,4.79941,,
2219.6,5.23866,4.69485,,
2219.7,5.13931,4.59223,,
2219.8,5.03619,4.48829,,
2219.9,4.93046,4.38127,,
2220.0,4.81901,4.27011,,
2220.1,4.70187,4.15509,,
2220.2,4.58344,4.03720,,
2220.3,4.46287,3.91727,,
2220.4,4.34118,3.79623,,
2220.5,4.21964,3.67432,,
2220.6,4.09696,3.55186,,
2220.7,3.97319,3.42893,,
2220.8,3.85040,3.30528,,
2220.9,3.72700,3.18018,,
2221.0,3.60020,3.05289,,
2221.1,3.46940,2.92307,,
2221.2,3.33591,2.79116,,
2221.3,3.20191,2.65863,,
2221.4,3.06863,2.52720,,
2221.5,2.93865,2.39904,,
2221.6,2.81377,2.27563,,
2221.7,2.69658,2.15752,,
2221.8,2.58593,2.04364,,
2221.9,2.47679,1.93081,,
2222.0,2.36567,1.81527,,
2222.1,2.24558,1.69354,,
2222.2,2.11408,1.56486,,
2222.3,1.97528,1.43120,,
2222.4,1.83588,1.29737,,
2222.5,1.70215,1.16916,,
2222.6,1.58166,1.05190,,
2222.7,1.47818,0.94944,,
2222.8,1.39186,0.86353,,
2222.9,1.32419,0.79459,,
2223.0,1.27264,0.74142,,
2223.1,1.23537,0.70246,,
2223.2,1.21036,0.67563,,
2223.3,1.19500,0.65862,,
2223.4,1.18785,0.64894,,
2223.5,1.18558,0.64373,,
2223.6,1.18405,0.64026,,
2223.7,1.18102,0.63641,,
2223.8,1.17538,0.63115,,
2223.9,1.16738,0.62481,,
2224.0,1.15930,0.61898,,
2224.1,1.15370,0.61467,,
2224.2,1.15374,0.61774,,
2224.3,1.16205,0.62582,,
2224.4,1.17810,0.63980,,
2224.5,1.19910,0.65790,,
2224.6,1.22120,0.67707,,
2224.7,1.24094,0.69443,,
2224.8,1.25466,0.70767,,
2224.9,1.26215,0.71572,,
2225.0,1.26440,0.72008,,
2225.1,1.26166,0.71877,,
2225.2,1.25771,0.71730,,
2225.3,1.25600,0.71569,,
2225.4,1.25688,0.71689,,
2225.5,1.25971,0.71882,,
2225.6,1.26400,0.72117,,
2225.7,1.26609,0.72309,,
2225.8,1.26547,0.72056,,
2225.9,1.26012,0.71541,,
2226.0,1.25058,0.70725,,
2226.1,1.23813,0.69691,,
2226.2,1.22628,0.68600,,
2226.3,1.21556,0.67564,,
2226.4,1.20617,0.66694,,
2226.5,1.19878,0.66048,,
2226.6,1.19494,0.65646,,
2226.7,1.19455,0.65734,,
2226.8,1.19929,0.66104,,
2226.9,1.20707,0.66722,,
2227.0,1.21587,0.67402,,
2227.1,1.22389,0.67900,,
2227.2,1.22625,0.68153,,
2227.3,1.22075,0.67545,,
2227.4,1.21006,0.66568,,
2227.5,1.19402,0.65175,,
2227.6,1.17556,0.63591,,
2227.7,1.15839,0.62035,,
2227.8,1.14378,0.60701,,
2227.9,1.13351,0.59699,,
2228.0,1.12824,0.59009,,
2228.1,1.12534,0.58477,,
2228.2,1.12189,0.57843,,
2228.3,1.11439,0.56835,,
2228.4,1.09861,0.55320,,
2228.5,1.07487,0.53330,,
2228.6,1.04984,0.51092,,
2228.7,1.02587,0.48856,,
2228.8,1.00479,0.46821,,
2228.9,0.98807,0.45037,,
2229.0,0.97351,0.43445,,
2229.1,0.95913,0.41934,,
2229.2,0.94452,0.40417,,
2229.3,0.92815,0.38837,,
2229.4,0.91131,0.37223,,
2229.5,0.89472,0.35603,,
2229.6,0.87876,0.34049,,
2229.7,0.86356,0.32593,,
2229.8,0.85050,0.31279,,
2229.9,0.83880,0.30111,,
2230.0,0.82863,0.29100,,
2230.1,0.81998,0.28253,,
2230.2,0.81271,0.27606,,
2230.3,0.80798,0.27164,,
2230.4,0.80689,0.26936,,
2230.5,0.80646,0.26836,,
2230.6,0.80705,0.26775,,
2230.7,0.80676,0.26581,,
2230.8,0.80336,0.26128,,
2230.9,0.79518,0.25290,,
2231.0,0.78234,0.24049,,
2231.1,0.76459,0.22512,,
2231.2,0.74477,0.20879,,
2231.3,0.72853,0.19395,,
2231.4,0.71663,0.18182,,
2231.5,0.70920,0.17241,,
2231.6,0.70334,0.16411,,
2231.7,0.69539,0.15520,,
2231.8,0.68422,0.14436,,
2231.9,0.67075,0.13125,,
2232.0,0.65500,0.11629,,
2232.1,0.63779,0.10026,,
2232.2,0.62099,0.08379,,
2232.3,0.60491,0.06734,,
2232.4,0.58835,0.05083,,
2232.5,0.57202,0.03390,,
2232.6,0.55495,0.01594,,
2232.7,0.53538,-0.00331,,
2232.8,0.51384,-0.02355,,
2232.9,0.49209,-0.04401,,
2233.0,0.47174,-0.06383,,
2233.1,0.45356,-0.08268,,
2233.2,0.43649,-0.10113,,
2233.3,0.41855,-0.12017,,
2233.4,0.39809,-0.14085,,
2233.5,0.37506,-0.16326,,
2233.6,0.34963,-0.18690,,
2233.7,0.32469,-0.21065,,
2233.8,0.30175,-0.23334,,
2233.9,0.28018,-0.25486,,
2234.0,0.26149,-0.27547,,
2234.1,0.24170,-0.29645,,
2234.2,0.21939,-0.31869,,
2234.3,0.19530,-0.34292,,
2234.4,0.16865,-0.36893,,
2234.5,0.13986,-0.39616,,
2234.6,0.11193,-0.42400,,
2234.7,0.08445,-0.45230,,
2234.8,0.05584,-0.48171,,
2234.9,0.02599,-0.51306,,
2235.0,-0.00836,-0.54708,,
2235.1,-0.04667,-0.58355,,
2235.2,-0.08572,-0.62184,,
2235.3,-0.12504,-0.66058,,
2235.4,-0.16503,-0.69882,,
2235.5,-0.20190,-0.73584,,
2235.6,-0.23647,-0.77224,,
2235.7,-0.27134,-0.80913,,
2235.8,-0.30918,-0.84863,,
2235.9,-0.35188,-0.89224,,
2236.0,-0.40144,-0.94057,,
2236.1,-0.45577,-0.99273,,
2236.2,-0.51212,-1.04644,,
2236.3,-0.56818,-1.09903,,
2236.4,-0.61814,-1.14773,,
2236.5,-0.66129,-1.19112,,
2236.6,-0.69839,-1.22858,,
2236.7,-0.72963,-1.26066,,
2236.8,-0.75620,-1.28780,,
2236.9,-0.77972,-1.31040,,
2237.0,-0.79798,-1.32788,,
2237.1,-0.81083,-1.33964,,
2237.2,-0.81660,-1.34663,,
2237.3,-0.81426,-1.34415,,
2237.4,-0.80644,-1.33822,,
2237.5,-0.79564,-1.32892,,
2237.6,-0.78339,-1.31818,,
2237.7,-0.77195,-1.30716,,
2237.8,-0.76247,-1.29615,,
2237.9,-0.75211,-1.28455,,
2238.0,-0.73943,-1.27130,,
2238.1,-0.72449,-1.25606,,
2238.2,-0.70547,-1.23924,,
2238.3,-0.68635,-1.22237,,
2238.4,-0.67056,-1.20695,,
2238.5,-0.65772,-1.19399,,
2238.6,-0.64810,-1.18333,,
2238.7,-0.64093,-1.17337,,
2238.8,-0.63233,-1.16257,,
2238.9,-0.61835,-1.14938,,
2239.0,-0.60187,-1.13402,,
2239.1,-0.58329,-1.11721,,
2239.2,-0.56562,-1.10108,,
2239.3,-0.55041,-1.08695,,
2239.4,-0.53962,-1.07572,,
2239.5,-0.53269,-1.06688,,
2239.6,-0.52704,-1.05934,,
2239.7,-0.51988,-1.05175,,
2239.8,-0.51116,-1.04340,,
2239.9,-0.50160,-1.03440,,
2240.0,-0.49167,-1.02540,,
2240.1,-0.48294,-1.01709,,
2240.2,-0.47620,-1.01011,,
2240.3,-0.47037,-1.00504,,
2240.4,-0.46683,-1.00181,,
2240.5,-0.46744,-1.00318,,
2240.6,-0.47160,-1.00734,,
2240.7,-0.48004,-1.01486,,
2240.8,-0.49154,-1.02457,,
2240.9,-0.50389,-1.03556,,
2241.0,-0.51454,-1.04637,,
2241.1,-0.52553,-1.05691,,
2241.2,-0.53465,-1.06702,,
2241.3,-0.54413,-1.07731,,
2241.4,-0.55580,-1.08789,,
2241.5,-0.56719,-1.09888,,
2241.6,-0.57766,-1.11055,,
2241.7,-0.58957,-1.12367,,
2241.8,-0.60407,-1.13929,,
2241.9,-0.62293,-1.15826,,
2242.0,-0.64678,-1.18044,,
2242.1,-0.67295,-1.20467,,
2242.2,-0.69919,-1.22906,,
2242.3,-0.72363,-1.25217,,
2242.4,-0.74342,-1.27351,,
2242.5,-0.76132,-1.29396,,
2242.6,-0.78158,-1.31470,,
2242.7,-0.80434,-1.33623,,
2242.8,-0.82817,-1.35812,,
2242.9,-0.85024,-1.37910,,
2243.0,-0.86918,-1.39891,,
2243.1,-0.88577,-1.41758,,
2243.2,-0.90459,-1.43654,,
2243.3,-0.92395,-1.45631,,
2243.4,-0.94555,-1.47767,,
2243.5,-0.96883,-1.50015,,
2243.6,-0.99270,-1.52374,,
2243.7,-1.01654,-1.54793,,
2243.8,-1.04199,-1.57261,,
2243.9,-1.06719,-1.59703,,
2244.0,-1.09181,-1.62059,,
2244.1,-1.11439,-1.64259,,
2244.2,-1.13365,-1.66321,,
2244.3,-1.15177,-1.68328,,
2244.4,-1.17197,-1.70398,,
2244.5,-1.19453,-1.72610,,
2244.6,-1.21875,-1.74952,,
2244.7,-1.24416,-1.77321,,
2244.8,-1.26842,-1.79615,,
2244.9,-1.28904,-1.81730,,
2245.0,-1.30827,-1.83668,,
2245.1,-1.32540,-1.85485,,
2245.2,-1.34155,-1.87287,,
2245.3,-1.36068,-1.89187,,
2245.4,-1.38139,-1.91248,,
2245.5,-1.40349,-1.93473,,
2245.6,-1.42875,-1.95826,,
2245.7,-1.45327,-1.98228,,
2245.8,-1.47701,-2.00651,,
2245.9,-1.50130,-2.03038,,
2246.0,-1.52552,-2.05347,,
2246.1,-1.54799,-2.07486,,
2246.2,-1.56797,-2.09373,,
2246.3,-1.58324,-2.10917,,
2246.4,-1.59493,-2.12082,,
2246.5,-1.60325,-2.12832,,
2246.6,-1.60656,-2.13271,,
2246.7,-1.60502,-2.13029,,
2246.8,-1.59905,-2.12519,,
2246.9,-1.58985,-2.11706,,
2247.0,-1.57897,-2.10716,,
2247.1,-1.56735,-2.09672,,
2247.2,-1.55686,-2.08668,,
2247.3,-1.54844,-2.07739,,
2247.4,-1.54045,-2.06854,,
2247.5,-1.53198,-2.05950,,
2247.6,-1.52260,-2.04939,,
2247.7,-1.51145,-2.03772,,
2247.8,-1.49757,-2.02433,,
2247.9,-1.48193,-2.00969,,
2248.0,-1.46586,-1.99458,,
2248.1,-1.45074,-1.98014,,
2248.2,-1.43727,-1.96711,,
2248.3,-1.42635,-1.95615,,
2248.4,-1.41762,-1.94735,,
2248.5,-1.41139,-1.94069,,
2248.6,-1.40699,-1.93582,,
2248.7,-1.40394,-1.93261,,
2248.8,-1.40186,-1.93079,,
2248.9,-1.40182,-1.92993,,
2249.0,-1.40291,-1.93093,,
2249.1,-1.40392,-1.93310,,
2249.2,-1.40750,-1.93713,,
2249.3,-1.41421,-1.94324,,
2249.4,-1.42283,-1.95105,,
2249.5,-1.43321,-1.95958,,
2249.6,-1.44252,-1.96715,,
2249.7,-1.44865,-1.97250,,
2249.8,-1.45069,-1.97572,,
2249.9,-1.44913,-1.97416,,
2250.0,-1.44512,-1.97143,,
2250.1,-1.44079,-1.96780,,
2250.2,-1.43665,-1.96398,,
2250.3,-1.43360,-1.96038,,
2250.4,-1.43074,-1.95663,,
2250.5,-1.42691,-1.95235,,
2250.6,-1.42155,-1.94691,,
2250.7,-1.41515,-1.94030,,
2250.8,-1.40670,-1.93290,,
2250.9,-1.39781,-1.92566,,
2251.0,-1.39134,-1.91938,,
2251.1,-1.38733,-1.91455,,
2251.2,-1.38431,-1.91055,,
2251.3,-1.38209,-1.90611,,
2251.4,-1.37719,-1.89937,,
2251.5,-1.36729,-1.88917,,
2251.6,-1.35216,-1.87492,,
2251.7,-1.33338,-1.85746,,
2251.8,-1.31205,-1.83826,,
2251.9,-1.29158,-1.81931,,
2252.0,-1.27375,-1.80212,,
2252.1,-1.25930,-1.78757,,
2252.2,-1.24842,-1.77564,,
2252.3,-1.23960,-1.76579,,
2252.4,-1.23125,-1.75691,,
2252.5,-1.22379,-1.74813,,
2252.6,-1.21474,-1.73842,,
2252.7,-1.20356,-1.72763,,
2252.8,-1.19075,-1.71585,,
2252.9,-1.17804,-1.70422,,
2253.0,-1.16633,-1.69353,,
2253.1,-1.15801,-1.68448,,
2253.2,-1.15150,-1.67689,,
2253.3,-1.14514,-1.66990,,
2253.4,-1.13937,-1.66277,,
2253.5,-1.13106,-1.65513,,
2253.6,-1.12138,-1.64747,,
2253.7,-1.11433,-1.64072,,
2253.8,-1.10924,-1.63564,,
2253.9,-1.10627,-1.63229,,
2254.0,-1.10602,-1.63016,,
2254.1,-1.10463,-1.62831,,
2254.2,-1.10213,-1.62635,,
2254.3,-1.09991,-1.62418,,
2254.4,-1.09738,-1.62230,,
2254.5,-1.09556,-1.62109,,
2254.6,-1.09629,-1.62055,,
2254.7,-1.09705,-1.62067,,
2254.8,-1.09715,-1.62055,,
2254.9,-1.09627,-1.61994,,
2255.0,-1.09564,-1.61912,,
2255.1,-1.09391,-1.61815,,
2255.2,-1.09307,-1.61756,,
2255.3,-1.09347,-1.61713,,
2255.4,-1.09389,-1.61706,,
2255.5,-1.09302,-1.61705,,
2255.6,-1.09354,-1.61752,,
2255.7,-1.09414,-1.61902,,
2255.8,-1.09612,-1.62244,,
2255.9,-1.10268,-1.62867,,
2256.0,-1.11194,-1.63796,,
2256.1,-1.12467,-1.65048,,
2256.2,-1.14101,-1.66540,,
2256.3,-1.15884,-1.68156,,
2256.4,-1.17622,-1.69728,,
2256.5,-1.19149,-1.71057,,
2256.6,-1.20195,-1.71999,,
2256.7,-1.20582,-1.72563,,
2256.8,-1.20527,-1.72592,,
2256.9,-1.20175,-1.72484,,
2257.0,-1.19893,-1.72331,,
2257.1,-1.19937,-1.72415,,
2257.2,-1.20288,-1.72599,,
2257.3,-1.20717,-1.72843,,
2257.4,-1.20963,-1.73051,,
2257.5,-1.20966,-1.73163,,
2257.6,-1.20975,-1.73219,,
2257.7,-1.20990,-1.73277,,
2257.8,-1.21078,-1.73392,,
2257.9,-1.21335,-1.73587,,
2258.0,-1.21602,-1.73826,,
2258.1,-1.21926,-1.74120,,
2258.2,-1.22195,-1.74381,,
2258.3,-1.22552,-1.74622,,
2258.4,-1.22671,-1.74769,,
2258.5,-1.22724,-1.74751,,
2258.6,-1.22543,-1.74612,,
2258.7,-1.22255,-1.74406,,
2258.8,-1.21935,-1.74170,,
2258.9,-1.21755,-1.73951,,
2259.0,-1.21669,-1.73728,,
2259.1,-1.21445,-1.73455,,
2259.2,-1.21036,-1.73147,,
2259.3,-1.20561,-1.72923,,
2259.4,-1.20352,-1.72860,,
2259.5,-1.20834,-1.73521,,
2259.6,-1.21986,-1.74686,,
2259.7,-1.23880,-1.76465,,
2259.8,-1.26436,-1.78724,,
2259.9,-1.29169,-1.81204,,
2260.0,-1.31871,-1.83640,,
2260.1,-1.34168,-1.85759,,
2260.2,-1.35825,-1.87407,,
2260.3,-1.36892,-1.88534,,
2260.4,-1.37437,-1.89206,,
2260.5,-1.37603,-1.89578,,
2260.6,-1.37690,-1.89800,,
2260.7,-1.37929,-1.90006,,
2260.8,-1.38172,-1.90226,,
2260.9,-1.38470,-1.90452,,
2261.0,-1.38714,-1.90603,,
2261.1,-1.38784,-1.90672,,
2261.2,-1.38628,-1.90444,,
2261.3,-1.38234,-1.90073,,
2261.4,-1.37613,-1.89495,,
2261.5,-1.36919,-1.88721,,
2261.6,-1.35976,-1.87701,,
2261.7,-1.34708,-1.86452,,
2261.8,-1.33096,-1.84996,,
2261.9,-1.31420,-1.83450,,
2262.0,-1.29834,-1.81883,,
2262.1,-1.28414,-1.80332,,
2262.2,-1.26925,-1.78729,,
2262.3,-1.25246,-1.76985,,
2262.4,-1.23326,-1.75010,,
2262.5,-1.21089,-1.72792,,
2262.6,-1.18517,-1.70375,,
2262.7,-1.15887,-1.67886,,
2262.8,-1.13353,-1.65452,,
2262.9,-1.11057,-1.63215,,
2263.0,-1.09057,-1.61226,,
2263.1,-1.07429,-1.59506,,
2263.2,-1.05990,-1.57990,,
2263.3,-1.04694,-1.56631,,
2263.4,-1.03439,-1.55347,,
2263.5,-1.02235,-1.54089,,
2263.6,-1.01016,-1.52797,,
2263.7,-0.99684,-1.51428,,
2263.8,-0.98192,-1.49944,,
2263.9,-0.96594,-1.48333,,
2264.0,-0.94860,-1.46630,,
2264.1,-0.92983,-1.44904,,
2264.2,-0.91235,-1.43272,,
2264.3,-0.89752,-1.41822,,
2264.4,-0.88586,-1.40610,,
2264.5,-0.87680,-1.39617,,
2264.6,-0.86915,-1.38783,,
2264.7,-0.86219,-1.38054,,
2264.8,-0.85548,-1.37360,,
2264.9,-0.84943,-1.36673,,
2265.0,-0.84224,-1.35943,,
2265.1,-0.83432,-1.35181,,
2265.2,-0.82597,-1.34394,,
2265.3,-0.81803,-1.33621,,
2265.4,-0.81091,-1.32870,,
2265.5,-0.80414,-1.32167,,
2265.6,-0.79676,-1.31500,,
