Scan Parameters
Scan Type,Standard Scan
ID,0
Stylus,Radius: 12.5 µm
Length,4200.0 um
Duration,140 sec
Resolution,0.100 um/sample
Force,6.00 mg
Measurement Range,524 um
Profile,Hills
Display Range,Auto
R. Cursor,Pos: 0.0 um Width: 0.0 um
M. Cursor,Pos: 400.0 um Width: 0.0 um

Scan Data
Lateral um,Raw Micrometer,
0.0,0.00000,,
0.1,-0.00541,,
0.2,-0.01220,,
0.3,-0.01997,,
0.4,-0.02714,,
0.5,-0.03355,,
0.6,-0.03852,,
0.7,-0.04244,,
0.8,-0.04362,,
0.9,-0.04332,,
1.0,-0.04101,,
1.1,-0.03788,,
1.2,-0.03460,,
1.3,-0.03091,,
1.4,-0.02734,,
1.5,-0.02285,,
1.6,-0.01893,,
1.7,-0.01633,,
1.8,-0.01340,,
1.9,-0.00926,,
2.0,-0.00418,,
2.1,0.00161,,
2.2,0.00795,,
2.3,0.01536,,
2.4,0.02340,,
2.5,0.02980,,
2.6,0.03609,,
2.7,0.04313,,
2.8,0.04931,,
2.9,0.05582,,
3.0,0.06462,,
3.1,0.07391,,
3.2,0.08472,,
3.3,0.09547,,
3.4,0.10535,,
3.5,0.11396,,
3.6,0.12055,,
3.7,0.12417,,
3.8,0.12586,,
3.9,0.12565,,
4.0,0.12502,,
4.1,0.12347,,
4.2,0.12080,,
4.3,0.11697,,
4.4,0.11140,,
4.5,0.10455,,
4.6,0.09545,,
4.7,0.08439,,
4.8,0.07234,,
4.9,0.06053,,
5.0,0.04698,,
5.1,0.03273,,
5.2,0.01773,,
5.3,0.00199,,
5.4,-0.01243,,
5.5,-0.02453,,
5.6,-0.03527,,
5.7,-0.04194,,
5.8,-0.04537,,
5.9,-0.04625,,
6.0,-0.04511,,
6.1,-0.04306,,
6.2,-0.03942,,
6.3,-0.03527,,
6.4,-0.03255,,
6.5,-0.03087,,
6.6,-0.02863,,
6.7,-0.02567,,
6.8,-0.02262,,
6.9,-0.02048,,
7.0,-0.01840,,
7.1,-0.01659,,
7.2,-0.01578,,
7.3,-0.01566,,
7.4,-0.01666,,
7.5,-0.01826,,
7.6,-0.02015,,
7.7,-0.02214,,
7.8,-0.02479,,
7.9,-0.02702,,
8.0,-0.02960,,
8.1,-0.03227,,
8.2,-0.03422,,
8.3,-0.03506,,
8.4,-0.03467,,
8.5,-0.03241,,
8.6,-0.03070,,
8.7,-0.02950,,
8.8,-0.02808,,
8.9,-0.02804,,
9.0,-0.02882,,
9.1,-0.02875,,
9.2,-0.02766,,
9.3,-0.02550,,
9.4,-0.02434,,
9.5,-0.02388,,
9.6,-0.02324,,
9.7,-0.02197,,
9.8,-0.02054,,
9.9,-0.01855,,
10.0,-0.01582,,
10.1,-0.01297,,
10.2,-0.01100,,
10.3,-0.00972,,
10.4,-0.00965,,
10.5,-0.00834,,
10.6,-0.00586,,
10.7,-0.00105,,
10.8,0.00525,,
10.9,0.01313,,
11.0,0.02122,,
11.1,0.02942,,
11.2,0.03766,,
11.3,0.04526,,
11.4,0.04991,,
11.5,0.05256,,
11.6,0.05519,,
11.7,0.05886,,
11.8,0.06340,,
11.9,0.06933,,
12.0,0.07614,,
12.1,0.08419,,
12.2,0.09026,,
12.3,0.09277,,
12.4,0.09180,,
12.5,0.08697,,
12.6,0.08033,,
12.7,0.07443,,
12.8,0.07192,,
12.9,0.07199,,
13.0,0.07466,,
13.1,0.07846,,
13.2,0.08252,,
13.3,0.08897,,
13.4,0.09551,,
13.5,0.10155,,
13.6,0.10944,,
13.7,0.11504,,
13.8,0.12025,,
13.9,0.12480,,
14.0,0.12660,,
14.1,0.12870,,
14.2,0.13074,,
14.3,0.13250,,
14.4,0.13458,,
14.5,0.13593,,
14.6,0.13408,,
14.7,0.13056,,
14.8,0.12698,,
14.9,0.12156,,
15.0,0.11546,,
15.1,0.10672,,
15.2,0.09777,,
15.3,0.09058,,
15.4,0.08543,,
15.5,0.08298,,
15.6,0.08142,,
15.7,0.08036,,
15.8,0.08089,,
15.9,0.08215,,
16.0,0.08165,,
16.1,0.07884,,
16.2,0.07359,,
16.3,0.06734,,
16.4,0.06157,,
16.5,0.05705,,
16.6,0.05477,,
16.7,0.05376,,
16.8,0.05278,,
16.9,0.05245,,
17.0,0.05242,,
17.1,0.05313,,
17.2,0.05410,,
17.3,0.05441,,
17.4,0.05359,,
17.5,0.05149,,
17.6,0.04812,,
17.7,0.04355,,
17.8,0.03992,,
17.9,0.03565,,
18.0,0.02928,,
18.1,0.02414,,
18.2,0.01863,,
18.3,0.01455,,
18.4,0.01145,,
18.5,0.00770,,
18.6,0.00247,,
18.7,-0.00458,,
18.8,-0.01416,,
18.9,-0.02252,,
19.0,-0.03036,,
19.1,-0.03810,,
19.2,-0.04531,,
19.3,-0.05114,,
19.4,-0.05590,,
19.5,-0.06048,,
19.6,-0.06406,,
19.7,-0.06825,,
19.8,-0.07386,,
19.9,-0.08189,,
20.0,-0.09271,,
20.1,-0.10300,,
20.2,-0.11170,,
20.3,-0.11702,,
20.4,-0.11957,,
20.5,-0.11987,,
20.6,-0.11705,,
20.7,-0.11151,,
20.8,-0.10500,,
20.9,-0.09785,,
21.0,-0.09162,,
21.1,-0.08706,,
21.2,-0.08513,,
21.3,-0.08614,,
21.4,-0.08941,,
21.5,-0.09240,,
21.6,-0.09512,,
21.7,-0.09692,,
21.8,-0.09685,,
21.9,-0.09654,,
22.0,-0.09751,,
22.1,-0.09984,,
22.2,-0.10347,,
22.3,-0.10829,,
22.4,-0.11215,,
22.5,-0.11531,,
22.6,-0.11662,,
22.7,-0.11495,,
22.8,-0.11123,,
22.9,-0.10543,,
23.0,-0.09769,,
23.1,-0.08955,,
23.2,-0.08186,,
23.3,-0.07373,,
23.4,-0.06601,,
23.5,-0.05916,,
23.6,-0.05467,,
23.7,-0.05381,,
23.8,-0.05572,,
23.9,-0.05706,,
24.0,-0.05810,,
24.1,-0.05831,,
24.2,-0.05880,,
24.3,-0.05950,,
24.4,-0.05835,,
24.5,-0.05572,,
24.6,-0.05322,,
24.7,-0.05171,,
24.8,-0.05159,,
24.9,-0.05295,,
25.0,-0.05510,,
25.1,-0.05693,,
25.2,-0.05722,,
25.3,-0.05609,,
25.4,-0.05238,,
25.5,-0.04763,,
25.6,-0.03945,,
25.7,-0.03075,,
25.8,-0.02381,,
25.9,-0.01772,,
26.0,-0.01392,,
26.1,-0.01171,,
26.2,-0.01059,,
26.3,-0.01087,,
26.4,-0.01065,,
26.5,-0.00959,,
26.6,-0.00891,,
26.7,-0.00723,,
26.8,-0.00588,,
26.9,-0.00620,,
27.0,-0.00616,,
27.1,-0.00733,,
27.2,-0.00849,,
27.3,-0.01095,,
27.4,-0.01534,,
27.5,-0.01987,,
27.6,-0.02291,,
27.7,-0.02501,,
27.8,-0.02523,,
27.9,-0.02318,,
28.0,-0.02013,,
28.1,-0.01752,,
28.2,-0.01475,,
28.3,-0.01349,,
28.4,-0.01453,,
28.5,-0.01681,,
28.6,-0.02165,,
28.7,-0.02760,,
28.8,-0.03380,,
28.9,-0.03779,,
29.0,-0.04105,,
29.1,-0.04443,,
29.2,-0.04836,,
29.3,-0.05438,,
29.4,-0.06247,,
29.5,-0.07251,,
29.6,-0.08361,,
29.7,-0.09654,,
29.8,-0.10894,,
29.9,-0.11960,,
30.0,-0.12798,,
30.1,-0.13462,,
30.2,-0.14256,,
30.3,-0.15402,,
30.4,-0.16596,,
30.5,-0.17673,,
30.6,-0.18617,,
30.7,-0.19234,,
30.8,-0.19638,,
30.9,-0.19973,,
31.0,-0.20321,,
31.1,-0.20792,,
31.2,-0.21237,,
31.3,-0.21643,,
31.4,-0.22009,,
31.5,-0.22334,,
31.6,-0.22623,,
31.7,-0.22747,,
31.8,-0.22584,,
31.9,-0.22287,,
32.0,-0.22014,,
32.1,-0.21847,,
32.2,-0.21691,,
32.3,-0.21560,,
32.4,-0.21527,,
32.5,-0.21687,,
32.6,-0.22015,,
32.7,-0.22284,,
32.8,-0.22512,,
32.9,-0.22708,,
33.0,-0.22948,,
33.1,-0.23400,,
33.2,-0.23809,,
33.3,-0.24307,,
33.4,-0.24956,,
33.5,-0.25780,,
33.6,-0.26778,,
33.7,-0.27873,,
33.8,-0.28948,,
33.9,-0.30011,,
34.0,-0.30933,,
34.1,-0.31787,,
34.2,-0.32617,,
34.3,-0.33318,,
34.4,-0.33775,,
34.5,-0.34076,,
34.6,-0.34347,,
34.7,-0.34655,,
34.8,-0.35036,,
34.9,-0.35371,,
35.0,-0.35599,,
35.1,-0.35630,,
35.2,-0.35560,,
35.3,-0.35384,,
35.4,-0.35304,,
35.5,-0.35289,,
35.6,-0.35317,,
35.7,-0.35508,,
35.8,-0.35713,,
35.9,-0.35920,,
36.0,-0.36254,,
36.1,-0.36704,,
36.2,-0.37326,,
36.3,-0.38069,,
36.4,-0.38633,,
36.5,-0.38872,,
36.6,-0.38795,,
36.7,-0.38299,,
36.8,-0.37555,,
36.9,-0.36674,,
37.0,-0.35857,,
37.1,-0.35141,,
37.2,-0.34670,,
37.3,-0.34306,,
37.4,-0.33903,,
37.5,-0.33515,,
37.6,-0.33039,,
37.7,-0.32558,,
37.8,-0.32051,,
37.9,-0.31707,,
38.0,-0.31548,,
38.1,-0.31509,,
38.2,-0.31545,,
38.3,-0.31626,,
38.4,-0.31799,,
38.5,-0.31953,,
38.6,-0.32026,,
38.7,-0.32059,,
38.8,-0.31879,,
38.9,-0.31539,,
39.0,-0.31212,,
39.1,-0.30791,,
39.2,-0.30491,,
39.3,-0.30218,,
39.4,-0.30186,,
39.5,-0.30294,,
39.6,-0.30477,,
39.7,-0.30563,,
39.8,-0.30665,,
39.9,-0.30644,,
40.0,-0.30435,,
40.1,-0.30149,,
40.2,-0.29783,,
40.3,-0.29344,,
40.4,-0.28970,,
40.5,-0.28469,,
40.6,-0.27877,,
40.7,-0.27353,,
40.8,-0.26911,,
40.9,-0.26553,,
41.0,-0.26340,,
41.1,-0.26095,,
41.2,-0.25926,,
41.3,-0.25751,,
41.4,-0.25660,,
41.5,-0.25628,,
41.6,-0.25639,,
41.7,-0.25811,,
41.8,-0.26066,,
41.9,-0.26487,,
42.0,-0.26909,,
42.1,-0.27507,,
42.2,-0.28231,,
42.3,-0.29045,,
42.4,-0.29857,,
42.5,-0.30815,,
42.6,-0.31725,,
42.7,-0.32750,,
42.8,-0.33706,,
42.9,-0.34828,,
43.0,-0.36164,,
43.1,-0.37462,,
43.2,-0.38786,,
43.3,-0.39972,,
43.4,-0.40940,,
43.5,-0.41797,,
43.6,-0.42474,,
43.7,-0.43015,,
43.8,-0.43583,,
43.9,-0.44135,,
44.0,-0.44645,,
44.1,-0.45171,,
44.2,-0.45741,,
44.3,-0.46237,,
44.4,-0.46731,,
44.5,-0.47065,,
44.6,-0.47166,,
44.7,-0.47208,,
44.8,-0.47092,,
44.9,-0.46775,,
45.0,-0.46382,,
45.1,-0.45786,,
45.2,-0.45066,,
45.3,-0.44274,,
45.4,-0.43375,,
45.5,-0.42360,,
45.6,-0.41166,,
45.7,-0.40101,,
45.8,-0.39124,,
45.9,-0.38470,,
46.0,-0.37978,,
46.1,-0.37353,,
46.2,-0.36577,,
46.3,-0.35718,,
46.4,-0.34687,,
46.5,-0.33644,,
46.6,-0.32613,,
46.7,-0.31670,,
46.8,-0.30850,,
46.9,-0.30228,,
47.0,-0.29502,,
47.1,-0.28780,,
47.2,-0.28185,,
47.3,-0.27513,,
47.4,-0.26920,,
47.5,-0.26487,,
47.6,-0.26046,,
47.7,-0.25642,,
47.8,-0.25359,,
47.9,-0.25237,,
48.0,-0.25283,,
48.1,-0.25556,,
48.2,-0.26071,,
48.3,-0.26688,,
48.4,-0.27388,,
48.5,-0.28092,,
48.6,-0.28755,,
48.7,-0.29290,,
48.8,-0.29661,,
48.9,-0.29926,,
49.0,-0.30122,,
49.1,-0.30342,,
49.2,-0.30566,,
49.3,-0.30720,,
49.4,-0.30634,,
49.5,-0.30368,,
49.6,-0.30033,,
49.7,-0.29693,,
49.8,-0.29515,,
49.9,-0.29510,,
50.0,-0.29607,,
50.1,-0.29891,,
50.2,-0.30197,,
50.3,-0.30568,,
50.4,-0.30954,,
50.5,-0.31396,,
50.6,-0.31909,,
50.7,-0.32432,,
50.8,-0.32931,,
50.9,-0.33323,,
51.0,-0.33638,,
51.1,-0.33964,,
51.2,-0.34213,,
51.3,-0.34412,,
51.4,-0.34710,,
51.5,-0.35048,,
51.6,-0.35522,,
51.7,-0.36110,,
51.8,-0.36725,,
51.9,-0.37451,,
52.0,-0.38126,,
52.1,-0.38733,,
52.2,-0.39202,,
52.3,-0.39573,,
52.4,-0.40003,,
52.5,-0.40575,,
52.6,-0.41058,,
52.7,-0.41467,,
52.8,-0.41881,,
52.9,-0.42078,,
53.0,-0.42086,,
53.1,-0.41935,,
53.2,-0.41454,,
53.3,-0.40838,,
53.4,-0.40202,,
53.5,-0.39609,,
53.6,-0.39024,,
53.7,-0.38427,,
53.8,-0.37809,,
53.9,-0.37165,,
54.0,-0.36628,,
54.1,-0.35997,,
54.2,-0.35369,,
54.3,-0.34796,,
54.4,-0.34169,,
54.5,-0.33567,,
54.6,-0.32963,,
54.7,-0.32409,,
54.8,-0.31930,,
54.9,-0.31468,,
55.0,-0.31188,,
55.1,-0.30968,,
55.2,-0.30936,,
55.3,-0.31146,,
55.4,-0.31480,,
55.5,-0.31931,,
55.6,-0.32683,,
55.7,-0.33486,,
55.8,-0.34134,,
55.9,-0.34595,,
56.0,-0.34732,,
56.1,-0.34629,,
56.2,-0.34544,,
56.3,-0.34417,,
56.4,-0.34284,,
56.5,-0.34100,,
56.6,-0.33910,,
56.7,-0.33871,,
56.8,-0.33923,,
56.9,-0.34028,,
57.0,-0.34228,,
57.1,-0.34540,,
57.2,-0.34962,,
57.3,-0.35422,,
57.4,-0.35811,,
57.5,-0.36076,,
57.6,-0.36330,,
57.7,-0.36700,,
57.8,-0.37180,,
57.9,-0.37889,,
58.0,-0.38680,,
58.1,-0.39334,,
58.2,-0.40007,,
58.3,-0.40518,,
58.4,-0.40980,,
58.5,-0.41589,,
58.6,-0.42307,,
58.7,-0.43172,,
58.8,-0.44259,,
58.9,-0.45463,,
59.0,-0.46782,,
59.1,-0.48208,,
59.2,-0.49467,,
59.3,-0.50486,,
59.4,-0.51313,,
59.5,-0.51986,,
59.6,-0.52601,,
59.7,-0.53018,,
59.8,-0.53241,,
59.9,-0.53351,,
60.0,-0.53402,,
60.1,-0.53359,,
60.2,-0.53409,,
60.3,-0.53579,,
60.4,-0.53876,,
60.5,-0.54359,,
60.6,-0.54850,,
60.7,-0.55318,,
60.8,-0.55682,,
60.9,-0.56038,,
61.0,-0.56504,,
61.1,-0.56939,,
61.2,-0.57399,,
61.3,-0.57782,,
61.4,-0.58105,,
61.5,-0.58314,,
61.6,-0.58521,,
61.7,-0.58456,,
61.8,-0.58127,,
61.9,-0.57621,,
62.0,-0.56867,,
62.1,-0.55910,,
62.2,-0.54988,,
62.3,-0.54157,,
62.4,-0.53576,,
62.5,-0.53310,,
62.6,-0.53174,,
62.7,-0.53192,,
62.8,-0.53299,,
62.9,-0.53454,,
63.0,-0.53633,,
63.1,-0.53752,,
63.2,-0.53840,,
63.3,-0.53847,,
63.4,-0.53818,,
63.5,-0.53713,,
63.6,-0.53650,,
63.7,-0.53688,,
63.8,-0.53917,,
63.9,-0.54306,,
64.0,-0.54894,,
64.1,-0.55553,,
64.2,-0.56081,,
64.3,-0.56375,,
64.4,-0.56466,,
64.5,-0.56383,,
64.6,-0.56023,,
64.7,-0.55615,,
64.8,-0.55283,,
64.9,-0.54959,,
65.0,-0.54605,,
65.1,-0.54399,,
65.2,-0.54362,,
65.3,-0.54360,,
65.4,-0.54517,,
65.5,-0.54625,,
65.6,-0.54574,,
65.7,-0.54516,,
65.8,-0.54400,,
65.9,-0.54204,,
66.0,-0.54119,,
66.1,-0.54108,,
66.2,-0.54211,,
66.3,-0.54508,,
66.4,-0.54632,,
66.5,-0.54662,,
66.6,-0.54648,,
66.7,-0.54487,,
66.8,-0.54268,,
66.9,-0.54107,,
67.0,-0.54062,,
67.1,-0.54025,,
67.2,-0.54004,,
67.3,-0.54066,,
67.4,-0.54176,,
67.5,-0.54445,,
67.6,-0.54787,,
67.7,-0.55153,,
67.8,-0.55512,,
67.9,-0.55851,,
68.0,-0.56163,,
68.1,-0.56511,,
68.2,-0.56863,,
68.3,-0.57331,,
68.4,-0.57704,,
68.5,-0.57942,,
68.6,-0.58097,,
68.7,-0.58141,,
68.8,-0.57996,,
68.9,-0.57770,,
69.0,-0.57590,,
69.1,-0.57323,,
69.2,-0.57038,,
69.3,-0.56705,,
69.4,-0.56247,,
69.5,-0.55828,,
69.6,-0.55403,,
69.7,-0.54880,,
69.8,-0.54418,,
69.9,-0.53962,,
70.0,-0.53617,,
70.1,-0.53364,,
