Scan Parameters
Scan Type,Standard Scan
ID,0
Stylus,Radius: 12.5 µm
Length,4200.0 um
Duration,140 sec
Resolution,0.100 um/sample
Force,6.00 mg
Measurement Range,524 um
Profile,Hills
Display Range,Auto
R. Cursor,Pos: 0.0 um Width: 0.0 um
M. Cursor,Pos: 400.0 um Width: 0.0 um

Scan Data
Lateral um,Raw Micrometer,
0.0,0.00000,,
0.1,-0.00669,,
0.2,-0.01499,,
0.3,-0.02364,,
0.4,-0.03128,,
0.5,-0.03726,,
0.6,-0.04067,,
0.7,-0.04189,,
0.8,-0.04258,,
0.9,-0.04105,,
1.0,-0.03785,,
1.1,-0.03539,,
1.2,-0.03293,,
1.3,-0.03072,,
1.4,-0.02955,,
1.5,-0.02844,,
1.6,-0.02818,,
1.7,-0.02782,,
1.8,-0.02818,,
1.9,-0.03029,,
2.0,-0.03328,,
2.1,-0.03726,,
2.2,-0.04091,,
2.3,-0.04420,,
2.4,-0.04781,,
2.5,-0.05141,,
2.6,-0.05417,,
2.7,-0.05702,,
2.8,-0.05980,,
2.9,-0.06242,,
3.0,-0.06353,,
3.1,-0.06383,,
3.2,-0.06442,,
3.3,-0.06521,,
3.4,-0.06612,,
3.5,-0.06778,,
3.6,-0.06980,,
3.7,-0.07195,,
3.8,-0.07476,,
3.9,-0.07846,,
4.0,-0.08312,,
4.1,-0.08869,,
4.2,-0.09312,,
4.3,-0.09934,,
4.4,-0.10418,,
4.5,-0.10999,,
4.6,-0.11598,,
4.7,-0.12173,,
4.8,-0.12767,,
4.9,-0.13404,,
5.0,-0.14091,,
5.1,-0.14765,,
5.2,-0.15391,,
5.3,-0.15823,,
5.4,-0.16129,,
5.5,-0.16352,,
5.6,-0.16392,,
5.7,-0.16338,,
5.8,-0.16313,,
5.9,-0.16181,,
6.0,-0.16075,,
6.1,-0.15801,,
6.2,-0.15398,,
6.3,-0.15096,,
6.4,-0.14745,,
6.5,-0.14336,,
6.6,-0.13867,,
6.7,-0.13275,,
6.8,-0.12669,,
6.9,-0.12106,,
7.0,-0.11417,,
7.1,-0.10850,,
7.2,-0.10331,,
7.3,-0.09818,,
7.4,-0.09352,,
7.5,-0.08821,,
7.6,-0.08434,,
7.7,-0.08094,,
7.8,-0.07745,,
7.9,-0.07425,,
8.0,-0.07152,,
8.1,-0.06799,,
8.2,-0.06503,,
8.3,-0.06135,,
8.4,-0.05631,,
8.5,-0.04967,,
8.6,-0.04074,,
8.7,-0.03131,,
8.8,-0.02303,,
8.9,-0.01537,,
9.0,-0.00869,,
9.1,-0.00309,,
9.2,0.00277,,
9.3,0.00827,,
9.4,0.01309,,
9.5,0.01779,,
9.6,0.02200,,
9.7,0.02689,,
9.8,0.03105,,
9.9,0.03509,,
10.0,0.03805,,
10.1,0.04078,,
10.2,0.04378,,
10.3,0.04663,,
10.4,0.05043,,
10.5,0.05570,,
10.6,0.06262,,
10.7,0.06985,,
10.8,0.07599,,
10.9,0.08168,,
11.0,0.08664,,
11.1,0.09076,,
11.2,0.09473,,
11.3,0.09759,,
11.4,0.09890,,
11.5,0.09987,,
11.6,0.09918,,
11.7,0.09626,,
11.8,0.09160,,
11.9,0.08494,,
12.0,0.07959,,
12.1,0.07459,,
12.2,0.06872,,
12.3,0.06339,,
12.4,0.05865,,
12.5,0.05250,,
12.6,0.04530,,
12.7,0.03863,,
12.8,0.03066,,
12.9,0.02248,,
13.0,0.01404,,
13.1,0.00598,,
13.2,-0.00072,,
13.3,-0.00630,,
13.4,-0.01095,,
13.5,-0.01551,,
13.6,-0.01913,,
13.7,-0.02205,,
13.8,-0.02316,,
13.9,-0.02264,,
14.0,-0.02268,,
14.1,-0.02244,,
14.2,-0.02347,,
14.3,-0.02453,,
14.4,-0.02495,,
14.5,-0.02508,,
14.6,-0.02447,,
14.7,-0.02358,,
14.8,-0.02401,,
14.9,-0.02322,,
15.0,-0.02257,,
15.1,-0.02081,,
15.2,-0.01734,,
15.3,-0.01328,,
15.4,-0.00928,,
15.5,-0.00436,,
15.6,-0.00004,,
15.7,0.00620,,
15.8,0.01229,,
15.9,0.01844,,
16.0,0.02607,,
16.1,0.03519,,
16.2,0.04306,,
16.3,0.05093,,
16.4,0.05815,,
16.5,0.06508,,
16.6,0.07062,,
16.7,0.07494,,
16.8,0.07887,,
16.9,0.08421,,
17.0,0.09116,,
17.1,0.09905,,
17.2,0.10746,,
17.3,0.11744,,
17.4,0.12879,,
17.5,0.14129,,
17.6,0.15410,,
17.7,0.16739,,
17.8,0.17990,,
17.9,0.19234,,
18.0,0.20575,,
18.1,0.21796,,
18.2,0.22925,,
18.3,0.24179,,
18.4,0.25467,,
18.5,0.26740,,
18.6,0.27904,,
18.7,0.28985,,
18.8,0.30002,,
18.9,0.30969,,
19.0,0.31766,,
19.1,0.32407,,
19.2,0.33041,,
19.3,0.33685,,
19.4,0.34345,,
19.5,0.34958,,
19.6,0.35495,,
19.7,0.36075,,
19.8,0.36563,,
19.9,0.36959,,
20.0,0.37203,,
20.1,0.37273,,
20.2,0.37237,,
20.3,0.37007,,
20.4,0.36681,,
20.5,0.36319,,
20.6,0.36021,,
20.7,0.35902,,
20.8,0.35815,,
20.9,0.35808,,
21.0,0.35968,,
21.1,0.36265,,
21.2,0.36605,,
21.3,0.36936,,
21.4,0.37296,,
21.5,0.37704,,
21.6,0.38099,,
21.7,0.38584,,
21.8,0.39074,,
21.9,0.39391,,
22.0,0.39651,,
22.1,0.39853,,
22.2,0.39936,,
22.3,0.39874,,
22.4,0.39665,,
22.5,0.39187,,
22.6,0.38656,,
22.7,0.38126,,
22.8,0.37495,,
22.9,0.36715,,
23.0,0.35771,,
23.1,0.34667,,
23.2,0.33613,,
23.3,0.32588,,
23.4,0.31775,,
23.5,0.31061,,
23.6,0.30508,,
23.7,0.30008,,
23.8,0.29629,,
23.9,0.29335,,
24.0,0.29098,,
24.1,0.28901,,
24.2,0.28666,,
24.3,0.28617,,
24.4,0.28729,,
24.5,0.28977,,
24.6,0.29272,,
24.7,0.29629,,
24.8,0.29919,,
24.9,0.30277,,
25.0,0.30637,,
25.1,0.30766,,
25.2,0.30820,,
25.3,0.30756,,
25.4,0.30691,,
25.5,0.30687,,
25.6,0.30643,,
25.7,0.30573,,
25.8,0.30418,,
25.9,0.30156,,
26.0,0.29715,,
26.1,0.29135,,
26.2,0.28383,,
26.3,0.27583,,
26.4,0.26676,,
26.5,0.25635,,
26.6,0.24656,,
26.7,0.23639,,
26.8,0.22601,,
26.9,0.21487,,
27.0,0.20270,,
27.1,0.19145,,
27.2,0.18140,,
27.3,0.17330,,
27.4,0.16674,,
27.5,0.16140,,
27.6,0.15569,,
27.7,0.15144,,
27.8,0.14884,,
27.9,0.14592,,
28.0,0.14494,,
28.1,0.14695,,
28.2,0.15036,,
28.3,0.15550,,
28.4,0.16178,,
28.5,0.16880,,
28.6,0.17629,,
28.7,0.18408,,
28.8,0.19138,,
28.9,0.19782,,
29.0,0.20391,,
29.1,0.20864,,
29.2,0.21288,,
29.3,0.21647,,
29.4,0.22003,,
29.5,0.22258,,
29.6,0.22366,,
29.7,0.22314,,
29.8,0.22039,,
29.9,0.21657,,
30.0,0.21302,,
30.1,0.20913,,
30.2,0.20459,,
30.3,0.20193,,
30.4,0.19973,,
30.5,0.19719,,
30.6,0.19391,,
30.7,0.18840,,
30.8,0.18268,,
30.9,0.17519,,
31.0,0.16588,,
31.1,0.15553,,
31.2,0.14462,,
31.3,0.13477,,
31.4,0.12611,,
31.5,0.11863,,
31.6,0.10959,,
31.7,0.10095,,
31.8,0.09240,,
31.9,0.08377,,
32.0,0.07629,,
32.1,0.07055,,
32.2,0.06606,,
32.3,0.06315,,
32.4,0.06187,,
32.5,0.06081,,
32.6,0.06119,,
32.7,0.06157,,
32.8,0.06053,,
32.9,0.05936,,
33.0,0.05815,,
33.1,0.05888,,
33.2,0.06119,,
33.3,0.06541,,
33.4,0.07093,,
33.5,0.07602,,
33.6,0.07977,,
33.7,0.08442,,
33.8,0.08981,,
33.9,0.09578,,
34.0,0.10222,,
34.1,0.10770,,
34.2,0.11088,,
34.3,0.11449,,
34.4,0.11733,,
34.5,0.12013,,
34.6,0.12198,,
34.7,0.12441,,
34.8,0.12624,,
34.9,0.12886,,
35.0,0.13163,,
35.1,0.13420,,
35.2,0.13640,,
35.3,0.13750,,
35.4,0.13917,,
35.5,0.14028,,
35.6,0.14093,,
35.7,0.13989,,
35.8,0.13860,,
35.9,0.13718,,
36.0,0.13703,,
36.1,0.13947,,
36.2,0.14370,,
36.3,0.14983,,
36.4,0.15712,,
36.5,0.16441,,
36.6,0.17178,,
36.7,0.17791,,
36.8,0.18285,,
36.9,0.18804,,
37.0,0.19358,,
37.1,0.19749,,
37.2,0.20282,,
37.3,0.20712,,
37.4,0.21114,,
37.5,0.21464,,
37.6,0.21687,,
37.7,0.21751,,
37.8,0.21586,,
37.9,0.21302,,
38.0,0.20768,,
38.1,0.20196,,
38.2,0.19636,,
38.3,0.18983,,
38.4,0.18385,,
38.5,0.17917,,
38.6,0.17544,,
38.7,0.17372,,
38.8,0.17313,,
38.9,0.17244,,
39.0,0.17232,,
39.1,0.17178,,
39.2,0.17097,,
39.3,0.16933,,
39.4,0.16662,,
39.5,0.16279,,
39.6,0.15724,,
39.7,0.14976,,
39.8,0.14235,,
39.9,0.13280,,
40.0,0.12204,,
40.1,0.11199,,
40.2,0.10228,,
40.3,0.09141,,
40.4,0.07928,,
40.5,0.06661,,
40.6,0.05381,,
40.7,0.04179,,
40.8,0.03029,,
40.9,0.01785,,
41.0,0.00702,,
41.1,-0.00290,,
41.2,-0.01105,,
41.3,-0.01576,,
41.4,-0.01970,,
41.5,-0.02302,,
41.6,-0.02849,,
41.7,-0.03481,,
41.8,-0.04120,,
41.9,-0.04661,,
42.0,-0.05117,,
42.1,-0.05372,,
42.2,-0.05443,,
42.3,-0.05418,,
42.4,-0.05220,,
42.5,-0.04886,,
42.6,-0.04444,,
42.7,-0.04051,,
42.8,-0.03654,,
42.9,-0.03226,,
43.0,-0.02688,,
43.1,-0.02137,,
43.2,-0.01760,,
43.3,-0.01643,,
43.4,-0.01681,,
43.5,-0.01677,,
43.6,-0.01592,,
43.7,-0.01346,,
43.8,-0.00908,,
43.9,-0.00406,,
44.0,0.00020,,
44.1,0.00498,,
44.2,0.00896,,
44.3,0.01148,,
44.4,0.01230,,
44.5,0.01207,,
44.6,0.01252,,
44.7,0.01323,,
44.8,0.01395,,
44.9,0.01519,,
45.0,0.01787,,
45.1,0.02302,,
45.2,0.02905,,
45.3,0.03569,,
45.4,0.04277,,
45.5,0.05014,,
45.6,0.05707,,
45.7,0.06384,,
45.8,0.07062,,
45.9,0.07815,,
46.0,0.08679,,
46.1,0.09598,,
46.2,0.10472,,
46.3,0.11186,,
46.4,0.11820,,
46.5,0.12490,,
46.6,0.12991,,
46.7,0.13423,,
46.8,0.13779,,
46.9,0.14127,,
47.0,0.14503,,
47.1,0.14661,,
47.2,0.14617,,
47.3,0.14262,,
47.4,0.13888,,
47.5,0.13524,,
47.6,0.12985,,
47.7,0.12316,,
47.8,0.11420,,
47.9,0.10524,,
48.0,0.09684,,
48.1,0.08860,,
48.2,0.08096,,
48.3,0.07410,,
48.4,0.06874,,
48.5,0.06381,,
48.6,0.05874,,
48.7,0.05650,,
48.8,0.05521,,
48.9,0.05509,,
49.0,0.05487,,
49.1,0.05453,,
49.2,0.05407,,
49.3,0.05349,,
49.4,0.04951,,
49.5,0.04590,,
49.6,0.04133,,
49.7,0.03650,,
49.8,0.03245,,
49.9,0.03036,,
50.0,0.02937,,
50.1,0.02831,,
50.2,0.02787,,
50.3,0.02440,,
50.4,0.01949,,
50.5,0.01406,,
50.6,0.00735,,
50.7,0.00102,,
50.8,-0.00343,,
50.9,-0.00531,,
51.0,-0.00444,,
51.1,-0.00157,,
51.2,0.00339,,
51.3,0.00839,,
51.4,0.01427,,
51.5,0.02014,,
51.6,0.02681,,
51.7,0.03467,,
51.8,0.04318,,
51.9,0.05268,,
52.0,0.06193,,
52.1,0.07031,,
52.2,0.07755,,
52.3,0.08356,,
52.4,0.08973,,
52.5,0.09678,,
52.6,0.10305,,
52.7,0.10837,,
52.8,0.11207,,
52.9,0.11322,,
53.0,0.11087,,
53.1,0.10607,,
53.2,0.09889,,
53.3,0.09021,,
53.4,0.08061,,
53.5,0.07047,,
53.6,0.06265,,
53.7,0.05458,,
53.8,0.04490,,
53.9,0.03760,,
54.0,0.03268,,
54.1,0.03063,,
54.2,0.03018,,
54.3,0.03186,,
54.4,0.03513,,
54.5,0.04093,,
54.6,0.04693,,
54.7,0.05515,,
54.8,0.06390,,
54.9,0.07355,,
55.0,0.08422,,
55.1,0.09525,,
55.2,0.10560,,
55.3,0.11543,,
55.4,0.12353,,
55.5,0.13070,,
55.6,0.13875,,
55.7,0.14662,,
55.8,0.15375,,
55.9,0.16120,,
56.0,0.16821,,
56.1,0.17375,,
56.2,0.17801,,
56.3,0.18054,,
56.4,0.18254,,
56.5,0.18404,,
56.6,0.18441,,
56.7,0.18341,,
56.8,0.18035,,
56.9,0.17632,,
57.0,0.17065,,
57.1,0.16180,,
57.2,0.15113,,
57.3,0.14215,,
57.4,0.13463,,
57.5,0.12704,,
57.6,0.11988,,
57.7,0.10941,,
57.8,0.09652,,
57.9,0.08317,,
58.0,0.06848,,
58.1,0.05338,,
58.2,0.03905,,
58.3,0.02477,,
58.4,0.01014,,
58.5,-0.00372,,
58.6,-0.01822,,
58.7,-0.03146,,
58.8,-0.04315,,
58.9,-0.05458,,
59.0,-0.06314,,
59.1,-0.07030,,
59.2,-0.07495,,
59.3,-0.07669,,
59.4,-0.07682,,
59.5,-0.07749,,
59.6,-0.07781,,
59.7,-0.07867,,
59.8,-0.08115,,
59.9,-0.08441,,
60.0,-0.08992,,
60.1,-0.09631,,
60.2,-0.10412,,
60.3,-0.11354,,
60.4,-0.12388,,
60.5,-0.13406,,
60.6,-0.14350,,
60.7,-0.15328,,
60.8,-0.16393,,
60.9,-0.17568,,
61.0,-0.18596,,
61.1,-0.19610,,
61.2,-0.20618,,
61.3,-0.21559,,
61.4,-0.22339,,
61.5,-0.23051,,
61.6,-0.23683,,
61.7,-0.24368,,
61.8,-0.25039,,
61.9,-0.25664,,
62.0,-0.26425,,
62.1,-0.27212,,
62.2,-0.28032,,
62.3,-0.28818,,
62.4,-0.29603,,
62.5,-0.30275,,
62.6,-0.30846,,
62.7,-0.31395,,
62.8,-0.31836,,
62.9,-0.32261,,
63.0,-0.32590,,
63.1,-0.32785,,
63.2,-0.32969,,
63.3,-0.33208,,
63.4,-0.33468,,
63.5,-0.33728,,
63.6,-0.34044,,
63.7,-0.34573,,
63.8,-0.35253,,
63.9,-0.36039,,
64.0,-0.36701,,
64.1,-0.37259,,
64.2,-0.37860,,
64.3,-0.38251,,
64.4,-0.38577,,
64.5,-0.38653,,
64.6,-0.38600,,
64.7,-0.38356,,
64.8,-0.38102,,
64.9,-0.37802,,
65.0,-0.37509,,
65.1,-0.37181,,
65.2,-0.36867,,
65.3,-0.36657,,
65.4,-0.36327,,
65.5,-0.35900,,
65.6,-0.35459,,
65.7,-0.34853,,
65.8,-0.34143,,
65.9,-0.33437,,
66.0,-0.32792,,
66.1,-0.32300,,
66.2,-0.31801,,
66.3,-0.31277,,
66.4,-0.30851,,
66.5,-0.30582,,
66.6,-0.30359,,
66.7,-0.30316,,
66.8,-0.30250,,
66.9,-0.30250,,
67.0,-0.30293,,
67.1,-0.30365,,
67.2,-0.30521,,
67.3,-0.30719,,
67.4,-0.31066,,
67.5,-0.31607,,
67.6,-0.32421,,
67.7,-0.33330,,
67.8,-0.34233,,
67.9,-0.35208,,
68.0,-0.36029,,
68.1,-0.36782,,
68.2,-0.37387,,
68.3,-0.37877,,
68.4,-0.38410,,
68.5,-0.39003,,
68.6,-0.39725,,
68.7,-0.40671,,
68.8,-0.41876,,
68.9,-0.43206,,
69.0,-0.44385,,
69.1,-0.45341,,
69.2,-0.45984,,
69.3,-0.46488,,
69.4,-0.46955,,
69.5,-0.47180,,
69.6,-0.47332,,
69.7,-0.47376,,
69.8,-0.47105,,
69.9,-0.46691,,
70.0,-0.46238,,
70.1,-0.45674,,
70.2,-0.45032,,
70.3,-0.44469,,
70.4,-0.43799,,
70.5,-0.43128,,
70.6,-0.42644,,
70.7,-0.42105,,
70.8,-0.41518,,
70.9,-0.40956,,
71.0,-0.40323,,
71.1,-0.39705,,
71.2,-0.39215,,
71.3,-0.38836,,
71.4,-0.38815,,
71.5,-0.38865,,
71.6,-0.38957,,
71.7,-0.39008,,
71.8,-0.39040,,
71.9,-0.38937,,
72.0,-0.38776,,
72.1,-0.38473,,
72.2,-0.38123,,
72.3,-0.37649,,
72.4,-0.37085,,
72.5,-0.36389,,
72.6,-0.35747,,
72.7,-0.35121,,
72.8,-0.34426,,
72.9,-0.33817,,
73.0,-0.33108,,
73.1,-0.32405,,
73.2,-0.31829,,
73.3,-0.31305,,
73.4,-0.30855,,
73.5,-0.30418,,
73.6,-0.30029,,
73.7,-0.29832,,
73.8,-0.29894,,
73.9,-0.30229,,
74.0,-0.30629,,
74.1,-0.31176,,
74.2,-0.31770,,
74.3,-0.32487,,
74.4,-0.33425,,
74.5,-0.34422,,
74.6,-0.35585,,
74.7,-0.36762,,
74.8,-0.38069,,
74.9,-0.39491,,
75.0,-0.40948,,
75.1,-0.42194,,
75.2,-0.43247,,
75.3,-0.44129,,
75.4,-0.44864,,
75.5,-0.45542,,
75.6,-0.46148,,
75.7,-0.46484,,
75.8,-0.46723,,
75.9,-0.46771,,
76.0,-0.46588,,
76.1,-0.46238,,
76.2,-0.45830,,
76.3,-0.45495,,
76.4,-0.45232,,
76.5,-0.45033,,
76.6,-0.44827,,
76.7,-0.44506,,
76.8,-0.44156,,
76.9,-0.43757,,
77.0,-0.43303,,
77.1,-0.42991,,
77.2,-0.42853,,
77.3,-0.42892,,
77.4,-0.43031,,
77.5,-0.43222,,
77.6,-0.43369,,
77.7,-0.43425,,
77.8,-0.43303,,
77.9,-0.43236,,
78.0,-0.43210,,
78.1,-0.43019,,
78.2,-0.42761,,
78.3,-0.42626,,
78.4,-0.42377,,
78.5,-0.41960,,
78.6,-0.41426,,
78.7,-0.40875,,
78.8,-0.40231,,
78.9,-0.39658,,
79.0,-0.39039,,
79.1,-0.38515,,
79.2,-0.38153,,
79.3,-0.37780,,
79.4,-0.37568,,
79.5,-0.37466,,
79.6,-0.37372,,
79.7,-0.37364,,
79.8,-0.37476,,
79.9,-0.37653,,
80.0,-0.37992,,
80.1,-0.38534,,
80.2,-0.39088,,
80.3,-0.39880,,
80.4,-0.40884,,
80.5,-0.41872,,
80.6,-0.42920,,
80.7,-0.43934,,
80.8,-0.44666,,
80.9,-0.45204,,
81.0,-0.45475,,
81.1,-0.45525,,
81.2,-0.45528,,
81.3,-0.45447,,
81.4,-0.45336,,
81.5,-0.45224,,
81.6,-0.45392,,
81.7,-0.45574,,
81.8,-0.45759,,
81.9,-0.45940,,
82.0,-0.46115,,
82.1,-0.46479,,
82.2,-0.46862,,
82.3,-0.47036,,
82.4,-0.47030,,
82.5,-0.46934,,
82.6,-0.46674,,
82.7,-0.46418,,
82.8,-0.45994,,
82.9,-0.45583,,
83.0,-0.45218,,
83.1,-0.44911,,
83.2,-0.44599,,
83.3,-0.44250,,
83.4,-0.43716,,
83.5,-0.43063,,
83.6,-0.42467,,
83.7,-0.41821,,
83.8,-0.41268,,
83.9,-0.40814,,
84.0,-0.40452,,
84.1,-0.40372,,
84.2,-0.40458,,
84.3,-0.40634,,
84.4,-0.40788,,
84.5,-0.40994,,
84.6,-0.41154,,
84.7,-0.41419,,
84.8,-0.41730,,
84.9,-0.42050,,
85.0,-0.42427,,
85.1,-0.42618,,
85.2,-0.42769,,
85.3,-0.42962,,
85.4,-0.43238,,
85.5,-0.43547,,
85.6,-0.43925,,
85.7,-0.44256,,
85.8,-0.44348,,
85.9,-0.44313,,
86.0,-0.44287,,
86.1,-0.44342,,
86.2,-0.44642,,
86.3,-0.45061,,
86.4,-0.45521,,
86.5,-0.46110,,
86.6,-0.46801,,
86.7,-0.47571,,
86.8,-0.48402,,
86.9,-0.49280,,
87.0,-0.50063,,
87.1,-0.50945,,
87.2,-0.51627,,
87.3,-0.52161,,
87.4,-0.52322,,
87.5,-0.52279,,
87.6,-0.51940,,
87.7,-0.51475,,
87.8,-0.50918,,
87.9,-0.50294,,
88.0,-0.49554,,
88.1,-0.48814,,
88.2,-0.47871,,
88.3,-0.46829,,
88.4,-0.45685,,
88.5,-0.44312,,
88.6,-0.42989,,
88.7,-0.41664,,
88.8,-0.40309,,
88.9,-0.39109,,
89.0,-0.38087,,
89.1,-0.37175,,
89.2,-0.36132,,
89.3,-0.35168,,
89.4,-0.34191,,
89.5,-0.33286,,
89.6,-0.32360,,
89.7,-0.31563,,
89.8,-0.30902,,
89.9,-0.30368,,
90.0,-0.29817,,
90.1,-0.29304,,
90.2,-0.28858,,
90.3,-0.28486,,
90.4,-0.28322,,
90.5,-0.28552,,
90.6,-0.28986,,
90.7,-0.29572,,
90.8,-0.30206,,
90.9,-0.30696,,
91.0,-0.31215,,
91.1,-0.31917,,
91.2,-0.32609,,
91.3,-0.33255,,
91.4,-0.34102,,
91.5,-0.35070,,
91.6,-0.35975,,
91.7,-0.36857,,
91.8,-0.37604,,
91.9,-0.38235,,
92.0,-0.38699,,
92.1,-0.38918,,
92.2,-0.38931,,
92.3,-0.38841,,
92.4,-0.38578,,
92.5,-0.38250,,
92.6,-0.37919,,
92.7,-0.37420,,
92.8,-0.36940,,
92.9,-0.36514,,
93.0,-0.36089,,
93.1,-0.35572,,
93.2,-0.34918,,
93.3,-0.34246,,
93.4,-0.33620,,
93.5,-0.33139,,
93.6,-0.32645,,
93.7,-0.32189,,
93.8,-0.31925,,
93.9,-0.31594,,
94.0,-0.31258,,
94.1,-0.31019,,
94.2,-0.30658,,
94.3,-0.30266,,
94.4,-0.29828,,
94.5,-0.29009,,
94.6,-0.28052,,
94.7,-0.27164,,
94.8,-0.26122,,
94.9,-0.24881,,
95.0,-0.23630,,
95.1,-0.22473,,
95.2,-0.21457,,
95.3,-0.20663,,
95.4,-0.19855,,
95.5,-0.19107,,
95.6,-0.18584,,
95.7,-0.18029,,
95.8,-0.17505,,
95.9,-0.17044,,
96.0,-0.16525,,
96.1,-0.15889,,
96.2,-0.15310,,
96.3,-0.14745,,
96.4,-0.14237,,
96.5,-0.13869,,
96.6,-0.13611,,
96.7,-0.13372,,
96.8,-0.13170,,
96.9,-0.12811,,
97.0,-0.12403,,
97.1,-0.12071,,
97.2,-0.11813,,
97.3,-0.11488,,
97.4,-0.11160,,
97.5,-0.10926,,
97.6,-0.11033,,
97.7,-0.11323,,
97.8,-0.11764,,
97.9,-0.12329,,
98.0,-0.12796,,
98.1,-0.13251,,
98.2,-0.13609,,
98.3,-0.13898,,
98.4,-0.14137,,
98.5,-0.14209,,
98.6,-0.14061,,
98.7,-0.13881,,
98.8,-0.13573,,
98.9,-0.13160,,
99.0,-0.12663,,
99.1,-0.12033,,
99.2,-0.11252,,
99.3,-0.10455,,
99.4,-0.09583,,
99.5,-0.08675,,
99.6,-0.07689,,
99.7,-0.06674,,
99.8,-0.05592,,
99.9,-0.04561,,
100.0,-0.03572,,
100.1,-0.02620,,
100.2,-0.01763,,
100.3,-0.01028,,
100.4,-0.00352,,
100.5,0.00368,,
100.6,0.01248,,
100.7,0.02144,,
100.8,0.02976,,
100.9,0.03639,,
101.0,0.04289,,
101.1,0.04745,,
101.2,0.05121,,
101.3,0.05552,,
101.4,0.05841,,
101.5,0.06025,,
101.6,0.06132,,
101.7,0.06115,,
101.8,0.06091,,
101.9,0.06255,,
102.0,0.06499,,
102.1,0.06827,,
102.2,0.07234,,
102.3,0.07778,,
102.4,0.08415,,
102.5,0.08981,,
102.6,0.09593,,
102.7,0.10177,,
102.8,0.10828,,
102.9,0.11526,,
103.0,0.12324,,
103.1,0.13373,,
103.2,0.14473,,
103.3,0.15581,,
103.4,0.16868,,
103.5,0.18151,,
103.6,0.19530,,
103.7,0.20919,,
103.8,0.22272,,
103.9,0.23566,,
104.0,0.24860,,
104.1,0.26184,,
104.2,0.27488,,
104.3,0.28746,,
104.4,0.30012,,
104.5,0.31315,,
104.6,0.32538,,
104.7,0.33884,,
104.8,0.35259,,
104.9,0.36410,,
105.0,0.37417,,
105.1,0.38331,,
105.2,0.39057,,
105.3,0.39687,,
105.4,0.40278,,
105.5,0.40799,,
105.6,0.41367,,
105.7,0.41781,,
105.8,0.42206,,
105.9,0.42598,,
106.0,0.42870,,
106.1,0.43050,,
106.2,0.43028,,
106.3,0.42627,,
106.4,0.42109,,
106.5,0.41756,,
106.6,0.41508,,
106.7,0.41524,,
106.8,0.41870,,
106.9,0.42360,,
107.0,0.43082,,
107.1,0.44001,,
107.2,0.45083,,
107.3,0.46166,,
107.4,0.47165,,
107.5,0.48170,,
107.6,0.49165,,
107.7,0.50206,,
107.8,0.51322,,
107.9,0.52456,,
108.0,0.53641,,
108.1,0.54959,,
108.2,0.56311,,
108.3,0.57577,,
108.4,0.58962,,
108.5,0.60236,,
108.6,0.61419,,
108.7,0.62524,,
108.8,0.63634,,
108.9,0.64591,,
109.0,0.65588,,
109.1,0.66593,,
109.2,0.67522,,
109.3,0.68467,,
109.4,0.69279,,
109.5,0.70020,,
109.6,0.70660,,
109.7,0.71127,,
109.8,0.71592,,
109.9,0.72013,,
110.0,0.72373,,
110.1,0.72798,,
110.2,0.73220,,
110.3,0.73865,,
110.4,0.74575,,
110.5,0.75195,,
110.6,0.75781,,
110.7,0.76430,,
110.8,0.77123,,
110.9,0.77915,,
111.0,0.78695,,
111.1,0.79404,,
111.2,0.80149,,
111.3,0.80916,,
111.4,0.81567,,
111.5,0.82364,,
111.6,0.83307,,
111.7,0.84384,,
111.8,0.85711,,
111.9,0.87135,,
112.0,0.88501,,
112.1,0.89927,,
112.2,0.91276,,
112.3,0.92478,,
112.4,0.93771,,
112.5,0.95012,,
112.6,0.96392,,
112.7,0.97805,,
112.8,0.99192,,
112.9,1.00591,,
113.0,1.01952,,
113.1,1.03320,,
113.2,1.04717,,
113.3,1.06022,,
113.4,1.07175,,
113.5,1.08420,,
113.6,1.09683,,
113.7,1.10923,,
113.8,1.12119,,
113.9,1.13198,,
114.0,1.14261,,
114.1,1.15561,,
114.2,1.16886,,
114.3,1.18319,,
114.4,1.20162,,
114.5,1.22546,,
114.6,1.25436,,
114.7,1.28845,,
114.8,1.32675,,
114.9,1.36910,,
115.0,1.41381,,
115.1,1.46110,,
115.2,1.51094,,
115.3,1.56244,,
115.4,1.61502,,
115.5,1.66763,,
