Scan Parameters
Scan Type,Standard Scan
ID,0
Stylus,Radius: 12.5 µm
Length,4200.0 um
Duration,140 sec
Resolution,0.100 um/sample
Force,6.00 mg
Measurement Range,524 um
Profile,Hills
Display Range,Auto
R. Cursor,Pos: 0.0 um Width: 0.0 um
M. Cursor,Pos: 400.0 um Width: 0.0 um

Scan Data
Lateral um,Raw Micrometer,
0.0,0.00000,,
0.1,0.01109,,
0.2,0.01941,,
0.3,0.02491,,
0.4,0.02648,,
0.5,0.02313,,
0.6,0.01665,,
0.7,0.00956,,
0.8,0.00457,,
0.9,0.00364,,
1.0,0.00556,,
1.1,0.00946,,
1.2,0.01408,,
1.3,0.02002,,
1.4,0.02750,,
1.5,0.03719,,
1.6,0.04862,,
1.7,0.06011,,
1.8,0.06745,,
1.9,0.07065,,
2.0,0.07002,,
2.1,0.06931,,
2.2,0.06920,,
2.3,0.06936,,
2.4,0.07091,,
2.5,0.07106,,
2.6,0.07236,,
2.7,0.07478,,
2.8,0.07823,,
2.9,0.08259,,
3.0,0.08705,,
3.1,0.08988,,
3.2,0.09090,,
3.3,0.09016,,
3.4,0.08847,,
3.5,0.08698,,
3.6,0.08566,,
3.7,0.08379,,
3.8,0.08171,,
3.9,0.08223,,
4.0,0.08538,,
4.1,0.08899,,
4.2,0.09186,,
4.3,0.09539,,
4.4,0.09764,,
4.5,0.09767,,
4.6,0.09709,,
4.7,0.09816,,
4.8,0.10062,,
4.9,0.10624,,
5.0,0.11440,,
5.1,0.12593,,
5.2,0.14100,,
5.3,0.15552,,
5.4,0.16798,,
5.5,0.17640,,
5.6,0.18199,,
5.7,0.18494,,
5.8,0.18753,,
5.9,0.19165,,
6.0,0.19821,,
6.1,0.20820,,
6.2,0.21924,,
6.3,0.23000,,
6.4,0.23845,,
6.5,0.24302,,
6.6,0.24446,,
6.7,0.24207,,
6.8,0.23973,,
6.9,0.24015,,
7.0,0.24527,,
7.1,0.25643,,
7.2,0.26931,,
7.3,0.27818,,
7.4,0.28023,,
7.5,0.27512,,
7.6,0.26714,,
7.7,0.26209,,
7.8,0.26155,,
7.9,0.26538,,
8.0,0.26925,,
8.1,0.26949,,
8.2,0.26640,,
8.3,0.26035,,
8.4,0.25178,,
8.5,0.24307,,
8.6,0.23352,,
8.7,0.22349,,
8.8,0.21254,,
8.9,0.19984,,
9.0,0.18837,,
9.1,0.17766,,
9.2,0.16873,,
9.3,0.16132,,
9.4,0.15521,,
9.5,0.14951,,
9.6,0.14569,,
9.7,0.14310,,
9.8,0.14129,,
9.9,0.14063,,
10.0,0.14057,,
10.1,0.14143,,
10.2,0.14135,,
10.3,0.14070,,
10.4,0.14106,,
10.5,0.14253,,
10.6,0.14311,,
10.7,0.14245,,
10.8,0.14177,,
10.9,0.14041,,
11.0,0.13938,,
11.1,0.13590,,
11.2,0.12866,,
11.3,0.11721,,
11.4,0.10164,,
11.5,0.08556,,
11.6,0.07427,,
11.7,0.06629,,
11.8,0.06060,,
11.9,0.05384,,
12.0,0.04231,,
12.1,0.02372,,
12.2,-0.00003,,
12.3,-0.02557,,
12.4,-0.04699,,
12.5,-0.06144,,
12.6,-0.06853,,
12.7,-0.06991,,
12.8,-0.06885,,
12.9,-0.06926,,
13.0,-0.07180,,
13.1,-0.07669,,
13.2,-0.08123,,
13.3,-0.08532,,
13.4,-0.09025,,
13.5,-0.09798,,
13.6,-0.10870,,
13.7,-0.12097,,
13.8,-0.13325,,
13.9,-0.14605,,
14.0,-0.16090,,
14.1,-0.17585,,
14.2,-0.18852,,
14.3,-0.19978,,
14.4,-0.20955,,
14.5,-0.22050,,
14.6,-0.23731,,
14.7,-0.25942,,
14.8,-0.28482,,
14.9,-0.30957,,
15.0,-0.33027,,
15.1,-0.34607,,
15.2,-0.35750,,
15.3,-0.36583,,
15.4,-0.37328,,
15.5,-0.38243,,
15.6,-0.39190,,
15.7,-0.40025,,
15.8,-0.40484,,
15.9,-0.40581,,
16.0,-0.40484,,
16.1,-0.40362,,
16.2,-0.40373,,
16.3,-0.40659,,
16.4,-0.41144,,
16.5,-0.41838,,
16.6,-0.42470,,
16.7,-0.42831,,
16.8,-0.42828,,
16.9,-0.42440,,
17.0,-0.42010,,
17.1,-0.42057,,
17.2,-0.42956,,
17.3,-0.44584,,
17.4,-0.46689,,
17.5,-0.48576,,
17.6,-0.49755,,
17.7,-0.50146,,
17.8,-0.49829,,
17.9,-0.49094,,
18.0,-0.48261,,
18.1,-0.47507,,
18.2,-0.47119,,
18.3,-0.47225,,
18.4,-0.47595,,
18.5,-0.47953,,
18.6,-0.47891,,
18.7,-0.47349,,
18.8,-0.46595,,
18.9,-0.45853,,
19.0,-0.45375,,
19.1,-0.45146,,
19.2,-0.44873,,
19.3,-0.44406,,
19.4,-0.43807,,
19.5,-0.43188,,
19.6,-0.42805,,
19.7,-0.43111,,
19.8,-0.44034,,
19.9,-0.45360,,
20.0,-0.46813,,
20.1,-0.48039,,
20.2,-0.48928,,
20.3,-0.49514,,
20.4,-0.49637,,
20.5,-0.49575,,
20.6,-0.49425,,
20.7,-0.49310,,
20.8,-0.49426,,
20.9,-0.49928,,
21.0,-0.50739,,
21.1,-0.51531,,
21.2,-0.51933,,
21.3,-0.51773,,
21.4,-0.51000,,
21.5,-0.49893,,
21.6,-0.48890,,
21.7,-0.48286,,
21.8,-0.48010,,
21.9,-0.47805,,
22.0,-0.47658,,
22.1,-0.47625,,
22.2,-0.47661,,
22.3,-0.47871,,
22.4,-0.47966,,
22.5,-0.47867,,
22.6,-0.47678,,
22.7,-0.47261,,
22.8,-0.46891,,
22.9,-0.46776,,
23.0,-0.46746,,
23.1,-0.47035,,
23.2,-0.47545,,
23.3,-0.48209,,
23.4,-0.49179,,
23.5,-0.50183,,
23.6,-0.50942,,
23.7,-0.51257,,
23.8,-0.50922,,
23.9,-0.50070,,
24.0,-0.49008,,
24.1,-0.47850,,
24.2,-0.46994,,
24.3,-0.46498,,
24.4,-0.46040,,
24.5,-0.45575,,
24.6,-0.45013,,
24.7,-0.44249,,
