Scan Parameters
Scan Type,Standard Scan
ID,0
Stylus,Radius: 12.5 µm
Length,4200.0 um
Duration,140 sec
Resolution,0.100 um/sample
Force,6.00 mg
Measurement Range,524 um
Profile,Hills
Display Range,Auto
R. Cursor,Pos: 0.0 um Width: 0.0 um
M. Cursor,Pos: 400.0 um Width: 0.0 um

Scan Data
Lateral um,Raw Micrometer,
0.0,0.00000,,
0.1,0.01648,,
0.2,0.03093,,
0.3,0.04379,,
0.4,0.05477,,
0.5,0.06251,,
0.6,0.06720,,
0.7,0.06782,,
0.8,0.06610,,
0.9,0.06248,,
1.0,0.05667,,
1.1,0.05196,,
1.2,0.04741,,
1.3,0.04447,,
1.4,0.04185,,
1.5,0.03946,,
1.6,0.03858,,
1.7,0.03845,,
1.8,0.03863,,
1.9,0.04082,,
2.0,0.04383,,
2.1,0.04892,,
2.2,0.05531,,
2.3,0.06249,,
2.4,0.07078,,
2.5,0.07962,,
2.6,0.08933,,
2.7,0.10002,,
2.8,0.11034,,
2.9,0.12095,,
3.0,0.13149,,
3.1,0.14179,,
3.2,0.15110,,
3.3,0.16109,,
3.4,0.17061,,
3.5,0.18106,,
3.6,0.19115,,
3.7,0.20021,,
3.8,0.20927,,
3.9,0.21758,,
4.0,0.22543,,
4.1,0.23302,,
4.2,0.23915,,
4.3,0.24527,,
4.4,0.25017,,
4.5,0.25593,,
4.6,0.26229,,
4.7,0.26774,,
4.8,0.27286,,
4.9,0.27864,,
5.0,0.28359,,
5.1,0.28762,,
5.2,0.29143,,
5.3,0.29472,,
5.4,0.29673,,
5.5,0.29780,,
5.6,0.29685,,
5.7,0.29610,,
5.8,0.29407,,
5.9,0.29007,,
6.0,0.28519,,
6.1,0.28073,,
6.2,0.27472,,
6.3,0.26755,,
6.4,0.25817,,
6.5,0.24685,,
6.6,0.23518,,
6.7,0.22273,,
6.8,0.20867,,
6.9,0.19463,,
7.0,0.18019,,
7.1,0.16446,,
7.2,0.14840,,
7.3,0.13255,,
7.4,0.11783,,
7.5,0.10465,,
7.6,0.09182,,
7.7,0.08064,,
7.8,0.07104,,
7.9,0.06351,,
8.0,0.05818,,
8.1,0.05364,,
8.2,0.05172,,
8.3,0.05057,,
8.4,0.05046,,
8.5,0.05212,,
8.6,0.05383,,
8.7,0.05601,,
8.8,0.05948,,
8.9,0.06394,,
9.0,0.06850,,
9.1,0.07400,,
9.2,0.07817,,
9.3,0.08187,,
9.4,0.08561,,
9.5,0.08965,,
9.6,0.09410,,
9.7,0.09900,,
9.8,0.10303,,
9.9,0.10683,,
10.0,0.11014,,
10.1,0.11217,,
10.2,0.11325,,
10.3,0.11364,,
10.4,0.11285,,
10.5,0.11072,,
10.6,0.10659,,
10.7,0.10091,,
10.8,0.09469,,
10.9,0.08654,,
11.0,0.07782,,
11.1,0.06799,,
11.2,0.05552,,
11.3,0.04241,,
11.4,0.02847,,
11.5,0.01431,,
11.6,-0.00105,,
11.7,-0.01672,,
11.8,-0.03221,,
11.9,-0.04594,,
12.0,-0.05720,,
12.1,-0.06710,,
12.2,-0.07501,,
12.3,-0.08008,,
12.4,-0.08339,,
12.5,-0.08561,,
12.6,-0.08722,,
12.7,-0.08782,,
12.8,-0.08863,,
12.9,-0.08827,,
13.0,-0.08875,,
13.1,-0.08910,,
13.2,-0.08946,,
13.3,-0.08860,,
13.4,-0.08792,,
13.5,-0.08815,,
13.6,-0.08765,,
13.7,-0.08691,,
13.8,-0.08687,,
13.9,-0.08533,,
14.0,-0.08454,,
14.1,-0.08431,,
14.2,-0.08386,,
14.3,-0.08343,,
14.4,-0.08184,,
14.5,-0.07919,,
14.6,-0.07694,,
14.7,-0.07518,,
14.8,-0.07325,,
14.9,-0.07215,,
15.0,-0.07169,,
15.1,-0.07105,,
15.2,-0.07114,,
15.3,-0.07172,,
15.4,-0.07528,,
15.5,-0.07831,,
15.6,-0.08161,,
15.7,-0.08428,,
15.8,-0.08653,,
15.9,-0.08784,,
16.0,-0.08868,,
16.1,-0.08864,,
16.2,-0.08760,,
16.3,-0.08555,,
16.4,-0.08321,,
16.5,-0.08101,,
16.6,-0.07914,,
16.7,-0.07638,,
16.8,-0.07213,,
16.9,-0.06751,,
17.0,-0.06246,,
17.1,-0.05767,,
17.2,-0.05281,,
17.3,-0.04771,,
17.4,-0.04230,,
17.5,-0.03723,,
17.6,-0.03281,,
17.7,-0.02852,,
17.8,-0.02405,,
17.9,-0.01992,,
18.0,-0.01639,,
18.1,-0.01221,,
18.2,-0.00811,,
18.3,-0.00379,,
18.4,0.00154,,
18.5,0.00692,,
18.6,0.01182,,
18.7,0.01733,,
18.8,0.02397,,
18.9,0.03063,,
19.0,0.03803,,
19.1,0.04650,,
19.2,0.05483,,
19.3,0.06237,,
19.4,0.06884,,
19.5,0.07481,,
19.6,0.08130,,
19.7,0.08748,,
19.8,0.09097,,
19.9,0.09396,,
20.0,0.09637,,
20.1,0.09818,,
20.2,0.09810,,
20.3,0.09558,,
20.4,0.09314,,
20.5,0.09015,,
20.6,0.08499,,
20.7,0.07957,,
20.8,0.07298,,
20.9,0.06677,,
21.0,0.06177,,
21.1,0.05831,,
21.2,0.05648,,
21.3,0.05686,,
21.4,0.05762,,
21.5,0.06040,,
21.6,0.06329,,
21.7,0.06658,,
21.8,0.07106,,
21.9,0.07639,,
22.0,0.08236,,
22.1,0.08811,,
22.2,0.09324,,
22.3,0.09622,,
22.4,0.09905,,
22.5,0.10214,,
22.6,0.10503,,
22.7,0.10618,,
22.8,0.10686,,
22.9,0.10581,,
23.0,0.10379,,
23.1,0.10063,,
23.2,0.09432,,
23.3,0.08799,,
23.4,0.07935,,
23.5,0.06865,,
23.6,0.05685,,
23.7,0.04387,,
23.8,0.03107,,
23.9,0.01720,,
24.0,0.00364,,
24.1,-0.01023,,
24.2,-0.02271,,
24.3,-0.03367,,
24.4,-0.04314,,
24.5,-0.05058,,
24.6,-0.05784,,
24.7,-0.06327,,
24.8,-0.06613,,
24.9,-0.06817,,
25.0,-0.06975,,
25.1,-0.06975,,
25.2,-0.07034,,
25.3,-0.07066,,
25.4,-0.07026,,
25.5,-0.06830,,
25.6,-0.06641,,
25.7,-0.06416,,
25.8,-0.06132,,
25.9,-0.05782,,
26.0,-0.05433,,
26.1,-0.05122,,
26.2,-0.04798,,
26.3,-0.04567,,
26.4,-0.04481,,
26.5,-0.04489,,
26.6,-0.04625,,
26.7,-0.04764,,
26.8,-0.04907,,
26.9,-0.05119,,
27.0,-0.05364,,
27.1,-0.05554,,
27.2,-0.05713,,
27.3,-0.05855,,
27.4,-0.06054,,
27.5,-0.06282,,
27.6,-0.06520,,
27.7,-0.06757,,
27.8,-0.06988,,
27.9,-0.07211,,
28.0,-0.07491,,
28.1,-0.07924,,
28.2,-0.08354,,
28.3,-0.08895,,
28.4,-0.09467,,
28.5,-0.10093,,
28.6,-0.10845,,
28.7,-0.11689,,
28.8,-0.12533,,
28.9,-0.13262,,
29.0,-0.13887,,
29.1,-0.14358,,
29.2,-0.14724,,
29.3,-0.15018,,
29.4,-0.15199,,
29.5,-0.15316,,
29.6,-0.15337,,
29.7,-0.15315,,
29.8,-0.15152,,
29.9,-0.14936,,
30.0,-0.14784,,
30.1,-0.14623,,
30.2,-0.14413,,
30.3,-0.14270,,
30.4,-0.14185,,
30.5,-0.14213,,
30.6,-0.14312,,
30.7,-0.14453,,
30.8,-0.14683,,
30.9,-0.15022,,
31.0,-0.15341,,
31.1,-0.15769,,
31.2,-0.16368,,
31.3,-0.16961,,
31.4,-0.17652,,
31.5,-0.18489,,
31.6,-0.19421,,
31.7,-0.20415,,
31.8,-0.21514,,
31.9,-0.22602,,
32.0,-0.23750,,
32.1,-0.24924,,
32.2,-0.26039,,
32.3,-0.27187,,
32.4,-0.28148,,
32.5,-0.28887,,
32.6,-0.29530,,
32.7,-0.29955,,
32.8,-0.30244,,
32.9,-0.30451,,
33.0,-0.30544,,
33.1,-0.30448,,
33.2,-0.30336,,
33.3,-0.30102,,
33.4,-0.29897,,
33.5,-0.29536,,
33.6,-0.29127,,
33.7,-0.28735,,
33.8,-0.28324,,
33.9,-0.27944,,
34.0,-0.27685,,
34.1,-0.27454,,
34.2,-0.27268,,
34.3,-0.27129,,
34.4,-0.26904,,
34.5,-0.26662,,
34.6,-0.26505,,
34.7,-0.26283,,
34.8,-0.26055,,
34.9,-0.25850,,
35.0,-0.25750,,
35.1,-0.25791,,
35.2,-0.25981,,
35.3,-0.26184,,
35.4,-0.26389,,
35.5,-0.26725,,
35.6,-0.27052,,
35.7,-0.27559,,
35.8,-0.28073,,
35.9,-0.28433,,
36.0,-0.28563,,
36.1,-0.28572,,
36.2,-0.28527,,
36.3,-0.28336,,
36.4,-0.27959,,
36.5,-0.27587,,
36.6,-0.27123,,
36.7,-0.26523,,
36.8,-0.25773,,
36.9,-0.25138,,
37.0,-0.24490,,
37.1,-0.23828,,
37.2,-0.23215,,
37.3,-0.22686,,
37.4,-0.22315,,
37.5,-0.22002,,
37.6,-0.21820,,
37.7,-0.21797,,
37.8,-0.21940,,
37.9,-0.22238,,
38.0,-0.22609,,
38.1,-0.23136,,
38.2,-0.23654,,
38.3,-0.24208,,
38.4,-0.24818,,
38.5,-0.25558,,
38.6,-0.26391,,
38.7,-0.27359,,
38.8,-0.28472,,
38.9,-0.29595,,
39.0,-0.30786,,
39.1,-0.31939,,
39.2,-0.33132,,
39.3,-0.34405,,
39.4,-0.35574,,
39.5,-0.36813,,
39.6,-0.37947,,
39.7,-0.39085,,
39.8,-0.40090,,
39.9,-0.40963,,
40.0,-0.41713,,
40.1,-0.42289,,
40.2,-0.42610,,
40.3,-0.42849,,
40.4,-0.42971,,
40.5,-0.42968,,
40.6,-0.42908,,
40.7,-0.42835,,
40.8,-0.42704,,
40.9,-0.42497,,
41.0,-0.42276,,
41.1,-0.42074,,
41.2,-0.41842,,
41.3,-0.41556,,
41.4,-0.41140,,
41.5,-0.40697,,
41.6,-0.40347,,
41.7,-0.39887,,
41.8,-0.39477,,
41.9,-0.39068,,
42.0,-0.38702,,
42.1,-0.38395,,
42.2,-0.38153,,
42.3,-0.37976,,
42.4,-0.37922,,
42.5,-0.37818,,
42.6,-0.37904,,
42.7,-0.38228,,
42.8,-0.38669,,
42.9,-0.39152,,
43.0,-0.39765,,
43.1,-0.40483,,
43.2,-0.41149,,
43.3,-0.41686,,
43.4,-0.41995,,
43.5,-0.42170,,
43.6,-0.42272,,
43.7,-0.42207,,
43.8,-0.42201,,
43.9,-0.42303,,
44.0,-0.42468,,
44.1,-0.42600,,
44.2,-0.42782,,
44.3,-0.42989,,
44.4,-0.43206,,
44.5,-0.43490,,
44.6,-0.43801,,
44.7,-0.44247,,
44.8,-0.44877,,
44.9,-0.45440,,
45.0,-0.46201,,
45.1,-0.47092,,
45.2,-0.47999,,
45.3,-0.48994,,
45.4,-0.50108,,
45.5,-0.51084,,
45.6,-0.52061,,
45.7,-0.53044,,
45.8,-0.54104,,
45.9,-0.55207,,
46.0,-0.56330,,
46.1,-0.57528,,
46.2,-0.58888,,
46.3,-0.60316,,
46.4,-0.61754,,
46.5,-0.63041,,
46.6,-0.64099,,
46.7,-0.64838,,
46.8,-0.65365,,
46.9,-0.65685,,
47.0,-0.65750,,
47.1,-0.65554,,
47.2,-0.65243,,
47.3,-0.64772,,
47.4,-0.64260,,
47.5,-0.63774,,
47.6,-0.63150,,
47.7,-0.62641,,
47.8,-0.62042,,
47.9,-0.61450,,
48.0,-0.60915,,
48.1,-0.60461,,
48.2,-0.59961,,
48.3,-0.59485,,
48.4,-0.59264,,
48.5,-0.59075,,
48.6,-0.58862,,
48.7,-0.58664,,
48.8,-0.58432,,
48.9,-0.58210,,
49.0,-0.58087,,
49.1,-0.57905,,
49.2,-0.57847,,
49.3,-0.57806,,
49.4,-0.57590,,
49.5,-0.57307,,
49.6,-0.57085,,
49.7,-0.56792,,
49.8,-0.56558,,
49.9,-0.56385,,
50.0,-0.56202,,
50.1,-0.56103,,
50.2,-0.56003,,
50.3,-0.55854,,
50.4,-0.55766,,
50.5,-0.55664,,
50.6,-0.55506,,
50.7,-0.55341,,
50.8,-0.55261,,
50.9,-0.55178,,
51.0,-0.55242,,
51.1,-0.55458,,
51.2,-0.55752,,
51.3,-0.56076,,
51.4,-0.56472,,
51.5,-0.56955,,
51.6,-0.57395,,
51.7,-0.57858,,
51.8,-0.58245,,
51.9,-0.58575,,
52.0,-0.58994,,
52.1,-0.59442,,
52.2,-0.59885,,
52.3,-0.60305,,
52.4,-0.60693,,
52.5,-0.61246,,
52.6,-0.61991,,
52.7,-0.62862,,
52.8,-0.63750,,
52.9,-0.64661,,
53.0,-0.65464,,
53.1,-0.66163,,
53.2,-0.66701,,
53.3,-0.67258,,
53.4,-0.67796,,
53.5,-0.68165,,
53.6,-0.68494,,
53.7,-0.68723,,
53.8,-0.68960,,
53.9,-0.69261,,
54.0,-0.69520,,
54.1,-0.69815,,
54.2,-0.70186,,
54.3,-0.70450,,
54.4,-0.70781,,
54.5,-0.71136,,
54.6,-0.71621,,
54.7,-0.72219,,
54.8,-0.72911,,
54.9,-0.73616,,
55.0,-0.74486,,
55.1,-0.75459,,
55.2,-0.76496,,
55.3,-0.77635,,
55.4,-0.78693,,
55.5,-0.79775,,
55.6,-0.80804,,
55.7,-0.81741,,
55.8,-0.82507,,
55.9,-0.83139,,
56.0,-0.83466,,
56.1,-0.83617,,
56.2,-0.83675,,
56.3,-0.83558,,
56.4,-0.83103,,
56.5,-0.82642,,
56.6,-0.82025,,
56.7,-0.81380,,
56.8,-0.80710,,
56.9,-0.80022,,
57.0,-0.79317,,
57.1,-0.78600,,
57.2,-0.77873,,
57.3,-0.77138,,
57.4,-0.76529,,
57.5,-0.75910,,
57.6,-0.75341,,
57.7,-0.74852,,
57.8,-0.74386,,
57.9,-0.74042,,
58.0,-0.73800,,
58.1,-0.73642,,
58.2,-0.73616,,
58.3,-0.73610,,
58.4,-0.73624,,
58.5,-0.73727,,
58.6,-0.73881,,
58.7,-0.74063,,
58.8,-0.74455,,
58.9,-0.74812,,
59.0,-0.75267,,
59.1,-0.75556,,
59.2,-0.75878,,
59.3,-0.76206,,
59.4,-0.76658,,
59.5,-0.77220,,
59.6,-0.77878,,
59.7,-0.78486,,
59.8,-0.79035,,
59.9,-0.79459,,
60.0,-0.79795,,
60.1,-0.80007,,
60.2,-0.80147,,
60.3,-0.80053,,
60.4,-0.79785,,
60.5,-0.79454,,
60.6,-0.78926,,
60.7,-0.78343,,
60.8,-0.77716,,
60.9,-0.76924,,
61.0,-0.76112,,
61.1,-0.75293,,
61.2,-0.74474,,
61.3,-0.73593,,
61.4,-0.72753,,
61.5,-0.71941,,
61.6,-0.71147,,
61.7,-0.70497,,
61.8,-0.69850,,
61.9,-0.69328,,
62.0,-0.68857,,
62.1,-0.68523,,
62.2,-0.68298,,
62.3,-0.68160,,
62.4,-0.68154,,
62.5,-0.68298,,
62.6,-0.68654,,
62.7,-0.69111,,
62.8,-0.69731,,
62.9,-0.70208,,
63.0,-0.70652,,
63.1,-0.71123,,
63.2,-0.71586,,
63.3,-0.71891,,
63.4,-0.72167,,
63.5,-0.72353,,
63.6,-0.72356,,
63.7,-0.72405,,
63.8,-0.72353,,
63.9,-0.72263,,
64.0,-0.72302,,
64.1,-0.72485,,
64.2,-0.72809,,
64.3,-0.73328,,
64.4,-0.73795,,
64.5,-0.74343,,
64.6,-0.74906,,
64.7,-0.75251,,
64.8,-0.75598,,
64.9,-0.75865,,
65.0,-0.75884,,
65.1,-0.75781,,
65.2,-0.75695,,
65.3,-0.75572,,
65.4,-0.75381,,
65.5,-0.75181,,
65.6,-0.74934,,
65.7,-0.74823,,
65.8,-0.74738,,
65.9,-0.74751,,
66.0,-0.74827,,
66.1,-0.74876,,
66.2,-0.74918,,
66.3,-0.75032,,
66.4,-0.75252,,
66.5,-0.75591,,
66.6,-0.75981,,
66.7,-0.76382,,
66.8,-0.76639,,
66.9,-0.76745,,
67.0,-0.76709,,
67.1,-0.76610,,
67.2,-0.76298,,
67.3,-0.76037,,
67.4,-0.75767,,
67.5,-0.75458,,
67.6,-0.75095,,
67.7,-0.74872,,
67.8,-0.74620,,
67.9,-0.74249,,
68.0,-0.73919,,
68.1,-0.73447,,
68.2,-0.72879,,
68.3,-0.72311,,
68.4,-0.71795,,
68.5,-0.71289,,
68.6,-0.70770,,
68.7,-0.70227,,
68.8,-0.69721,,
68.9,-0.69414,,
69.0,-0.69182,,
69.1,-0.69083,,
69.2,-0.69075,,
69.3,-0.69126,,
69.4,-0.69086,,
69.5,-0.68878,,
69.6,-0.68607,,
69.7,-0.68266,,
69.8,-0.67924,,
69.9,-0.67486,,
70.0,-0.66971,,
70.1,-0.66465,,
70.2,-0.65945,,
70.3,-0.65399,,
70.4,-0.64825,,
70.5,-0.64287,,
70.6,-0.63753,,
70.7,-0.63403,,
70.8,-0.63055,,
70.9,-0.62679,,
71.0,-0.62326,,
71.1,-0.62088,,
71.2,-0.62006,,
71.3,-0.62025,,
