Scan Parameters

Scan Type,Standard Scan
ID,0
Stylus,Radius: 12.5 µm
Length,4200.0 um
Duration,140 sec
Resolution,0.100 um/sample
Force,6.00 mg
Measurement Range,524 um
Profile,Hills
Display Range,Auto
R. Cursor,Pos: 0.0 um Width: 0.0 um
M. Cursor,Pos: 4200.0 um Width: 0.0 um
Title,Etch process DOE


Analytical Results

Function,R.Cur Pos,R.Cur Width,M.Cur Pos,M.Cur Width,Result
48.1,-0.14540,-0.70512,,
48.2,-0.15017,-0.71012,,
48.3,-0.15546,-0.71550,,
48.4,-0.16197,-0.72113,,
48.5,-0.16799,-0.72637,,
48.6,-0.17266,-0.73081,,
48.7,-0.17560,-0.73394,,
48.8,-0.17741,-0.73570,,
48.9,-0.17780,-0.73633,,
49.0,-0.17675,-0.73467,,
49.1,-0.17367,-0.73169,,
49.2,-0.16906,-0.72724,,
49.3,-0.16264,-0.72143,,
49.4,-0.15569,-0.71486,,
49.5,-0.14830,-0.70791,,
49.6,-0.14120,-0.70125,,
49.7,-0.13475,-0.69500,,
49.8,-0.12978,-0.68940,,
49.9,-0.12462,-0.68423,,
50.0,-0.11973,-0.67976,,
50.1,-0.11533,-0.67598,,
50.2,-0.11281,-0.67349,,
50.3,-0.11149,-0.67195,,
50.4,-0.11222,-0.67307,,
50.5,-0.11464,-0.67557,,
50.6,-0.11846,-0.67998,,
50.7,-0.12538,-0.68630,,
50.8,-0.13413,-0.69406,,
50.9,-0.14322,-0.70293,,
51.0,-0.15250,-0.71261,,
51.1,-0.16253,-0.72292,,
51.2,-0.17422,-0.73414,,
51.3,-0.18595,-0.74547,,
51.4,-0.19884,-0.75639,,
51.5,-0.20878,-0.76529,,
51.6,-0.21511,-0.77127,,
51.7,-0.21771,-0.77479,,
51.8,-0.21549,-0.77164,,
51.9,-0.20952,-0.76600,,
52.0,-0.19998,-0.75707,,
52.1,-0.18722,-0.74547,,
52.2,-0.17365,-0.73227,,
52.3,-0.15863,-0.71795,,
52.4,-0.14390,-0.70316,,
52.5,-0.12907,-0.68798,,
52.6,-0.11325,-0.67245,,
52.7,-0.09737,-0.65642,,
52.8,-0.08128,-0.64005,,
52.9,-0.06358,-0.62324,,
53.0,-0.04694,-0.60640,,
53.1,-0.03008,-0.58954,,
53.2,-0.01298,-0.57288,,
53.3,0.00302,-0.55663,,
53.4,0.01928,-0.54078,,
53.5,0.03451,-0.52573,,
53.6,0.04876,-0.51129,,
53.7,0.06214,-0.49777,,
53.8,0.07541,-0.48483,,
53.9,0.08701,-0.47246,,
54.0,0.09888,-0.46029,,
54.1,0.11136,-0.44822,,
54.2,0.12328,-0.43617,,
54.3,0.13538,-0.42412,,
54.4,0.14736,-0.41238,,
54.5,0.15909,-0.40098,,
54.6,0.16985,-0.39013,,
54.7,0.17998,-0.37980,,
54.8,0.18971,-0.36993,,
54.9,0.19920,-0.36080,,
55.0,0.20854,-0.35271,,
55.1,0.21516,-0.34630,,
55.2,0.21919,-0.34157,,
55.3,0.22155,-0.33841,,
55.4,0.22351,-0.33643,,
55.5,0.22512,-0.33510,,
55.6,0.22512,-0.33439,,
55.7,0.22557,-0.33503,,
55.8,0.22426,-0.33681,,
55.9,0.22078,-0.33998,,
56.0,0.21574,-0.34432,,
56.1,0.20957,-0.34919,,
56.2,0.20456,-0.35389,,
56.3,0.20119,-0.35770,,
56.4,0.19764,-0.36022,,
56.5,0.19622,-0.36164,,
56.6,0.19803,-0.35935,,
56.7,0.20212,-0.35569,,
56.8,0.20845,-0.35025,,
56.9,0.21554,-0.34380,,
57.0,0.22253,-0.33694,,
57.1,0.22963,-0.33023,,
57.2,0.23629,-0.32408,,
57.3,0.24158,-0.31878,,
57.4,0.24577,-0.31441,,
57.5,0.24906,-0.31053,,
57.6,0.25165,-0.30662,,
57.7,0.25631,-0.30221,,
57.8,0.26243,-0.29696,,
57.9,0.26756,-0.29086,,
58.0,0.27445,-0.28364,,
58.1,0.28311,-0.27534,,
58.2,0.29276,-0.26595,,
58.3,0.30358,-0.25598,,
58.4,0.31425,-0.24565,,
58.5,0.32343,-0.23552,,
58.6,0.33445,-0.22523,,
58.7,0.34436,-0.21504,,
58.8,0.35428,-0.20453,,
58.9,0.36548,-0.19383,,
59.0,0.37658,-0.18279,,
59.1,0.38748,-0.17148,,
59.2,0.39949,-0.15973,,
59.3,0.41123,-0.14781,,
59.4,0.42397,-0.13544,,
59.5,0.43635,-0.12327,,
59.6,0.44896,-0.11108,,
59.7,0.46014,-0.09943,,
59.8,0.47173,-0.08779,,
59.9,0.48273,-0.07632,,
60.0,0.49460,-0.06456,,
60.1,0.50675,-0.05260,,
60.2,0.51884,-0.04028,,
60.3,0.53137,-0.02765,,
60.4,0.54455,-0.01500,,
60.5,0.55781,-0.00257,,
60.6,0.56950,0.00908,,
60.7,0.58017,0.01969,,
60.8,0.58955,0.02889,,
60.9,0.59756,0.03667,,
61.0,0.60361,0.04281,,
61.1,0.60818,0.04731,,
61.2,0.61097,0.05016,,
61.3,0.61196,0.05172,,
61.4,0.61191,0.05240,,
61.5,0.61198,0.05240,,
61.6,0.61145,0.05225,,
61.7,0.61196,0.05186,,
61.8,0.61102,0.05084,,
61.9,0.60938,0.04920,,
62.0,0.60681,0.04692,,
62.1,0.60329,0.04446,,
62.2,0.60083,0.04264,,
62.3,0.59978,0.04146,,
62.4,0.60089,0.04352,,
62.5,0.60440,0.04740,,
62.6,0.61093,0.05406,,
62.7,0.62060,0.06329,,
62.8,0.63324,0.07466,,
62.9,0.64657,0.08736,,
63.0,0.65999,0.10108,,
63.1,0.67381,0.11514,,
63.2,0.68951,0.12937,,
63.3,0.70377,0.14300,,
63.4,0.71624,0.15578,,
63.5,0.72753,0.16764,,
63.6,0.73803,0.17903,,
63.7,0.74935,0.19057,,
63.8,0.76162,0.20258,,
63.9,0.77418,0.21531,,
64.0,0.78733,0.22839,,
64.1,0.80183,0.24173,,
64.2,0.81470,0.25468,,
64.3,0.82711,0.26706,,
64.4,0.83903,0.27869,,
64.5,0.84920,0.28952,,
64.6,0.85967,0.29982,,
64.7,0.86956,0.30943,,
64.8,0.87844,0.31865,,
64.9,0.88681,0.32766,,
65.0,0.89562,0.33669,,
65.1,0.90537,0.34608,,
65.2,0.91492,0.35565,,
65.3,0.92501,0.36552,,
65.4,0.93467,0.37539,,
65.5,0.94474,0.38523,,
65.6,0.95496,0.39489,,
65.7,0.96388,0.40389,,
65.8,0.97279,0.41211,,
65.9,0.97974,0.41900,,
66.0,0.98514,0.42479,,
66.1,0.98934,0.42959,,
66.2,0.99325,0.43385,,
66.3,0.99739,0.43796,,
66.4,1.00137,0.44236,,
66.5,1.00564,0.44748,,
66.6,1.01174,0.45373,,
66.7,1.01971,0.46135,,
66.8,1.02878,0.47026,,
66.9,1.03912,0.48022,,
67.0,1.05005,0.49125,,
67.1,1.06119,0.50316,,
67.2,1.07495,0.51646,,
67.3,1.08912,0.53076,,
67.4,1.10515,0.54645,,
67.5,1.12169,0.56276,,
67.6,1.13931,0.57966,,
67.7,1.15624,0.59667,,
67.8,1.17292,0.61383,,
67.9,1.19025,0.63118,,
68.0,1.20801,0.64881,,
68.1,1.22605,0.66677,,
68.2,1.24428,0.68494,,
68.3,1.26263,0.70292,,
68.4,1.28105,0.72039,,
68.5,1.29753,0.73679,,
68.6,1.31246,0.75198,,
68.7,1.32615,0.76644,,
68.8,1.33886,0.78068,,
68.9,1.35410,0.79565,,
69.0,1.37027,0.81139,,
69.1,1.38709,0.82784,,
69.2,1.40440,0.84437,,
69.3,1.42072,0.86033,,
69.4,1.43601,0.87538,,
69.5,1.44966,0.88899,,
69.6,1.46212,0.90118,,
69.7,1.47239,0.91185,,
69.8,1.48141,0.92161,,
69.9,1.48978,0.93117,,
70.0,1.49920,0.94160,,
70.1,1.51113,0.95340,,
70.2,1.52555,0.96686,,
70.3,1.54028,0.98156,,
70.4,1.55609,0.99709,,
70.5,1.57268,1.01350,,
70.6,1.58851,1.03174,,
70.7,1.60741,1.05383,,
70.8,1.63387,1.08180,,
70.9,1.66975,1.11741,,
71.0,1.71405,1.16139,,
71.1,1.76630,1.21364,,
71.2,1.82698,1.27361,,
71.3,1.89510,1.34048,,
71.4,1.96893,1.41351,,
71.5,2.04713,1.49165,,
71.6,2.13065,1.57442,,
71.7,2.21764,1.66055,,
71.8,2.30818,1.74936,,
71.9,2.39875,1.83941,,
72.0,2.48945,1.93004,,
72.1,2.58033,2.02043,,
72.2,2.67072,2.11016,,
72.3,2.75967,2.19905,,
72.4,2.84674,2.28694,,
72.5,2.93383,2.37428,,
72.6,3.02063,2.46133,,
72.7,3.10766,2.54826,,
72.8,3.19517,2.63506,,
72.9,3.28129,2.72151,,
73.0,3.36710,2.80784,,
73.1,3.45319,2.89432,,
73.2,3.53987,2.98104,,
73.3,3.62791,3.06797,,
73.4,3.71499,3.15482,,
73.5,3.80060,3.24135,,
73.6,3.88721,3.32777,,
73.7,3.97343,3.41400,,
73.8,4.05986,3.50011,,
73.9,4.14616,3.58548,,
74.0,4.23081,3.66963,,
74.1,4.31315,3.75214,,
74.2,4.39362,3.83271,,
74.3,4.47261,3.91142,,
74.4,4.54911,3.98844,,
74.5,4.62407,4.06432,,
74.6,4.69877,4.13943,,
74.7,4.77393,4.21424,,
74.8,4.84857,4.28871,,
74.9,4.92286,4.36273,,
75.0,4.99626,4.43581,,
75.1,5.06855,4.50767,,
75.2,5.13903,4.57791,,
75.3,5.20744,4.64609,,
75.4,5.27381,4.71204,,
75.5,5.33697,4.77569,,
75.6,5.39784,4.83750,,
75.7,5.45776,4.89787,,
75.8,5.51748,4.95733,,
75.9,5.57612,5.01610,,
76.0,5.63395,5.07425,,
76.1,5.69182,5.13198,,
76.2,5.74886,5.18909,,
76.3,5.80600,5.24574,,
76.4,5.86174,5.30139,,
76.5,5.91670,5.35603,,
76.6,5.96994,5.40952,,
76.7,6.02175,5.46219,,
76.8,6.07370,5.51439,,
76.9,6.12597,5.56635,,
77.0,6.17797,5.61819,,
77.1,6.22939,5.66977,,
77.2,6.28079,5.72094,,
77.3,6.33180,5.77141,,
77.4,6.38158,5.82086,,
77.5,6.42978,5.86909,,
77.6,6.47632,5.91595,,
77.7,6.52195,5.96181,,
77.8,6.56645,6.00682,,
77.9,6.61113,6.05134,,
78.0,6.65534,6.09539,,
78.1,6.69877,6.13888,,
78.2,6.74199,6.18183,,
78.3,6.78397,6.22426,,
78.4,6.82558,6.26636,,
78.5,6.86798,6.30834,,
78.6,6.90975,6.35001,,
78.7,6.95148,6.39127,,
78.8,6.99219,6.43189,,
78.9,7.03143,6.47169,,
79.0,7.07101,6.51083,,
79.1,7.10928,6.54913,,
79.2,7.14674,6.58677,,
79.3,7.18373,6.62356,,
79.4,7.21979,6.65957,,
79.5,7.25477,6.69479,,
79.6,7.28929,6.72904,,
79.7,7.32308,6.76231,,
79.8,7.35472,6.79420,,
79.9,7.38559,6.82462,,
80.0,7.41450,6.85350,,
80.1,7.44094,6.88115,,
80.2,7.46747,6.90802,,
80.3,7.49414,6.93443,,
80.4,7.52029,6.96046,,
80.5,7.54627,6.98596,,
80.6,7.57097,7.01057,,
80.7,7.59453,7.03438,,
80.8,7.61711,7.05736,,
80.9,7.63955,7.07992,,
81.0,7.66161,7.10218,,
81.1,7.68388,7.12400,,
81.2,7.70599,7.14513,,
81.3,7.72578,7.16526,,
81.4,7.74422,7.18463,,
81.5,7.76261,7.20341,,
81.6,7.78164,7.22219,,
81.7,7.80031,7.24106,,
81.8,7.81943,7.26005,,
81.9,7.83875,7.27897,,
82.0,7.85746,7.29748,,
82.1,7.87582,7.31534,,
82.2,7.89269,7.33212,,
82.3,7.90821,7.34778,,
82.4,7.92256,7.36250,,
82.5,7.93592,7.37665,,
82.6,7.94978,7.39059,,
82.7,7.96423,7.40452,,
82.8,7.97798,7.41833,,
82.9,7.99168,7.43187,,
83.0,8.00504,7.44461,,
83.1,8.01727,7.45647,,
83.2,8.02736,7.46712,,
83.3,8.03691,7.47691,,
83.4,8.04548,7.48610,,
83.5,8.05425,7.49518,,
83.6,8.06381,7.50412,,
83.7,8.07312,7.51278,,
83.8,8.08097,7.52090,,
83.9,8.08814,7.52826,,
84.0,8.09511,7.53502,,
84.1,8.10080,7.54143,,
84.2,8.10673,7.54806,,
84.3,8.11369,7.55545,,
84.4,8.12202,7.56404,,
84.5,8.13248,7.57398,,
84.6,8.14400,7.58493,,
84.7,8.15592,7.59641,,
84.8,8.16787,7.60790,,
84.9,8.17898,7.61914,,
85.0,8.18951,7.63032,,
85.1,8.20030,7.64166,,
85.2,8.21245,7.65381,,
85.3,8.22511,7.66697,,
85.4,8.23978,7.68160,,
85.5,8.25581,7.69763,,
85.6,8.27340,7.71512,,
85.7,8.29255,7.73381,,
85.8,8.31250,7.75345,,
85.9,8.33275,7.77374,,
86.0,8.35372,7.79425,,
86.1,8.37488,7.81462,,
86.2,8.39464,7.83445,,
86.3,8.41355,7.85345,,
86.4,8.43198,7.87154,,
86.5,8.44884,7.88861,,
86.6,8.46496,7.90491,,
86.7,8.48021,7.92073,,
86.8,8.49521,7.93659,,
86.9,8.51166,7.95300,,
87.0,8.52902,7.96996,,
87.1,8.54696,7.98732,,
87.2,8.56458,8.00442,,
87.3,8.58144,8.02095,,
87.4,8.59668,8.03652,,
87.5,8.61129,8.05114,,
87.6,8.62518,8.06476,,
87.7,8.63769,8.07752,,
87.8,8.64923,8.08947,,
87.9,8.66075,8.10079,,
88.0,8.67144,8.11118,,
88.1,8.68158,8.12078,,
88.2,8.68938,8.12928,,
88.3,8.69670,8.13723,,
88.4,8.70390,8.14477,,
88.5,8.71185,8.15210,,
88.6,8.71962,8.15903,,
88.7,8.72544,8.16491,,
88.8,8.73046,8.16959,,
88.9,8.73337,8.17265,,
89.0,8.73495,8.17429,,
89.1,8.73505,8.17459,,
89.2,8.73369,8.17274,,
89.3,8.73033,8.16973,,
89.4,8.72549,8.16559,,
89.5,8.72021,8.16028,,
89.6,8.71507,8.15384,,
89.7,8.70709,8.14550,,
89.8,8.69683,8.13521,,
89.9,8.68347,8.12286,,
90.0,8.66873,8.10930,,
90.1,8.65433,8.09509,,
90.2,8.64047,8.08055,,
90.3,8.62594,8.06546,,
90.4,8.61011,8.04930,,
90.5,8.59274,8.03163,,
90.6,8.57316,8.01233,,
90.7,8.55182,7.99169,,
90.8,8.52976,7.97015,,
90.9,8.50757,7.94804,,
91.0,8.48560,7.92578,,
91.1,8.46268,7.90339,,
91.2,8.44024,7.88112,,
91.3,8.41835,7.85885,,
91.4,8.39635,7.83655,,
91.5,8.37390,7.81385,,
91.6,8.35084,7.79070,,
91.7,8.32648,7.76688,,
91.8,8.30250,7.74255,,
91.9,8.27782,7.71738,,
92.0,8.25190,7.69116,,
92.1,8.22453,7.66362,,
92.2,8.19506,7.63471,,
92.3,8.16460,7.60483,,
92.4,8.13382,7.57460,,
92.5,8.10310,7.54427,,
92.6,8.07396,7.51419,,
92.7,8.04380,7.48410,,
92.8,8.01328,7.45452,,
92.9,7.98345,7.42580,,
93.0,7.95612,7.39883,,
93.1,7.93145,7.37419,,
93.2,7.90931,7.35202,,
93.3,7.89012,7.33244,,
93.4,7.87257,7.31511,,
93.5,7.85783,7.29990,,
93.6,7.84500,7.28626,,
93.7,7.83279,7.27369,,
93.8,7.82114,7.26148,,
93.9,7.80932,7.24937,,
94.0,7.79626,7.23719,,
94.1,7.78416,7.22541,,
94.2,7.77277,7.21404,,
94.3,7.76259,7.20349,,
94.4,7.75248,7.19359,,
94.5,7.74312,7.18464,,
94.6,7.73486,7.17696,,
94.7,7.72843,7.17096,,
94.8,7.72478,7.16694,,
94.9,7.72288,7.16452,,
95.0,7.72272,7.16342,,
95.1,7.72219,7.16395,,
95.2,7.72349,7.16592,,
95.3,7.72700,7.16955,,
95.4,7.73342,7.17534,,
95.5,7.74096,7.18266,,
95.6,7.75053,7.19149,,
95.7,7.75986,7.20104,,
95.8,7.77038,7.21108,,
95.9,7.78143,7.22077,,
96.0,7.79068,7.22981,,
96.1,7.79763,7.23774,,
96.2,7.80485,7.24463,,
96.3,7.81103,7.25058,,
96.4,7.81555,7.25572,,
96.5,7.82020,7.26006,,
96.6,7.82392,7.26344,,
96.7,7.82622,7.26585,,
96.8,7.82760,7.26730,,
96.9,7.82774,7.26653,,
97.0,7.82522,7.26441,,
97.1,7.82147,7.26075,,
97.2,7.81600,7.25553,,
97.3,7.80936,7.24899,,
97.4,7.80191,7.24110,,
97.5,7.79259,7.23186,,
97.6,7.78161,7.22135,,
97.7,7.76989,7.20971,,
97.8,7.75728,7.19720,,
97.9,7.74379,7.18414,,
98.0,7.73015,7.17096,,
98.1,7.71674,7.15833,,
98.2,7.70442,7.14679,,
98.3,7.69490,7.13668,,
98.4,7.68691,7.12795,,
98.5,7.67899,7.12059,,
98.6,7.67235,7.11473,,
98.7,7.66819,7.11085,,
98.8,7.66633,7.10849,,
98.9,7.66782,7.11085,,
99.0,7.67232,7.11503,,
99.1,7.67944,7.12172,,
99.2,7.68877,7.13014,,
99.3,7.69930,7.13957,,
99.4,7.70905,7.14919,,
99.5,7.71835,7.15878,,
99.6,7.72741,7.16844,,
99.7,7.73702,7.17845,,
99.8,7.74821,7.18902,,
99.9,7.75946,7.19992,,
100.0,7.77060,7.21098,,
100.1,7.78154,7.22179,,
100.2,7.79226,7.23224,,
100.3,7.80210,7.24197,,
100.4,7.81143,7.25117,,
100.5,7.81916,7.25977,,
100.6,7.82746,7.26832,,
100.7,7.83614,7.27666,,
100.8,7.84506,7.28519,,
100.9,7.85282,7.29343,,
101.0,7.86139,7.30159,,
101.1,7.86912,7.30945,,
101.2,7.87651,7.31737,,
101.3,7.88452,7.32531,,
101.4,7.89295,7.33335,,
101.5,7.90100,7.34121,,
101.6,7.90894,7.34863,,
101.7,7.91560,7.35528,,
101.8,7.92110,7.36106,,
101.9,7.92625,7.36563,,
102.0,7.93018,7.36879,,
102.1,7.93121,7.37072,,
102.2,7.93061,7.37030,,
102.3,7.92919,7.36903,,
102.4,7.92678,7.36675,,
102.5,7.92401,7.36365,,
102.6,7.91993,7.35958,,
102.7,7.91479,7.35450,,
102.8,7.90880,7.34827,,
102.9,7.90146,7.34099,,
103.0,7.89262,7.33280,,
103.1,7.88360,7.32405,,
103.2,7.87449,7.31519,,
103.3,7.86532,7.30670,,
103.4,7.85745,7.29924,,
103.5,7.85083,7.29320,,
103.6,7.84670,7.28924,,
103.7,7.84485,7.28685,,
103.8,7.84569,7.28768,,
103.9,7.84791,7.28987,,
104.0,7.85205,7.29343,,
104.1,7.85757,7.29804,,
104.2,7.86213,7.30333,,
104.3,7.86783,7.30904,,
104.4,7.87506,7.31491,,
104.5,7.88062,7.32044,,
104.6,7.88555,7.32541,,
104.7,7.88979,7.32928,,
104.8,7.89270,7.33207,,
104.9,7.89404,7.33354,,
105.0,7.89445,7.33414,,
105.1,7.89301,7.33318,,
105.2,7.89201,7.33156,,
105.3,7.88934,7.32863,,
105.4,7.88532,7.32456,,
105.5,7.87954,7.31884,,
105.6,7.87259,7.31157,,
105.7,7.86352,7.30245,,
105.8,7.85266,7.29167,,
105.9,7.83964,7.27936,,
106.0,7.82575,7.26623,,
106.1,7.81172,7.25262,,
106.2,7.79864,7.23885,,
106.3,7.78502,7.22478,,
106.4,7.77012,7.21002,,
106.5,7.75495,7.19442,,
106.6,7.73809,7.17795,,
106.7,7.72021,7.16110,,
106.8,7.70307,7.14427,,
106.9,7.68691,7.12801,,
107.0,7.67111,7.11245,,
107.1,7.65665,7.09761,,
107.2,7.64263,7.08336,,
107.3,7.62853,7.06956,,
107.4,7.61540,7.05612,,
107.5,7.60243,7.04275,,
107.6,7.58916,7.02894,,
107.7,7.57535,7.01458,,
107.8,7.55897,6.99974,,
107.9,7.54303,6.98572,,
108.0,7.52981,6.97359,,
108.1,7.52097,6.96455,,
108.2,7.51578,6.95882,,
108.3,7.51359,6.95572,,
108.4,7.51382,6.95724,,
108.5,7.51799,6.96093,,
108.6,7.52528,6.96736,,
108.7,7.53374,6.97568,,
108.8,7.54487,6.98542,,
108.9,7.55530,6.99544,,
109.0,7.56529,7.00557,,
109.1,7.57499,7.01568,,
109.2,7.58450,7.02606,,
109.3,7.59587,7.03706,,
109.4,7.60809,7.04848,,
109.5,7.61989,7.06020,,
109.6,7.63130,7.07179,,
109.7,7.64299,7.08325,,
109.8,7.65401,7.09439,,
109.9,7.66519,7.10521,,
110.0,7.67568,7.11531,,
110.1,7.68504,7.12453,,
110.2,7.69313,7.13273,,
110.3,7.69997,7.14025,,
110.4,7.70631,7.14751,,
110.5,7.71391,7.15513,,
110.6,7.72231,7.16337,,
110.7,7.73121,7.17247,,
110.8,7.74105,7.18226,,
110.9,7.75202,7.19272,,
111.0,7.76282,7.20378,,
111.1,7.77407,7.21547,,
111.2,7.78674,7.22765,,
111.3,7.79994,7.24001,,
111.4,7.81247,7.25213,,
111.5,7.82376,7.26358,,
111.6,7.83423,7.27441,,
111.7,7.84418,7.28469,,
111.8,7.85447,7.29471,,
111.9,7.86420,7.30432,,
112.0,7.87360,7.31358,,
112.1,7.88215,7.32231,,
112.2,7.89031,7.33092,,
112.3,7.89833,7.33950,,
112.4,7.90768,7.34846,,
112.5,7.91709,7.35763,,
112.6,7.92652,7.36705,,
112.7,7.93595,7.37657,,
112.8,7.94537,7.38615,,
112.9,7.95543,7.39594,,
113.0,7.96512,7.40571,,
113.1,7.97524,7.41543,,
113.2,7.98487,7.42487,,
113.3,7.99356,7.43404,,
113.4,8.00244,7.44307,,
113.5,8.01145,7.45205,,
113.6,8.02055,7.46102,,
113.7,8.02972,7.46956,,
113.8,8.03827,7.47728,,
113.9,8.04455,7.48356,,
114.0,8.04918,7.48851,,
114.1,8.05194,7.49208,,
114.2,8.05482,7.49487,,
114.3,8.05690,7.49683,,
114.4,8.05842,7.49821,,
114.5,8.05886,7.49887,,
114.6,8.05871,7.49732,,
114.7,8.05561,7.49429,,
114.8,8.05050,7.48935,,
114.9,8.04336,7.48243,,
115.0,8.03434,7.47384,,
115.1,8.02429,7.46377,,
115.2,8.01310,7.45221,,
115.3,8.00013,7.43914,,
115.4,7.98516,7.42433,,
115.5,7.96888,7.40790,,
115.6,7.95042,7.39014,,
115.7,7.93081,7.37128,,
115.8,7.91199,7.35199,,
115.9,7.89165,7.33210,,
116.0,7.87196,7.31188,,
116.1,7.85139,7.29097,,
116.2,7.82920,7.26942,,
116.3,7.80707,7.24733,,
116.4,7.78459,7.22478,,
116.5,7.76155,7.20195,,
116.6,7.73855,7.17885,,
116.7,7.71526,7.15552,,
116.8,7.69149,7.13197,,
116.9,7.66786,7.10813,,
117.0,7.64403,7.08355,,
117.1,7.61917,7.05780,,
117.2,7.59157,7.03031,,
117.3,7.56186,7.00089,,
117.4,7.53051,6.96991,,
117.5,7.49724,6.93791,,
117.6,7.46466,6.90567,,
117.7,7.43282,6.87343,,
117.8,7.40102,6.84108,,
117.9,7.36889,6.80835,,
118.0,7.33493,6.77515,,
118.1,7.30046,6.74252,,
118.2,7.26752,6.71211,,
118.3,7.23975,6.68607,,
118.4,7.21939,6.66589,,
118.5,7.20644,6.65250,,
118.6,7.19973,6.64570,,
118.7,7.20014,6.64397,,
118.8,7.20567,6.64904,,
118.9,7.21420,6.65696,,
119.0,7.22573,6.66799,,
119.1,7.23870,6.68145,,
119.2,7.25482,6.69778,,
119.3,7.27345,6.71668,,
119.4,7.29606,6.73837,,
119.5,7.32051,6.76197,,
119.6,7.34617,6.78678,,
119.7,7.37198,6.81190,,
119.8,7.39667,6.83660,,
119.9,7.42098,6.86052,,
120.0,7.44401,6.88330,,
120.1,7.46537,6.90516,,
120.2,7.48563,6.92640,,
120.3,7.50648,6.94765,,
120.4,7.52815,6.96916,,
120.5,7.55069,6.99091,,
120.6,7.57273,7.01223,,
120.7,7.59361,7.03279,,
120.8,7.61236,7.05202,,
120.9,7.63062,7.07015,,
121.0,7.64730,7.08717,,
121.1,7.66328,7.10359,,
121.2,7.67905,7.11962,,
121.3,7.69490,7.13560,,
121.4,7.71100,7.15175,,
121.5,7.72738,7.16816,,
121.6,7.74408,7.18473,,
121.7,7.76107,7.20143,,
121.8,7.77767,7.21821,,
121.9,7.79419,7.23527,,
122.0,7.81147,7.25247,,
122.1,7.82990,7.26972,,
122.2,7.84698,7.28655,,
122.3,7.86277,7.30271,,
122.4,7.87806,7.31802,,
122.5,7.89266,7.33289,,
122.6,7.90650,7.34745,,
122.7,7.92158,7.36223,,
122.8,7.93626,7.37706,,
122.9,7.95166,7.39208,,
123.0,7.96700,7.40679,,
123.1,7.98121,7.42104,,
123.2,7.99447,7.43459,,
123.3,8.00759,7.44724,,
123.4,8.01970,7.45916,,
123.5,8.02975,7.47017,,
123.6,8.04062,7.48079,,
123.7,8.05049,7.49110,,
123.8,8.06044,7.50162,,
123.9,8.07171,7.51259,,
124.0,8.08289,7.52380,,
124.1,8.09519,7.53522,,
124.2,8.10657,7.54615,,
124.3,8.11664,7.55627,,
124.4,8.12595,7.56523,,
124.5,8.13353,7.57271,,
124.6,8.13964,7.57865,,
124.7,8.14388,7.58279,,
124.8,8.14616,7.58535,,
124.9,8.14656,7.58677,,
125.0,8.14659,7.58781,,
125.1,8.14775,7.58902,,
125.2,8.15010,7.59079,,
125.3,8.15226,7.59295,,
125.4,8.15483,7.59529,,
125.5,8.15744,7.59746,,
125.6,8.15923,7.59915,,
125.7,8.16046,7.60026,,
125.8,8.16064,7.60080,,
125.9,8.16026,7.60015,,
126.0,8.15895,7.59876,,
126.1,8.15723,7.59673,,
126.2,8.15345,7.59384,,
126.3,8.15016,7.59060,,
126.4,8.14671,7.58685,,
126.5,8.14278,7.58267,,
126.6,8.13820,7.57768,,
126.7,8.13230,7.57163,,
126.8,8.12480,7.56435,,
126.9,8.11632,7.55551,,
127.0,8.10661,7.54504,,
127.1,8.09364,7.53248,,
127.2,8.07920,7.51816,,
127.3,8.06238,7.50216,,
127.4,8.04483,7.48511,,
127.5,8.02748,7.46728,,
127.6,8.00887,7.44890,,
127.7,7.98959,7.43010,,
127.8,7.97068,7.41102,,
127.9,7.95135,7.39171,,
128.0,7.93187,7.37215,,
128.1,7.91238,7.35187,,
128.2,7.89167,7.33046,,
128.3,7.86847,7.30769,,
128.4,7.84365,7.28351,,
128.5,7.81841,7.25833,,
128.6,7.79212,7.23245,,
128.7,7.76585,7.20641,,
128.8,7.73948,7.18039,,
128.9,7.71365,7.15471,,
129.0,7.68864,7.12974,,
129.1,7.66389,7.10530,,
129.2,7.64106,7.08136,,
129.3,7.61760,7.05689,,
129.4,7.59285,7.03124,,
129.5,7.56523,7.00351,,
129.6,7.53476,6.97391,,
129.7,7.50231,6.94323,,
129.8,7.47047,6.91297,,
129.9,7.44124,6.88478,,
130.0,7.41552,6.86017,,
130.1,7.39484,6.83979,,
130.2,7.38034,6.82414,,
130.3,7.36887,6.81270,,
130.4,7.36184,6.80522,,
130.5,7.35835,6.80075,,
130.6,7.35702,6.79864,,
130.7,7.35695,6.79793,,
130.8,7.35757,6.79876,,
130.9,7.35917,6.80007,,
131.0,7.36119,6.80224,,
131.1,7.36330,6.80549,,
131.2,7.36795,6.81052,,
131.3,7.37495,6.81746,,
131.4,7.38469,6.82660,,
131.5,7.39588,6.83735,,
131.6,7.40836,6.84921,,
131.7,7.42130,6.86146,,
131.8,7.43357,6.87360,,
131.9,7.44527,6.88504,,
132.0,7.45648,6.89551,,
132.1,7.46532,6.90461,,
132.2,7.47291,6.91265,,
132.3,7.47930,6.91999,,
132.4,7.48591,6.92743,,
132.5,7.49415,6.93560,,
132.6,7.50334,6.94469,,
132.7,7.51370,6.95482,,
132.8,7.52461,6.96557,,
132.9,7.53637,6.97655,,
