Scan Parameters
Scan Type,Standard Scan
ID,0
Stylus,Radius: 12.5 µm
Length,4200.0 um
Duration,140 sec
Resolution,0.100 um/sample
Force,6.00 mg
Measurement Range,524 um
Profile,Hills
Display Range,Auto
R. Cursor,Pos: 0.0 um Width: 0.0 um
M. Cursor,Pos: 400.0 um Width: 0.0 um

Scan Data
Lateral um,Raw Micrometer,
0.0,0.00000,,
0.1,0.00004,,
0.2,-0.00092,,
0.3,-0.00510,,
0.4,-0.01149,,
0.5,-0.01871,,
0.6,-0.02533,,
0.7,-0.03059,,
0.8,-0.03553,,
0.9,-0.04006,,
1.0,-0.04614,,
1.1,-0.05603,,
1.2,-0.07067,,
1.3,-0.08823,,
1.4,-0.10623,,
1.5,-0.12460,,
1.6,-0.14066,,
1.7,-0.15377,,
1.8,-0.16184,,
1.9,-0.16609,,
2.0,-0.16942,,
2.1,-0.17411,,
2.2,-0.18129,,
2.3,-0.18941,,
2.4,-0.19822,,
2.5,-0.20755,,
2.6,-0.21594,,
2.7,-0.22665,,
2.8,-0.23860,,
2.9,-0.25180,,
3.0,-0.26549,,
3.1,-0.27661,,
3.2,-0.28633,,
3.3,-0.29537,,
3.4,-0.30351,,
3.5,-0.31137,,
3.6,-0.31929,,
3.7,-0.32678,,
3.8,-0.33429,,
3.9,-0.34138,,
4.0,-0.34852,,
4.1,-0.35528,,
4.2,-0.36148,,
4.3,-0.36506,,
4.4,-0.36710,,
4.5,-0.36763,,
4.6,-0.36741,,
4.7,-0.36892,,
4.8,-0.37069,,
4.9,-0.37259,,
5.0,-0.37652,,
5.1,-0.38336,,
5.2,-0.39335,,
5.3,-0.40444,,
5.4,-0.41478,,
5.5,-0.42343,,
5.6,-0.42935,,
5.7,-0.43217,,
5.8,-0.43458,,
5.9,-0.43867,,
6.0,-0.44482,,
6.1,-0.45372,,
6.2,-0.46489,,
6.3,-0.47858,,
6.4,-0.49473,,
6.5,-0.50984,,
6.6,-0.52408,,
6.7,-0.53431,,
6.8,-0.54244,,
6.9,-0.54896,,
7.0,-0.55428,,
7.1,-0.56001,,
7.2,-0.56698,,
7.3,-0.57423,,
7.4,-0.58122,,
7.5,-0.58704,,
7.6,-0.59324,,
7.7,-0.60196,,
7.8,-0.61152,,
7.9,-0.62029,,
8.0,-0.62748,,
8.1,-0.63144,,
8.2,-0.63283,,
8.3,-0.63023,,
8.4,-0.62579,,
8.5,-0.62343,,
8.6,-0.62512,,
8.7,-0.62897,,
8.8,-0.63513,,
8.9,-0.64288,,
9.0,-0.64971,,
9.1,-0.65303,,
9.2,-0.65238,,
9.3,-0.64910,,
9.4,-0.64673,,
9.5,-0.64646,,
9.6,-0.64811,,
9.7,-0.65211,,
9.8,-0.65588,,
9.9,-0.66002,,
10.0,-0.66551,,
10.1,-0.67078,,
10.2,-0.67633,,
10.3,-0.68241,,
10.4,-0.68779,,
10.5,-0.69187,,
10.6,-0.69441,,
10.7,-0.69607,,
10.8,-0.69856,,
10.9,-0.70210,,
11.0,-0.70672,,
11.1,-0.71501,,
11.2,-0.72478,,
11.3,-0.73674,,
11.4,-0.75112,,
11.5,-0.76455,,
11.6,-0.77664,,
11.7,-0.78923,,
11.8,-0.80064,,
11.9,-0.81137,,
12.0,-0.82308,,
12.1,-0.83391,,
12.2,-0.84362,,
12.3,-0.85215,,
12.4,-0.85955,,
12.5,-0.86592,,
12.6,-0.87273,,
12.7,-0.87873,,
12.8,-0.88531,,
12.9,-0.88987,,
13.0,-0.89180,,
13.1,-0.89033,,
13.2,-0.88594,,
13.3,-0.88173,,
13.4,-0.87869,,
13.5,-0.87794,,
13.6,-0.88055,,
13.7,-0.88623,,
13.8,-0.89391,,
13.9,-0.90223,,
14.0,-0.90976,,
14.1,-0.91446,,
14.2,-0.91675,,
14.3,-0.91706,,
14.4,-0.91770,,
14.5,-0.92124,,
14.6,-0.92751,,
14.7,-0.93492,,
14.8,-0.94251,,
14.9,-0.94912,,
15.0,-0.95748,,
15.1,-0.96696,,
15.2,-0.97515,,
15.3,-0.98284,,
15.4,-0.98851,,
15.5,-0.99082,,
15.6,-0.99062,,
15.7,-0.98789,,
15.8,-0.98345,,
15.9,-0.97919,,
16.0,-0.97478,,
16.1,-0.96941,,
16.2,-0.96535,,
16.3,-0.96173,,
16.4,-0.95872,,
16.5,-0.95571,,
16.6,-0.95172,,
16.7,-0.94694,,
16.8,-0.94285,,
16.9,-0.93757,,
17.0,-0.93411,,
17.1,-0.93135,,
17.2,-0.92926,,
17.3,-0.92781,,
17.4,-0.92757,,
17.5,-0.92878,,
17.6,-0.93079,,
17.7,-0.93321,,
17.8,-0.93512,,
17.9,-0.93542,,
18.0,-0.93364,,
18.1,-0.93097,,
18.2,-0.93079,,
18.3,-0.93404,,
18.4,-0.94099,,
18.5,-0.95351,,
18.6,-0.96954,,
18.7,-0.98709,,
18.8,-1.00497,,
18.9,-1.01988,,
19.0,-1.03225,,
19.1,-1.04313,,
19.2,-1.05257,,
19.3,-1.06198,,
19.4,-1.07148,,
19.5,-1.08046,,
19.6,-1.08864,,
19.7,-1.09525,,
19.8,-1.09935,,
19.9,-1.10258,,
20.0,-1.10523,,
20.1,-1.10750,,
20.2,-1.11017,,
20.3,-1.11166,,
20.4,-1.11187,,
20.5,-1.11347,,
20.6,-1.11450,,
20.7,-1.11593,,
20.8,-1.11824,,
20.9,-1.11965,,
21.0,-1.12192,,
21.1,-1.12592,,
21.2,-1.13134,,
21.3,-1.13724,,
21.4,-1.14507,,
21.5,-1.15152,,
21.6,-1.15688,,
21.7,-1.15940,,
21.8,-1.15968,,
21.9,-1.15753,,
22.0,-1.15501,,
22.1,-1.15259,,
22.2,-1.15116,,
22.3,-1.15050,,
22.4,-1.15040,,
22.5,-1.15072,,
22.6,-1.14873,,
22.7,-1.14444,,
22.8,-1.13999,,
22.9,-1.13524,,
23.0,-1.12946,,
23.1,-1.12497,,
23.2,-1.12228,,
23.3,-1.12152,,
23.4,-1.12065,,
23.5,-1.11923,,
23.6,-1.11708,,
23.7,-1.11546,,
23.8,-1.11239,,
23.9,-1.10952,,
24.0,-1.10446,,
24.1,-1.09605,,
24.2,-1.08656,,
24.3,-1.07730,,
24.4,-1.06959,,
24.5,-1.06141,,
24.6,-1.05302,,
24.7,-1.04522,,
24.8,-1.03909,,
24.9,-1.03506,,
25.0,-1.03256,,
25.1,-1.03184,,
25.2,-1.03158,,
25.3,-1.03104,,
25.4,-1.03050,,
25.5,-1.02946,,
25.6,-1.02768,,
25.7,-1.02575,,
25.8,-1.02465,,
25.9,-1.02221,,
26.0,-1.02001,,
26.1,-1.01688,,
26.2,-1.01294,,
26.3,-1.00896,,
26.4,-1.00404,,
26.5,-0.99842,,
26.6,-0.99361,,
26.7,-0.98838,,
26.8,-0.98406,,
26.9,-0.98067,,
27.0,-0.97812,,
27.1,-0.97699,,
27.2,-0.97880,,
27.3,-0.98216,,
27.4,-0.98624,,
27.5,-0.98854,,
27.6,-0.98720,,
27.7,-0.98346,,
27.8,-0.97684,,
27.9,-0.96992,,
28.0,-0.96477,,
28.1,-0.96106,,
28.2,-0.95982,,
28.3,-0.95945,,
28.4,-0.95837,,
28.5,-0.95776,,
28.6,-0.95559,,
28.7,-0.95218,,
28.8,-0.94782,,
28.9,-0.94403,,
29.0,-0.94093,,
29.1,-0.94053,,
29.2,-0.94171,,
29.3,-0.94245,,
29.4,-0.94368,,
29.5,-0.94322,,
29.6,-0.94201,,
29.7,-0.94256,,
29.8,-0.94679,,
29.9,-0.95213,,
30.0,-0.95913,,
30.1,-0.96597,,
30.2,-0.97168,,
30.3,-0.97585,,
30.4,-0.97833,,
30.5,-0.97920,,
30.6,-0.97859,,
30.7,-0.97669,,
30.8,-0.97435,,
30.9,-0.97073,,
31.0,-0.96813,,
31.1,-0.96637,,
31.2,-0.96465,,
31.3,-0.96318,,
31.4,-0.96208,,
31.5,-0.95938,,
31.6,-0.95614,,
31.7,-0.95229,,
31.8,-0.94785,,
31.9,-0.94353,,
32.0,-0.94167,,
32.1,-0.94007,,
32.2,-0.93949,,
32.3,-0.93962,,
32.4,-0.93892,,
32.5,-0.93727,,
32.6,-0.93469,,
32.7,-0.93126,,
32.8,-0.92707,,
32.9,-0.92288,,
33.0,-0.92044,,
33.1,-0.91988,,
33.2,-0.91850,,
33.3,-0.91691,,
33.4,-0.91608,,
33.5,-0.91453,,
33.6,-0.91413,,
33.7,-0.91515,,
33.8,-0.91763,,
33.9,-0.92018,,
34.0,-0.92336,,
34.1,-0.92544,,
34.2,-0.92756,,
34.3,-0.92835,,
34.4,-0.92847,,
34.5,-0.92770,,
34.6,-0.92726,,
34.7,-0.92716,,
34.8,-0.92803,,
34.9,-0.92880,,
35.0,-0.92892,,
35.1,-0.92880,,
35.2,-0.92604,,
35.3,-0.92151,,
35.4,-0.91714,,
35.5,-0.91196,,
35.6,-0.90617,,
35.7,-0.90059,,
35.8,-0.89432,,
35.9,-0.88757,,
36.0,-0.87986,,
36.1,-0.86900,,
36.2,-0.85734,,
36.3,-0.84621,,
36.4,-0.83627,,
36.5,-0.82780,,
36.6,-0.82282,,
36.7,-0.81887,,
36.8,-0.81520,,
36.9,-0.81273,,
37.0,-0.80986,,
37.1,-0.80844,,
37.2,-0.80865,,
37.3,-0.80985,,
37.4,-0.81161,,
37.5,-0.81234,,
37.6,-0.81191,,
37.7,-0.81168,,
37.8,-0.81234,,
37.9,-0.81289,,
38.0,-0.81345,,
38.1,-0.81410,,
38.2,-0.81486,,
38.3,-0.81508,,
38.4,-0.81578,,
38.5,-0.81679,,
38.6,-0.82000,,
38.7,-0.82691,,
38.8,-0.83740,,
38.9,-0.84984,,
39.0,-0.86320,,
39.1,-0.87754,,
39.2,-0.89149,,
39.3,-0.90170,,
39.4,-0.90930,,
39.5,-0.91507,,
39.6,-0.92021,,
39.7,-0.92477,,
39.8,-0.93012,,
39.9,-0.93431,,
40.0,-0.93836,,
40.1,-0.94215,,
40.2,-0.94564,,
40.3,-0.95083,,
40.4,-0.95732,,
40.5,-0.96351,,
40.6,-0.97052,,
40.7,-0.97891,,
40.8,-0.98821,,
40.9,-0.99679,,
41.0,-1.00514,,
41.1,-1.01157,,
41.2,-1.01728,,
41.3,-1.02231,,
41.4,-1.02607,,
41.5,-1.03098,,
41.6,-1.03627,,
41.7,-1.04084,,
41.8,-1.04480,,
41.9,-1.04828,,
42.0,-1.05202,,
42.1,-1.05773,,
42.2,-1.06355,,
42.3,-1.06845,,
42.4,-1.07329,,
42.5,-1.07787,,
42.6,-1.08078,,
42.7,-1.08203,,
42.8,-1.08177,,
42.9,-1.08214,,
43.0,-1.08295,,
43.1,-1.08273,,
43.2,-1.08274,,
43.3,-1.08300,,
43.4,-1.08349,,
43.5,-1.08549,,
43.6,-1.08829,,
43.7,-1.09142,,
43.8,-1.09529,,
43.9,-1.09938,,
44.0,-1.10343,,
44.1,-1.10727,,
44.2,-1.10886,,
44.3,-1.11056,,
44.4,-1.11299,,
44.5,-1.11705,,
44.6,-1.11985,,
44.7,-1.12319,,
44.8,-1.12737,,
44.9,-1.13115,,
45.0,-1.13522,,
45.1,-1.13927,,
45.2,-1.14512,,
45.3,-1.15294,,
45.4,-1.16204,,
45.5,-1.17129,,
45.6,-1.18204,,
45.7,-1.19295,,
45.8,-1.20262,,
45.9,-1.21237,,
46.0,-1.22157,,
46.1,-1.22993,,
46.2,-1.23803,,
46.3,-1.24617,,
46.4,-1.25454,,
46.5,-1.26385,,
46.6,-1.27246,,
46.7,-1.27888,,
46.8,-1.28377,,
46.9,-1.28630,,
47.0,-1.28682,,
47.1,-1.28636,,
47.2,-1.28485,,
47.3,-1.28366,,
47.4,-1.28417,,
47.5,-1.28567,,
47.6,-1.28836,,
