

Sun Jul 27 18:53:28 2014    prof.txt

         175065414 function calls (174943030 primitive calls) in 456.653 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/scipy/optimize/_basinhopping.py:246(Metropolis)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/ctypes/__init__.py:260(c_bool)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/PIL/ImageFilter.py:92(MedianFilter)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/PIL/ImageFilter.py:195(CONTOUR)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/scipy/optimize/_basinhopping.py:36(BasinHoppingRunner)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/calendar.py:536(LocaleHTMLCalendar)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/patches.py:3194(CurveFilledA)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/pyparsing_py2.py:2900(SkipTo)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/PIL/ImageFilter.py:250(FIND_EDGES)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/cbook.py:101(tostr)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/ma/core.py:750(_DomainTan)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/pyparsing_py2.py:2866(Optional)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/ma/extras.py:1481(mr_class)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/unittest/suite.py:299(_DebugResult)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/pyparsing_py2.py:3091(Group)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/mathtext.py:1636(Rule)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/streamplot.py:342(TerminateTrajectory)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/ma/core.py:1032(_DomainedBinaryOperation)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/lib-tk/Tkinter.py:3362(BitmapImage)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/rcsetup.py:155(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/lib/_iotools.py:428(ConverterError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/ctypes/__init__.py:168(c_short)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/linalg/linalg.py:37(LinAlgError)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/colors.py:1178(LightSource)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/streamplot.py:178(StreamplotSet)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/backends/backend_tkagg.py:67(Show)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/legend_handler.py:149(HandlerNpointsYoffsets)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/lib-tk/Tkinter.py:2502(Frame)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/pyparsing_py2.py:3048(Upcase)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/pyparsing_py2.py:161(_Constants)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/PIL/ImageFilter.py:182(BLUR)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/scipy/lib/six.py:260(Iterator)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/ticker.py:242(NullFormatter)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/ma/core.py:5807(_extrema_operation)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/dates.py:961(HourLocator)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/mlab.py:2391(FormatFloat)
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/ctypes/__init__.py:238(c_char)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/scipy/optimize/optimize.py:117(OptimizeWarning)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/scipy/special/basic.py:38(SpecialFunctionWarning)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/scipy/optimize/anneal.py:144(_state)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/decimal.py:299(Rounded)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/io.py:69(IOBase)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/_import_tools.py:334(PackageLoaderDebug)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/scipy/spatial/kdtree.py:244(leafnode)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/legend_handler.py:200(HandlerPatch)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/ma/extras.py:1415(MAxisConcatenator)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/dates.py:222(strpdate2num)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/mathtext.py:1750(Filll)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/PIL/ImageFilter.py:217(EDGE_ENHANCE)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/csv.py:67(excel_tab)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/units.py:110(Registry)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/scipy/stats/distributions.py:1984(ksone_gen)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/PIL/ImageFilter.py:142(ModeFilter)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/backends/windowing.py:22(FocusManager)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/backend_bases.py:1171(ResizeEvent)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/pyparsing_py2.py:3134(Suppress)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/ctypes/__init__.py:201(c_double)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/ctypes/__init__.py:193(c_uint)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/backend_bases.py:1358(PickEvent)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/dates.py:403(IndexDateFormatter)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/ticker.py:689(LogFormatterExponent)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/lib-tk/Tkinter.py:2762(Message)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/ticker.py:724(LogFormatterMathtext)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/PIL/Image.py:36(_imaging_not_installed)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/patches.py:3337(BracketAB)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/scale.py:56(LinearScale)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/PIL/ImageFilter.py:20(Filter)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/scipy/lib/six.py:91(MovedModule)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/distutils/errors.py:16(DistutilsModuleError)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/axis.py:593(Ticker)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/delaunay/triangulate.py:19(DuplicatePointWarning)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/legend_handler.py:119(HandlerNpoints)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/lib-tk/Tkinter.py:1480(XView)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/oldnumeric/compat.py:113(Pickler)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/scale.py:156(Log2Transform)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/PIL/ImageFilter.py:206(DETAIL)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/legend_handler.py:264(HandlerRegularPolyCollection)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/scipy/version.py:3(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/scipy/sparse/base.py:17(SparseFormatWarning)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/bezier.py:13(NonIntersectingPathException)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/decimal.py:196(InvalidOperation)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/pyparsing_py2.py:2262(WordEnd)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/container.py:90(BarContainer)
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/scipy/sparse/linalg/eigen/arpack/arpack.py:289(ArpackError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/scipy/sparse/linalg/eigen/arpack/arpack.py:604(_UnsymmetricArpackParams)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/lib/npyio.py:82(BagObj)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/tokenize.py:147(StopTokenizing)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/PIL/ImageFilter.py:272(SMOOTH_MORE)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/ma/core.py:728(_DomainCheckInterval)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/scipy/optimize/_basinhopping.py:230(MinimizerWrapper)
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/pyparsing_py2.py:1662(CaselessKeyword)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/scipy/lib/six.py:53(X)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/ctypes/__init__.py:172(c_ushort)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/dateutil/rrule.py:228(rrule)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/unittest/signals.py:9(_InterruptHandler)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/distutils/__init__.py:9(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/lib-tk/Tkinter.py:3759(Tributton)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/ticker.py:1661(AutoMinorLocator)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/legend_handler.py:336(HandlerPathCollection)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/ticker.py:286(FormatStrFormatter)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/urlparse.py:120(SplitResult)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/unittest/case.py:45(_UnexpectedSuccess)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/mathtext.py:1816(SubSuperCluster)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/decimal.py:5676(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/pyparsing_py2.py:2734(FollowedBy)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/scipy/sparse/linalg/eigen/arpack/arpack.py:939(IterInv)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/linalg/linalg.py:90(_linalgRealType)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/mlab.py:2443(FormatDate)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/scipy/sparse/linalg/eigen/arpack/arpack.py:316(_ArpackParams)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/scipy/signal/filter_design.py:24(BadCoefficients)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/dviread.py:771(Encoding)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/pyparsing_py2.py:2172(LineEnd)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/dates.py:904(MonthLocator)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/dates.py:979(MinuteLocator)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/scale.py:143(InvertedLog10Transform)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/PIL/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/scipy/lib/six.py:54(__len__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/lib-tk/FileDialog.py:220(LoadFileDialog)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/PIL/Image.py:406(_E)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/pickle.py:1261(_EmptyClass)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/mathtext.py:1746(Fill)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/scipy/interpolate/fitpack2.py:440(_BivariateSplineBase)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/threading.py:56(_Verbose)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/scipy/optimize/_basinhopping.py:14(Storage)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/cbook.py:388(Idle)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/distutils/errors.py:55(DistutilsExecError)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/cbook.py:147(toint)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/distutils/errors.py:33(DistutilsFileError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/lib-tk/Dialog.py:12(Dialog)
        1    0.000    0.000    0.000    0.000 {method 'span' of '_sre.SRE_Match' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/dates.py:143(_UTC)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/lib-tk/Tkinter.py:129(Event)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/PIL/Image.py:1714(_ImageCrop)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/unittest/case.py:34(_ExpectedFailure)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/mathtext.py:1766(SsGlue)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/urllib.py:993(addinfo)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/ctypes/__init__.py:294(c_wchar)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/ctypes/__init__.py:176(c_long)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/threading.py:1056(_Timer)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/distutils/errors.py:83(LinkError)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/mathtext.py:1742(Fil)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/scipy/sparse/linalg/eigen/arpack/arpack.py:905(SpLuInv)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/cbook.py:121(todate)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/pyparsing_py2.py:3038(_ForwardNoRecurse)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/cbook.py:368(Timeout)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/urllib.py:949(addbase)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/delaunay/interpolate.py:89(NNInterpolator)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/inspect.py:632(BlockFinder)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/streamplot.py:338(InvalidIndexError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/scipy/sparse/base.py:16(SparseWarning)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/inspect.py:630(EndOfBlock)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/numpy/core/numeric.py:2493(_unspecified)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/PIL/ImageFilter.py:285(SHARPEN)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/mlab.py:2433(FormatThousands)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/dist-packages/scipy/optimize/_basinhopping.py:216(RandomDisplacement)
        1    0.000    0.000    0.000    0.000 /usr/lib/pymodules/python2.7/matplotlib/legend_handler.py:537(HandlerTuple)
